,istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,theta,a_input,inlc
0,,,,,,,,,,,3200.0,5.0,0.25,5.0
0,,,,,,,,,,,3200.0,10.0,0.25,5.0
0,732,736,,,10.61050328227571,10.663019693654267,490.07668098822387,49.8470253497715,0.12011910123451708,0.05251641137855678,3200.0,30.0,0.25,5.0
0,731,744,,,10.597374179431071,10.768052516411379,1671.8363112411296,89.44583781056562,0.16933858518109557,0.17067833698030732,3200.0,45.0,0.25,5.0
0,731,743,,,10.597374179431071,10.75492341356674,1787.418168191569,87.83255879699875,0.18377503180797428,0.15754923413566857,3200.0,60.0,0.25,5.0
0,730,752,,,10.584245076586432,10.87308533916849,3003.3555907407185,113.12074431656869,0.2591815712906256,0.28884026258205786,3200.0,85.0,0.25,5.0
0,,,,,,,,,,,3200.0,5.0,0.5,5.0
0,,,,,,,,,,,3200.0,10.0,0.5,5.0
0,729,747,,,10.571115973741794,10.807439824945295,2478.030346732933,104.32464578365406,0.19884162951363815,0.23632385120350108,3200.0,30.0,0.5,5.0
1,753,756,,,10.886214442013129,10.925601750547045,250.07638050926516,42.1473368445815,0.07801248706278674,0.039387308533916254,3200.0,30.0,0.5,5.0
0,730,749,,,10.584245076586432,10.833698030634572,3500.252142753343,110.91837743797386,0.30085455721093,0.24945295404813983,3200.0,45.0,0.5,5.0
1,753,757,,,10.886214442013129,10.938730853391684,417.0189521574189,49.28711657457288,0.10771393073150581,0.052516411378555006,3200.0,45.0,0.5,5.0
0,730,756,,,10.584245076586432,10.925601750547045,5578.367035695778,131.729769964571,0.3866776186433283,0.34135667396061287,3200.0,60.0,0.5,5.0
0,730,758,,,10.584245076586432,10.951859956236323,6614.434234532796,139.1055130479151,0.464304258635968,0.36761487964989037,3200.0,85.0,0.5,5.0
1,769,772,,,11.096280087527353,11.135667396061269,261.6238104522022,42.300584871715834,0.08012552749345025,0.039387308533916254,3200.0,85.0,0.5,5.0
0,732,742,,,10.61050328227571,10.741794310722101,1030.6470620888813,77.00066349779885,0.11801448974151918,0.13129102844639107,3200.0,5.0,1.0,5.0
0,731,744,,,10.597374179431071,10.768052516411379,1687.1926256621653,87.6712049122342,0.21090682002068784,0.17067833698030732,3200.0,10.0,1.0,5.0
1,749,752,,,10.833698030634572,10.87308533916849,273.8526617148033,42.407607765443444,0.0838233732614293,0.03938730853391803,3200.0,10.0,1.0,5.0
0,729,763,,,10.571115973741794,11.017505470459518,6402.895373753054,144.82738361480054,0.4048379137933369,0.44638949671772465,3200.0,30.0,1.0,5.0
0,729,764,,,10.571115973741794,11.030634573304157,9369.907784737294,158.82108734634966,0.5794862239789003,0.4595185995623634,3200.0,45.0,1.0,5.0
1,772,775,,,11.135667396061269,11.175054704595185,311.0090350166098,42.38263493928973,0.10740368791690957,0.039387308533916254,3200.0,45.0,1.0,5.0
0,728,779,,,10.557986870897155,11.227571115973742,12971.596343658837,185.08841463966885,0.7883339576144901,0.669584245076587,3200.0,60.0,1.0,5.0
0,728,773,,,10.557986870897155,11.148796498905908,14646.244281218658,187.5560264143099,0.8843376803347369,0.5908096280087527,3200.0,85.0,1.0,5.0
1,781,786,,,11.25382932166302,11.319474835886215,449.6756376442943,54.54730009797301,0.0885701496570721,0.06564551422319553,3200.0,85.0,1.0,5.0
2,795,798,,,11.437636761487965,11.477024070021882,253.5904811457014,42.217770191058285,0.07597719083952637,0.039387308533916254,3200.0,85.0,1.0,5.0
0,729,755,,,10.571115973741794,10.912472647702407,5482.934389904524,132.10245140180785,0.3500688173285247,0.34135667396061287,3200.0,5.0,2.0,5.0
1,761,766,,,10.99124726477024,11.056892778993435,451.6575964292588,54.162430610206115,0.10624724270425245,0.06564551422319376,3200.0,5.0,2.0,5.0
0,730,763,,,10.584245076586432,11.017505470459518,6827.716294916356,146.19959677642134,0.4710990603287586,0.4332603938730859,3200.0,10.0,2.0,5.0
0,728,770,,,10.557986870897155,11.109409190371991,13037.864455245872,179.21456117307616,0.8354699746131105,0.5514223194748364,3200.0,30.0,2.0,5.0
1,774,782,,,11.161925601750546,11.266958424507658,624.0546482204331,64.74302930644623,0.10431784174453851,0.10503282275711179,3200.0,30.0,2.0,5.0
0,727,787,,,10.544857768052516,11.332603938730854,18914.24406398239,212.61050640254038,1.0815919747266571,0.7877461706783375,3200.0,45.0,2.0,5.0
1,791,797,,,11.385120350109409,11.463894967177243,584.2313278037489,59.46106615817183,0.11816439937506917,0.07877461706783428,3200.0,45.0,2.0,5.0
0,727,798,,,10.544857768052516,11.477024070021882,24314.889402298733,236.43855449241278,1.2827838469118014,0.9321663019693656,3200.0,60.0,2.0,5.0
0,728,815,,,10.557986870897155,11.700218818380744,30211.99396958374,262.8437369176992,1.5799945398181476,1.1422319474835891,3200.0,85.0,2.0,5.0
0,,,,,,,,,,,3200.0,5.0,0.25,10.0
0,,,,,,,,,,,3200.0,10.0,0.25,10.0
0,733,737,,,10.62363238512035,10.676148796498905,392.1738739570679,49.15590145821275,0.09671602923831979,0.052516411378555006,3200.0,30.0,0.25,10.0
0,729,749,,,10.571115973741794,10.833698030634572,1892.3917842168757,105.57780837579232,0.15839842877744714,0.2625820568927786,3200.0,45.0,0.25,10.0
0,731,751,,,10.597374179431071,10.859956236323852,2444.3220884515704,106.5444767639161,0.2300630014444056,0.26258205689278036,3200.0,60.0,0.25,10.0
0,730,749,,,10.584245076586432,10.833698030634572,2745.558623329368,108.01055137746539,0.21271508159675312,0.24945295404813983,3200.0,85.0,0.25,10.0
0,,,,,,,,,,,3200.0,5.0,0.5,10.0
0,,,,,,,,,,,3200.0,10.0,0.5,10.0
0,731,749,,,10.597374179431071,10.833698030634572,1951.5872935475331,101.79917187102437,0.17454305870929643,0.23632385120350108,3200.0,30.0,0.5,10.0
0,730,753,,,10.584245076586432,10.886214442013129,3929.616201926578,120.61356168598917,0.29245628969859494,0.3019693654266966,3200.0,45.0,0.5,10.0
0,730,758,,,10.584245076586432,10.951859956236323,5363.852195581568,134.4854836030625,0.3331386869207611,0.36761487964989037,3200.0,60.0,0.5,10.0
0,729,759,,,10.571115973741794,10.964989059080962,6427.500330428037,141.16619284865143,0.4278649422740257,0.39387308533916787,3200.0,85.0,0.5,10.0
0,732,736,,,10.61050328227571,10.663019693654267,459.79980917631786,49.78926704818984,0.11446780466555806,0.05251641137855678,3200.0,5.0,1.0,10.0
0,730,753,,,10.584245076586432,10.886214442013129,2312.890786494741,115.09026645285822,0.14909716039577536,0.3019693654266966,3200.0,10.0,1.0,10.0
