,istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,theta,a_input,inlc
2,789,792,,,11.358862144420131,11.398249452954047,234.34283220909853,41.989671602849114,0.07144973748969896,0.039387308533916254,3200.0,45.0,1.0,5.0
0,728,774,,,10.557986870897155,11.161925601750546,12811.519333696117,180.90568250865343,0.8220182726112903,0.6039387308533914,3200.0,59.99999999999999,1.0,5.0
1,779,782,,,11.227571115973742,11.266958424507658,295.7838120513686,42.6679481161306,0.0934258901619831,0.039387308533916254,3200.0,59.99999999999999,1.0,5.0
0,728,771,,,10.557986870897155,11.12253829321663,14333.82092950393,184.98825173770527,0.9133073126495532,0.5645514223194752,3200.0,85.0,1.0,5.0
1,779,782,,,11.227571115973742,11.266958424507658,292.90524735208294,42.43622954568031,0.09685304101817738,0.039387308533916254,3200.0,85.0,1.0,5.0
0,729,758,,,10.571115973741794,10.951859956236323,6099.288950347974,134.82085737767574,0.5190250781227399,0.3807439824945291,3200.0,5.0,2.0,5.0
1,763,766,,,11.017505470459518,11.056892778993435,232.69769365285487,41.91465484161789,0.07446722521192206,0.039387308533916254,3200.0,5.0,2.0,5.0
0,729,763,,,10.571115973741794,11.017505470459518,7880.2828668642605,148.7351425052937,0.5802464833748193,0.44638949671772465,3200.0,10.0,2.0,5.0
0,728,774,,,10.557986870897155,11.161925601750546,13979.258402080757,184.54578817230916,0.9134385963426306,0.6039387308533914,3200.0,29.999999999999996,2.0,5.0
0,727,789,,,10.544857768052516,11.358862144420131,20134.890383832775,217.49189247136937,1.2360626086039685,0.814004376367615,3200.0,45.0,2.0,5.0
1,793,798,,,11.411378555798686,11.477024070021882,419.73070406321784,54.46150792615775,0.07654128537678417,0.06564551422319553,3200.0,45.0,2.0,5.0
0,727,800,,,10.544857768052516,11.50328227571116,25427.850550134408,241.50120302145427,1.41890979374059,0.9584245076586431,3200.0,59.99999999999999,2.0,5.0
0,727,805,,,10.544857768052516,11.568927789934355,29062.478430880456,256.2976313917111,1.4974259324500578,1.0240700218818386,3200.0,85.0,2.0,5.0
0,,,,,,,,,,,3200.0,0.08726646259971647,0.25,0.08726646259971647
0,732,736,,,10.61050328227571,10.663019693654267,389.35359308220643,48.863521565102374,0.10428508621025867,0.05251641137855678,3200.0,10.0,0.25,10.0
0,731,742,,,10.597374179431071,10.741794310722101,1227.2705029889992,80.05089726474696,0.17551719606177296,0.14442013129102982,3200.0,29.999999999999996,0.25,10.0
0,731,746,,,10.597374179431071,10.794310722100656,2057.6931324326792,95.16647237003365,0.23972577363048808,0.19693654266958482,3200.0,45.0,0.25,10.0
0,731,743,,,10.597374179431071,10.75492341356674,2022.5500690075212,87.830645940011,0.23756069227427323,0.15754923413566857,3200.0,59.99999999999999,0.25,10.0
0,730,747,,,10.584245076586432,10.807439824945295,2586.0498104965463,101.92532486680842,0.2492408797860146,0.22319474835886233,3200.0,85.0,0.25,10.0
0,733,737,,,10.62363238512035,10.676148796498905,461.1189575070877,49.80721095368265,0.11575463865823354,0.052516411378555006,3200.0,5.0,0.5,10.0
0,733,739,,,10.62363238512035,10.702407002188183,852.937130165416,60.69357609038905,0.19109482689586188,0.07877461706783251,3200.0,10.0,0.5,10.0
0,730,744,,,10.584245076586432,10.768052516411379,2550.3168487557537,94.46519925631402,0.318729987520046,0.18380743982494607,3200.0,29.999999999999996,0.5,10.0
0,730,750,,,10.584245076586432,10.846827133479211,4176.073627738471,113.1708201154081,0.44705025061874615,0.2625820568927786,3200.0,45.0,0.5,10.0
1,759,763,,,10.964989059080962,11.017505470459518,393.20763563608205,49.208426819277925,0.09272661056670572,0.05251641137855678,3200.0,45.0,0.5,10.0
0,728,753,,,10.557986870897155,10.886214442013129,5348.853060738127,127.0811294700254,0.4513353108864977,0.3282275711159741,3200.0,59.99999999999999,0.5,10.0
0,730,769,,,10.584245076586432,11.096280087527353,7008.158049451974,148.31294878224782,0.4394778446860137,0.5120350109409202,3200.0,85.0,0.5,10.0
0,730,741,,,10.584245076586432,10.72866520787746,1890.9311949989785,82.3690253765783,0.27647191136340377,0.14442013129102804,3200.0,5.0,1.0,10.0
0,731,743,,,10.597374179431071,10.75492341356674,2491.224524078774,89.7341663111213,0.2838178527901407,0.15754923413566857,3200.0,10.0,1.0,10.0
0,729,764,,,10.571115973741794,11.030634573304157,7150.288145435105,144.61937094756115,0.5411366035847525,0.4595185995623634,3200.0,29.999999999999996,1.0,10.0
0,728,772,,,10.557986870897155,11.135667396061269,10626.193468466872,169.5825391185527,0.7347578462126947,0.577680525164114,3200.0,45.0,1.0,10.0
0,728,768,,,10.557986870897155,11.083150984682714,12335.225864646383,174.0806698070899,0.7921426312067168,0.5251641137855589,3200.0,59.99999999999999,1.0,10.0
1,772,778,,,11.135667396061269,11.214442013129103,542.2569510757959,59.64801908141451,0.09720533779472063,0.07877461706783428,3200.0,59.99999999999999,1.0,10.0
2,786,790,,,11.319474835886215,11.37199124726477,320.1197628108769,48.50234351972458,0.07643116252287174,0.052516411378555006,3200.0,59.99999999999999,1.0,10.0
0,728,785,,,10.557986870897155,11.306345733041574,15500.096093735794,197.2066382607747,0.9387898426653536,0.7483588621444195,3200.0,85.0,1.0,10.0
0,730,756,,,10.584245076586432,10.925601750547045,6109.584708652799,128.94154032001924,0.5854776762905569,0.34135667396061287,3200.0,5.0,2.0,10.0
1,761,769,,,10.99124726477024,11.096280087527353,693.5604882020493,68.2833870916146,0.10262652212535661,0.10503282275711179,3200.0,5.0,2.0,10.0
0,729,769,,,10.571115973741794,11.096280087527353,8566.263376879697,154.83172074212783,0.6518672986754463,0.5251641137855589,3200.0,10.0,2.0,10.0
0,729,774,,,10.571115973741794,11.161925601750546,14437.544457532935,185.60899981862622,0.9831088360556399,0.5908096280087527,3200.0,29.999999999999996,2.0,10.0
1,781,789,,,11.25382932166302,11.358862144420131,623.3244102257013,64.721438456139,0.11288256059554369,0.10503282275711179,3200.0,29.999999999999996,2.0,10.0
0,728,786,,,10.557986870897155,11.319474835886215,20223.762096862738,216.40440023620255,1.3565811048366263,0.76148796498906,3200.0,45.0,2.0,10.0
0,728,792,,,10.557986870897155,11.398249452954047,25129.82181535123,237.80978119460272,1.5487315470580447,0.8402625820568925,3200.0,59.99999999999999,2.0,10.0
1,799,805,,,11.49015317286652,11.568927789934355,546.3271946914441,59.71983389004227,0.09881758554503262,0.07877461706783428,3200.0,59.99999999999999,2.0,10.0
0,728,810,,,10.557986870897155,11.634573304157549,29584.42624712188,259.29687678709075,1.6095888388933761,1.0765864332603936,3200.0,85.0,2.0,10.0
0,731,737,,,10.597374179431071,10.676148796498905,721.6642107974548,60.64512031832872,0.1324095311639566,0.07877461706783428,3200.0,5.0,0.25,29.999999999999996
0,732,738,,,10.61050328227571,10.689277899343544,799.5808432208696,61.24479654431519,0.16167207190210942,0.07877461706783428,3200.0,10.0,0.25,29.999999999999996
0,731,739,,,10.597374179431071,10.702407002188183,1192.9995486626776,70.14101013311559,0.20588915954061338,0.10503282275711179,3200.0,29.999999999999996,0.25,29.999999999999996
0,731,742,,,10.597374179431071,10.741794310722101,1800.0273690008094,83.05856484400013,0.23108457499257318,0.14442013129102982,3200.0,45.0,0.25,29.999999999999996
0,730,742,,,10.584245076586432,10.741794310722101,1938.8541947727451,86.96989111767826,0.21433891275100847,0.15754923413566857,3200.0,59.99999999999999,0.25,29.999999999999996
0,731,746,,,10.597374179431071,10.794310722100656,2295.434209332215,96.80093136056816,0.21557233970801004,0.19693654266958482,3200.0,85.0,0.25,29.999999999999996
0,729,739,,,10.571115973741794,10.702407002188183,1789.7042403350158,79.97301822288439,0.2599234888180557,0.1312910284463893,3200.0,5.0,0.5,29.999999999999996
0,730,740,,,10.584245076586432,10.715536105032822,1907.780100449879,80.25147075552627,0.3101823376419468,0.1312910284463893,3200.0,10.0,0.5,29.999999999999996
0,730,743,,,10.584245076586432,10.75492341356674,3231.233302687804,96.01105955172036,0.44349995718612334,0.17067833698030732,3200.0,29.999999999999996,0.5,29.999999999999996
0,730,744,,,10.584245076586432,10.768052516411379,3794.6324305389703,101.0431290278379,0.4893347749450323,0.18380743982494607,3200.0,45.0,0.5,29.999999999999996
0,729,755,,,10.571115973741794,10.912472647702407,5340.358370785268,125.34305128684456,0.44476792240728624,0.34135667396061287,3200.0,59.99999999999999,0.5,29.999999999999996
0,729,756,,,10.571115973741794,10.925601750547045,5535.436045230718,130.4321977492126,0.42456134813979807,0.3544857768052516,3200.0,85.0,0.5,29.999999999999996
0,729,741,,,10.571115973741794,10.72866520787746,3551.9286386695626,95.1631578991966,0.5033236094375166,0.1575492341356668,3200.0,5.0,1.0,29.999999999999996
0,728,743,,,10.557986870897155,10.75492341356674,4195.977289378219,103.41196249533262,0.5781203369504031,0.19693654266958482,3200.0,10.0,1.0,29.999999999999996
0,728,744,,,10.557986870897155,10.768052516411379,6216.223850984746,117.96781885560864,0.8371821454203585,0.21006564551422358,3200.0,29.999999999999996,1.0,29.999999999999996
1,756,765,,,10.925601750547045,11.043763676148796,928.3938903529302,72.45968825776174,0.1334264641864351,0.11816192560175054,3200.0,29.999999999999996,1.0,29.999999999999996
0,728,770,,,10.557986870897155,11.109409190371991,10390.359779094439,163.11272354844985,0.8587434267978777,0.5514223194748364,3200.0,45.0,1.0,29.999999999999996
0,727,771,,,10.544857768052516,11.12253829321663,11884.049764112391,174.520462581562,0.820844312107474,0.577680525164114,3200.0,59.99999999999999,1.0,29.999999999999996
0,728,777,,,10.557986870897155,11.201312910284464,13320.864805053552,185.28520574033342,0.7968729145480227,0.6433260393873095,3200.0,85.0,1.0,29.999999999999996
0,728,745,,,10.557986870897155,10.781181619256017,7273.297069261987,124.80110898574355,0.930761011297621,0.22319474835886233,3200.0,5.0,2.0,29.999999999999996
1,754,769,,,10.899343544857768,11.096280087527353,1884.905547949787,96.16725993172977,0.1612157635916751,0.19693654266958482,3200.0,5.0,2.0,29.999999999999996
0,728,745,,,10.557986870897155,10.781181619256017,8104.1531660300525,130.17467550858817,0.9991258738627697,0.22319474835886233,3200.0,10.0,2.0,29.999999999999996
1,757,770,,,10.938730853391684,11.109409190371991,1827.7972212366274,90.71641583631306,0.17499578147320527,0.17067833698030732,3200.0,10.0,2.0,29.999999999999996
0,728,773,,,10.557986870897155,11.148796498905908,15326.16110308287,188.05289139506547,1.2819694840038731,0.5908096280087527,3200.0,29.999999999999996,2.0,29.999999999999996
1,788,796,,,11.345733041575492,11.450765864332604,728.5488616821643,68.55777486970868,0.09903126421722042,0.10503282275711179,3200.0,29.999999999999996,2.0,29.999999999999996
0,727,774,,,10.544857768052516,11.161925601750546,18688.987783198663,205.73352842114565,1.5001854042824476,0.6170678336980302,3200.0,45.0,2.0,29.999999999999996
1,786,799,,,11.319474835886215,11.49015317286652,1269.4670028792589,87.80207941924144,0.11101107641557406,0.17067833698030555,3200.0,45.0,2.0,29.999999999999996
0,728,778,,,10.557986870897155,11.214442013129103,21677.460213124486,219.44835863118584,1.5682558927558246,0.6564551422319482,3200.0,59.99999999999999,2.0,29.999999999999996
1,784,794,,,11.293216630196936,11.424507658643325,1059.8490684257617,77.54056048991612,0.1316225073336299,0.1312910284463893,3200.0,59.99999999999999,2.0,29.999999999999996
0,727,799,,,10.544857768052516,11.49015317286652,25239.522629017563,240.85006289163059,1.4657645868016913,0.9452954048140043,3200.0,85.0,2.0,29.999999999999996
0,731,738,,,10.597374179431071,10.689277899343544,1123.915062210553,66.67721471257114,0.19770977479517504,0.09190371991247304,3200.0,5.0,0.25,45.0
0,731,738,,,10.597374179431071,10.689277899343544,1196.485152295557,68.03509356662701,0.18948334171187575,0.09190371991247304,3200.0,10.0,0.25,45.0
0,730,740,,,10.584245076586432,10.715536105032822,1597.0020454140015,78.8106920054104,0.21082424210226192,0.1312910284463893,3200.0,29.999999999999996,0.25,45.0
0,729,741,,,10.571115973741794,10.72866520787746,1866.6490163418616,86.24455162569262,0.20775220045588272,0.1575492341356668,3200.0,45.0,0.25,45.0
0,731,740,,,10.597374179431071,10.715536105032822,1598.5703730164628,77.3452857876746,0.21711292178327413,0.11816192560175054,3200.0,59.99999999999999,0.25,45.0
0,730,742,,,10.584245076586432,10.741794310722101,1632.9258236728751,84.40751964021217,0.20473362705570386,0.15754923413566857,3200.0,85.0,0.25,45.0
0,731,739,,,10.597374179431071,10.702407002188183,2142.0258408014106,77.38455281864164,0.35877265862104846,0.10503282275711179,3200.0,5.0,0.5,45.0
0,729,740,,,10.571115973741794,10.715536105032822,2443.8596919099004,84.97214316002122,0.38751444653206835,0.14442013129102804,3200.0,10.0,0.5,45.0
0,729,741,,,10.571115973741794,10.72866520787746,3173.583860713586,93.68325939036336,0.4294591394860736,0.1575492341356668,3200.0,29.999999999999996,0.5,45.0
1,758,762,,,10.951859956236323,11.00437636761488,386.2727543486598,48.78122419997705,0.1016346192347104,0.05251641137855678,3200.0,29.999999999999996,0.5,45.0
0,728,742,,,10.557986870897155,10.741794310722101,3570.571919383106,99.85337319568161,0.4180693703374634,0.18380743982494607,3200.0,45.0,0.5,45.0
1,759,763,,,10.964989059080962,11.017505470459518,406.0481515922155,48.76073893473334,0.113057247092887,0.05251641137855678,3200.0,45.0,0.5,45.0
0,729,745,,,10.571115973741794,10.781181619256017,4059.859638981235,105.56787729248278,0.4997688013388446,0.21006564551422358,3200.0,59.99999999999999,0.5,45.0
1,755,758,,,10.912472647702407,10.951859956236323,232.3274174757928,41.96794219002834,0.07044654630863567,0.039387308533916254,3200.0,59.99999999999999,0.5,45.0
0,729,751,,,10.571115973741794,10.859956236323852,4202.627269247283,118.11687569576068,0.37379189635112553,0.28884026258205786,3200.0,85.0,0.5,45.0
0,729,741,,,10.571115973741794,10.72866520787746,4275.958399469522,99.60286670782536,0.6319106974985083,0.1575492341356668,3200.0,5.0,1.0,45.0
1,759,769,,,10.964989059080962,11.096280087527353,971.4035863725525,76.99481591990673,0.11290199717122174,0.13129102844639107,3200.0,5.0,1.0,45.0
0,729,741,,,10.571115973741794,10.72866520787746,4945.627934098283,104.46475332152713,0.7209819984487569,0.1575492341356668,3200.0,10.0,1.0,45.0
1,758,766,,,10.951859956236323,11.056892778993435,874.8054999525258,69.88049951528902,0.12590650958199623,0.10503282275711179,3200.0,10.0,1.0,45.0
0,728,743,,,10.557986870897155,10.75492341356674,6292.116708383672,117.1023643152656,0.8258340609213353,0.19693654266958482,3200.0,29.999999999999996,1.0,45.0
1,758,769,,,10.951859956236323,11.096280087527353,1360.414695034631,81.43849550751007,0.16355470949540485,0.14442013129102982,3200.0,29.999999999999996,1.0,45.0
0,728,746,,,10.557986870897155,10.794310722100656,7030.894196922452,124.4551673831668,0.8274510565714568,0.23632385120350108,3200.0,45.0,1.0,45.0
1,754,768,,,10.899343544857768,11.083150984682714,1792.404396636727,92.86597838856626,0.15763676518113434,0.18380743982494607,3200.0,45.0,1.0,45.0
0,728,747,,,10.557986870897155,10.807439824945295,7667.625189630255,129.70392645770787,0.8083098439200607,0.24945295404813983,3200.0,59.99999999999999,1.0,45.0
1,752,771,,,10.87308533916849,11.12253829321663,2147.371707456929,106.37438804934688,0.16965280364520652,0.24945295404813983,3200.0,59.99999999999999,1.0,45.0
0,728,771,,,10.557986870897155,11.12253829321663,10591.385059433916,168.6828001230138,0.6682518256961152,0.5645514223194752,3200.0,85.0,1.0,45.0
0,728,742,,,10.557986870897155,10.741794310722101,8201.050869378907,128.3429483683067,1.1149262784064384,0.18380743982494607,3200.0,5.0,2.0,45.0
1,756,770,,,10.925601750547045,11.109409190371991,2175.091414126771,94.94980815240653,0.19007978630448963,0.18380743982494607,3200.0,5.0,2.0,45.0
2,790,793,,,11.37199124726477,11.411378555798686,260.4785804915733,42.266313633910265,0.08005442629038906,0.039387308533916254,3200.0,5.0,2.0,45.0
0,728,742,,,10.557986870897155,10.741794310722101,8902.16015212206,133.0544874694314,1.2031410743316195,0.18380743982494607,3200.0,10.0,2.0,45.0
1,756,769,,,10.925601750547045,11.096280087527353,2303.6343192896543,93.36962895581169,0.2234356565547957,0.17067833698030732,3200.0,10.0,2.0,45.0
2,788,793,,,11.345733041575492,11.411378555798686,451.6754217295435,54.403551863853494,0.09563326904374891,0.06564551422319376,3200.0,10.0,2.0,45.0
0,728,746,,,10.557986870897155,10.794310722100656,12273.529755801084,156.4590155963094,1.5833348907649434,0.23632385120350108,3200.0,29.999999999999996,2.0,45.0
1,752,770,,,10.87308533916849,11.109409190371991,3412.7479669963996,110.62689023285112,0.22800969924671222,0.23632385120350108,3200.0,29.999999999999996,2.0,45.0
2,790,795,,,11.37199124726477,11.437636761487965,451.0358448670182,54.57446233265919,0.0922669004673049,0.06564551422319553,3200.0,29.999999999999996,2.0,45.0
0,728,775,,,10.557986870897155,11.175054704595185,17858.838933070463,201.2771691809589,1.60002498926923,0.6170678336980302,3200.0,45.0,2.0,45.0
1,788,796,,,11.345733041575492,11.450765864332604,853.5499186782159,69.71364391794657,0.11724674692217696,0.10503282275711179,3200.0,45.0,2.0,45.0
0,727,772,,,10.544857768052516,11.135667396061269,18684.817815778675,204.15645344753264,1.549565718217937,0.5908096280087527,3200.0,59.99999999999999,2.0,45.0
1,777,781,,,11.201312910284464,11.25382932166302,366.1235949332214,48.77922280122829,0.09551076176435913,0.052516411378555006,3200.0,59.99999999999999,2.0,45.0
2,789,796,,,11.358862144420131,11.450765864332604,718.7966166944883,64.58112202363576,0.12355856083391292,0.09190371991247304,3200.0,59.99999999999999,2.0,45.0
0,728,781,,,10.557986870897155,11.25382932166302,19438.938807196064,210.9290672910211,1.2173572988934724,0.6958424507658645,3200.0,85.0,2.0,45.0
0,730,739,,,10.584245076586432,10.702407002188183,1420.8593130794545,75.3407873247588,0.22201968553383788,0.11816192560175054,3200.0,5.0,0.25,59.99999999999999
0,730,738,,,10.584245076586432,10.689277899343544,1385.724312337058,72.23975010536047,0.22740143635976406,0.10503282275711179,3200.0,10.0,0.25,59.99999999999999
0,731,739,,,10.597374179431071,10.702407002188183,1511.8598344829618,73.58162313786971,0.22686176626013999,0.10503282275711179,3200.0,29.999999999999996,0.25,59.99999999999999
0,730,738,,,10.584245076586432,10.689277899343544,1370.760076050364,71.69371209667763,0.2311392283142768,0.10503282275711179,3200.0,45.0,0.25,59.99999999999999
0,732,741,,,10.61050328227571,10.72866520787746,1303.271163869549,73.93716263700838,0.23208866614917412,0.11816192560175054,3200.0,59.99999999999999,0.25,59.99999999999999
0,731,739,,,10.597374179431071,10.702407002188183,998.4596356678292,69.32936152607893,0.17736815807627804,0.10503282275711179,3200.0,85.0,0.25,59.99999999999999
0,729,739,,,10.571115973741794,10.702407002188183,2525.531854122004,83.46892212434695,0.4256565571025761,0.1312910284463893,3200.0,5.0,0.5,59.99999999999999
1,760,764,,,10.978118161925602,11.030634573304157,428.2027967234492,49.16873426432812,0.1176462026607108,0.052516411378555006,3200.0,5.0,0.5,59.99999999999999
0,730,740,,,10.584245076586432,10.715536105032822,2690.6003707617306,85.80203634095231,0.46086937295910335,0.1312910284463893,3200.0,10.0,0.5,59.99999999999999
1,761,764,,,10.99124726477024,11.030634573304157,237.43752151922166,42.018381491101856,0.07238214570583912,0.039387308533916254,3200.0,10.0,0.5,59.99999999999999
0,730,741,,,10.584245076586432,10.72866520787746,3092.964019035432,90.39465088903776,0.4653292107223419,0.14442013129102804,3200.0,29.999999999999996,0.5,59.99999999999999
1,759,765,,,10.964989059080962,11.043763676148796,568.536192210005,59.345294460407096,0.1101076155036198,0.07877461706783428,3200.0,29.999999999999996,0.5,59.99999999999999
0,730,741,,,10.584245076586432,10.72866520787746,3102.1770448126454,90.90121743543925,0.4302211946926018,0.14442013129102804,3200.0,45.0,0.5,59.99999999999999
1,760,765,,,10.978118161925602,11.043763676148796,458.6055467868004,54.333484415439955,0.10262796139469721,0.06564551422319376,3200.0,45.0,0.5,59.99999999999999
0,729,742,,,10.571115973741794,10.741794310722101,3078.2376592158685,94.65815066537847,0.37937710282769155,0.17067833698030732,3200.0,59.99999999999999,0.5,59.99999999999999
1,764,767,,,11.030634573304157,11.070021881838073,246.68829415192187,41.96221804344798,0.08341991552677963,0.039387308533916254,3200.0,59.99999999999999,0.5,59.99999999999999
0,729,748,,,10.571115973741794,10.820568927789934,2896.639104404627,106.81936420296658,0.2991363808502885,0.24945295404813983,3200.0,85.0,0.5,59.99999999999999
0,729,741,,,10.571115973741794,10.72866520787746,4963.659863009616,103.84930414145117,0.7719035344658332,0.1575492341356668,3200.0,5.0,1.0,59.99999999999999
1,757,769,,,10.938730853391684,11.096280087527353,1315.261182818077,84.3814910197658,0.13252511419144852,0.15754923413566857,3200.0,5.0,1.0,59.99999999999999
0,729,741,,,10.571115973741794,10.72866520787746,5282.135050000257,106.84627527004488,0.7734321306469891,0.1575492341356668,3200.0,10.0,1.0,59.99999999999999
1,757,767,,,10.938730853391684,11.070021881838073,1186.8781348373277,79.01442678746801,0.11493196907484848,0.1312910284463893,3200.0,10.0,1.0,59.99999999999999
0,728,742,,,10.557986870897155,10.741794310722101,6173.8231743395045,114.78832240791091,0.845952963088761,0.18380743982494607,3200.0,29.999999999999996,1.0,59.99999999999999
1,756,769,,,10.925601750547045,11.096280087527353,1367.0156245171079,87.27660634254522,0.13640793072805257,0.17067833698030732,3200.0,29.999999999999996,1.0,59.99999999999999
0,729,742,,,10.571115973741794,10.741794310722101,6056.953507464168,113.28077823227945,0.825896736164166,0.17067833698030732,3200.0,45.0,1.0,59.99999999999999
1,756,770,,,10.925601750547045,11.109409190371991,1700.822537048804,92.27824836811223,0.1532466482368986,0.18380743982494607,3200.0,45.0,1.0,59.99999999999999
0,728,744,,,10.557986870897155,10.768052516411379,6101.742751904458,117.1957497348702,0.788527736867427,0.21006564551422358,3200.0,59.99999999999999,1.0,59.99999999999999
1,756,768,,,10.925601750547045,11.083150984682714,1337.413861246101,85.03993402020198,0.1290884570370161,0.15754923413566857,3200.0,59.99999999999999,1.0,59.99999999999999
0,729,757,,,10.571115973741794,10.938730853391684,6339.065822572314,134.56753704235487,0.4906829831719184,0.36761487964989037,3200.0,85.0,1.0,59.99999999999999
1,761,769,,,10.99124726477024,11.096280087527353,666.8029433082432,65.48577444341022,0.1023313067930951,0.10503282275711179,3200.0,85.0,1.0,59.99999999999999
0,727,742,,,10.544857768052516,10.741794310722101,9413.206304030979,136.4266113457245,1.290726000987958,0.19693654266958482,3200.0,5.0,2.0,59.99999999999999
1,755,770,,,10.912472647702407,11.109409190371991,2524.9344300894613,98.75545172905449,0.20209110781293416,0.19693654266958482,3200.0,5.0,2.0,59.99999999999999
0,728,742,,,10.557986870897155,10.741794310722101,10305.681149336904,141.93020389180964,1.452348068115319,0.18380743982494607,3200.0,10.0,2.0,59.99999999999999
1,754,770,,,10.899343544857768,11.109409190371991,2628.3613275031394,100.98027448609076,0.21338160851463606,0.21006564551422358,3200.0,10.0,2.0,59.99999999999999
2,789,798,,,11.358862144420131,11.477024070021882,911.5731640313146,73.72735722021687,0.11315390082341947,0.11816192560175054,3200.0,10.0,2.0,59.99999999999999
0,728,745,,,10.557986870897155,10.781181619256017,11325.836575299216,150.05964765101987,1.591189332069677,0.22319474835886233,3200.0,29.999999999999996,2.0,59.99999999999999
1,755,771,,,10.912472647702407,11.12253829321663,3046.18222973922,103.56791594993906,0.25147288893639286,0.21006564551422358,3200.0,29.999999999999996,2.0,59.99999999999999
2,789,795,,,11.358862144420131,11.437636761487965,548.392321211141,59.04417626601745,0.11009623494358078,0.07877461706783428,3200.0,29.999999999999996,2.0,59.99999999999999
0,728,747,,,10.557986870897155,10.807439824945295,11742.713131454098,153.4700344765397,1.417586465334721,0.24945295404813983,3200.0,45.0,2.0,59.99999999999999
1,753,771,,,10.886214442013129,11.12253829321663,3128.8285584510472,108.48126447595091,0.2196093531518717,0.23632385120350108,3200.0,45.0,2.0,59.99999999999999
2,790,798,,,11.37199124726477,11.477024070021882,765.6300573237188,68.80085134170373,0.10892827717660225,0.10503282275711179,3200.0,45.0,2.0,59.99999999999999
0,728,771,,,10.557986870897155,11.12253829321663,15414.472092187665,187.94116336633988,1.304315715988722,0.5645514223194752,3200.0,59.99999999999999,2.0,59.99999999999999
1,789,794,,,11.358862144420131,11.424507658643325,488.4774340347143,54.67673245456526,0.11097233902225745,0.06564551422319376,3200.0,59.99999999999999,2.0,59.99999999999999
0,728,772,,,10.557986870897155,11.135667396061269,14033.92902434347,183.82459874244236,0.9286254427810938,0.577680525164114,3200.0,85.0,2.0,59.99999999999999
1,786,789,,,11.319474835886215,11.358862144420131,290.45919924807674,42.08185873355165,0.10892138060061773,0.039387308533916254,3200.0,85.0,2.0,59.99999999999999
0,731,738,,,10.597374179431071,10.689277899343544,1379.5417048982351,68.97498051851865,0.24666712823379866,0.09190371991247304,3200.0,5.0,0.25,85.0
0,730,738,,,10.584245076586432,10.689277899343544,1380.267160690234,71.21256317280215,0.25154350271951853,0.10503282275711179,3200.0,10.0,0.25,85.0
