a_input,ampl_rec,cstart,cstop,dur,ed_rec,ed_rec_err,inlc,istart,istop,phi0,theta,total_n_valid_data_points,tstart,tstop,Protratio
0.5,0.18563070802222037,,,0.19693654266958305,2201.5249225909647,48.10859568601764,81.0,734.0,749.0,5.4,45.0,3200.0,10.63676148796499,10.833698030634572,0.4923413566739576
0.5,0.1751135053009507,,,0.2100656455142218,2025.184924457075,47.49325292037633,86.00000000000001,734.0,750.0,5.4,45.0,3200.0,10.63676148796499,10.846827133479211,0.5251641137855545
1.0,0.6346399368292301,,,0.9321663019693656,11873.762556495638,94.86474030419478,1.0,727.0,798.0,7.4,45.0,3200.0,10.544857768052516,11.477024070021882,2.330415754923414
1.0,0.7176524504317172,,,0.9452954048140043,11917.413837560476,94.44469770686915,6.0,727.0,799.0,3.4,45.0,3200.0,10.544857768052516,11.49015317286652,2.363238512035011
1.0,0.4352366470343114,,,0.86652078774617,9234.514146479944,91.92472326509012,24.0,727.0,793.0,1.4,45.0,3200.0,10.544857768052516,11.411378555798686,2.166301969365425
1.0,0.8876180646137093,,,0.6170678336980302,10148.403849549022,81.10541597879829,39.0,727.0,774.0,3.4,45.0,3200.0,10.544857768052516,11.161925601750546,1.5426695842450755
1.0,0.20780661831351455,,,0.4595185995623634,4313.041813965578,68.85914714121968,56.0,727.0,762.0,1.4,45.0,3200.0,10.544857768052516,11.00437636761488,1.1487964989059085
1.0,0.39314600220482543,,,0.26258205689278036,5367.0164258880295,59.70729573856262,70.0,732.0,752.0,5.4,45.0,3200.0,10.61050328227571,10.87308533916849,0.6564551422319509
1.0,0.2782142619331618,,,0.23632385120350108,3487.1871894489027,53.575416126142635,81.0,735.0,753.0,-0.4,45.0,3200.0,10.649890590809628,10.886214442013129,0.5908096280087527
1.0,0.3203871099326021,,,0.24945295404813983,3880.0716057138998,54.07447328730218,86.00000000000001,733.0,752.0,5.4,45.0,3200.0,10.62363238512035,10.87308533916849,0.6236323851203496
2.0,1.1171231329936395,,,1.1947483588621441,21174.706707123907,115.43531833239611,1.0,727.0,818.0,7.4,45.0,3200.0,10.544857768052516,11.73960612691466,2.9868708971553604
2.0,1.0525807232002218,,,1.2210065645514216,21043.34831760886,115.79397307411213,6.0,726.0,819.0,1.4,45.0,3200.0,10.531728665207877,11.752735229759299,3.052516411378554
2.0,1.0094256672556767,,,1.1159737417943099,20909.358844101807,112.79180750559505,24.0,727.0,812.0,5.4,45.0,3200.0,10.544857768052516,11.660831509846826,2.7899343544857746
2.0,1.5447387383499418,,,1.0109409190371998,20488.181369269365,111.544935251499,39.0,727.0,804.0,3.4,45.0,3200.0,10.544857768052516,11.555798687089716,2.5273522975929996
2.0,0.6317701460877865,,,0.7352297592997825,13774.569395806588,92.70434165823208,56.0,730.0,786.0,-0.4,45.0,3200.0,10.584245076586432,11.319474835886215,1.8380743982494563
2.0,1.4154028258346618,,,0.6170678336980302,13881.330719452591,89.39218248338273,70.0,727.0,774.0,3.4,45.0,3200.0,10.544857768052516,11.161925601750546,1.5426695842450755
2.0,0.4993259560378751,,,0.31509846827133536,7365.2698329818395,66.9272701911428,81.0,731.0,755.0,-0.4,45.0,3200.0,10.597374179431071,10.912472647702407,0.7877461706783384
2.0,0.4648127907376194,,,0.3019693654266966,6536.177014111811,64.22987938241907,86.00000000000001,732.0,755.0,-0.4,45.0,3200.0,10.61050328227571,10.912472647702407,0.7549234135667415
0.25,0.23242123316769248,,,0.4595185995623634,3112.029294573339,64.03477028803154,1.0,729.0,764.0,5.4,59.99999999999999,3200.0,10.571115973741794,11.030634573304157,1.1487964989059085
0.25,0.2285334129918808,,,0.44638949671772465,3320.993462874036,64.57274954774236,6.0,729.0,763.0,3.4,59.99999999999999,3200.0,10.571115973741794,11.017505470459518,1.1159737417943116
0.25,0.23249974412442187,,,0.49890590809627966,3304.107148930983,64.5075595544814,24.0,729.0,767.0,3.4,59.99999999999999,3200.0,10.571115973741794,11.070021881838073,1.2472647702406991
0.25,0.12143775099850629,,,0.44638949671772465,2092.5450117746605,65.81325107514797,39.0,729.0,763.0,1.4,59.99999999999999,3200.0,10.571115973741794,11.017505470459518,1.1159737417943116
0.25,0.10494160976324163,,,0.27571115973741733,1539.6125307470265,52.90218873840142,56.0,733.0,754.0,-0.4,59.99999999999999,3200.0,10.62363238512035,10.899343544857768,0.6892778993435433
0.25,0.11423623089441981,,,0.1838074398249443,1121.7666692356602,44.142615286440204,70.0,734.0,748.0,5.4,59.99999999999999,3200.0,10.63676148796499,10.820568927789934,0.45951859956236074
0.25,0.0867338667544153,,,0.1838074398249443,918.6968149369811,43.78870027235126,81.0,734.0,748.0,5.4,59.99999999999999,3200.0,10.63676148796499,10.820568927789934,0.45951859956236074
0.25,0.060565565831333545,,,0.1575492341356668,554.8326300592555,39.77553673184872,86.00000000000001,738.0,750.0,-0.4,59.99999999999999,3200.0,10.689277899343544,10.846827133479211,0.393873085339167
0.5,0.4086814734223856,,,0.7746170678336988,7305.444688152436,83.07063450613917,1.0,728.0,787.0,1.4,59.99999999999999,3200.0,10.557986870897155,11.332603938730854,1.936542669584247
0.5,0.3906859542554926,,,0.7483588621444195,7107.519962304699,82.09200534477631,6.0,728.0,785.0,7.4,59.99999999999999,3200.0,10.557986870897155,11.306345733041574,1.8708971553610487
0.5,0.3526002280501652,,,0.7089715536105032,6751.449087944826,79.89131995606893,24.0,728.0,782.0,5.4,59.99999999999999,3200.0,10.557986870897155,11.266958424507658,1.772428884026258
0.5,0.47059631481466213,,,0.6039387308533914,6002.879497484646,72.29853979304234,39.0,729.0,775.0,3.4,59.99999999999999,3200.0,10.571115973741794,11.175054704595185,1.5098468271334786
0.5,0.1160104350794835,,,0.44638949671772465,2691.988948107892,67.22660846938604,56.0,729.0,763.0,1.4,59.99999999999999,3200.0,10.571115973741794,11.017505470459518,1.1159737417943116
0.5,0.178731799268524,,,0.2494529540481416,2496.3719566864775,51.98857729272928,70.0,732.0,751.0,5.4,59.99999999999999,3200.0,10.61050328227571,10.859956236323852,0.623632385120354
0.5,0.15824244159575995,,,0.2100656455142218,1736.007918967679,47.39927026373581,81.0,734.0,750.0,5.4,59.99999999999999,3200.0,10.63676148796499,10.846827133479211,0.5251641137855545
0.5,0.13332979514232868,,,0.2100656455142218,1574.6770213064908,47.466067965988664,86.00000000000001,733.0,749.0,5.4,59.99999999999999,3200.0,10.62363238512035,10.833698030634572,0.5251641137855545
1.0,0.7777646545893875,,,1.0371991247264774,14828.680944702732,102.1800319368848,1.0,727.0,806.0,7.4,59.99999999999999,3200.0,10.544857768052516,11.582056892778994,2.5929978118161934
1.0,0.7653560741361951,,,1.010940919037198,14656.381104167433,100.74622623569331,6.0,726.0,803.0,5.4,59.99999999999999,3200.0,10.531728665207877,11.542669584245075,2.527352297592995
1.0,0.7100505734876434,,,1.0109409190371998,13632.604846202523,97.67662594845036,24.0,727.0,804.0,5.4,59.99999999999999,3200.0,10.544857768052516,11.555798687089716,2.5273522975929996
1.0,0.42039119392943447,,,0.9059080962800881,9895.194594099345,94.53368102726877,39.0,726.0,795.0,1.4,59.99999999999999,3200.0,10.531728665207877,11.437636761487965,2.26477024070022
1.0,0.7860808207878607,,,0.5908096280087527,8943.517577851131,77.38940985474967,56.0,728.0,773.0,3.4,59.99999999999999,3200.0,10.557986870897155,11.148796498905908,1.4770240700218817
1.0,0.15213469703517668,,,0.4595185995623634,3576.2135216264305,68.98433939469292,70.0,728.0,763.0,1.4,59.99999999999999,3200.0,10.557986870897155,11.017505470459518,1.1487964989059085
1.0,0.23218478860838965,,,0.2625820568927786,3134.8848805724733,54.443307481177946,81.0,734.0,754.0,-0.4,59.99999999999999,3200.0,10.63676148796499,10.899343544857768,0.6564551422319465
1.0,0.20066529754952533,,,0.24945295404813983,2555.1255512493535,52.19397215417311,86.00000000000001,735.0,754.0,-0.4,59.99999999999999,3200.0,10.649890590809628,10.899343544857768,0.6236323851203496
2.0,1.3895434589889502,,,1.352297592997811,26810.251115998428,126.92937581174523,1.0,726.0,829.0,5.4,59.99999999999999,3200.0,10.531728665207877,11.884026258205688,3.3807439824945273
2.0,1.2868297430204332,,,1.3260393873085334,26336.480250708213,125.38686388000454,6.0,727.0,828.0,-0.4,59.99999999999999,3200.0,10.544857768052516,11.87089715536105,3.3150984682713336
2.0,1.592539999645259,,,1.3260393873085334,25931.359618080205,125.91408614983341,24.0,726.0,827.0,3.4,59.99999999999999,3200.0,10.531728665207877,11.85776805251641,3.3150984682713336
2.0,0.863197281987572,,,1.1159737417943116,20512.280817016635,112.46081399100663,39.0,728.0,813.0,-0.4,59.99999999999999,3200.0,10.557986870897155,11.673960612691467,2.789934354485779
2.0,1.3926106274262287,,,0.9978118161925593,18577.54580473781,107.30864710125567,56.0,727.0,803.0,3.4,59.99999999999999,3200.0,10.544857768052516,11.542669584245075,2.4945295404813983
2.0,0.350059245857941,,,0.86652078774617,9584.501871844848,93.10116500942927,70.0,726.0,792.0,1.4,59.99999999999999,3200.0,10.531728665207877,11.398249452954047,2.166301969365425
2.0,0.49899608770338877,,,0.6827133479212257,9669.786995266499,81.29728079065009,81.0,730.0,782.0,5.4,59.99999999999999,3200.0,10.584245076586432,11.266958424507658,1.7067833698030643
2.0,0.9199027775837554,,,0.577680525164114,9503.667688903739,77.66314439039601,86.00000000000001,728.0,772.0,3.4,59.99999999999999,3200.0,10.557986870897155,11.135667396061269,1.4442013129102849
0.25,0.24077461968759595,,,0.5251641137855589,3614.0402034420795,67.60427332492819,1.0,728.0,768.0,5.4,70.0,3200.0,10.557986870897155,11.083150984682714,1.3129102844638973
0.25,0.2250917768096321,,,0.47264770240700216,3315.413321226106,65.52353525660321,6.0,728.0,764.0,7.4,70.0,3200.0,10.557986870897155,11.030634573304157,1.1816192560175054
0.25,0.22982462051888142,,,0.4070021881838066,3117.0848774828664,60.82732846636621,24.0,728.0,759.0,3.4,70.0,3200.0,10.557986870897155,10.964989059080962,1.0175054704595166
0.25,0.13917485111641215,,,0.39387308533916787,2273.829475447731,62.30218312026041,39.0,729.0,759.0,1.4,70.0,3200.0,10.571115973741794,10.964989059080962,0.9846827133479197
0.25,0.08376264001612777,,,0.34135667396061287,1331.6714750175913,58.255542650154844,56.0,731.0,757.0,1.4,70.0,3200.0,10.597374179431071,10.938730853391684,0.8533916849015322
0.25,0.09400998683073758,,,0.21006564551422358,1197.0089046729809,47.21098079681915,70.0,732.0,748.0,5.4,70.0,3200.0,10.61050328227571,10.820568927789934,0.5251641137855589
0.25,0.05406801948866646,,,0.11816192560175054,438.52562839185026,34.872721507649146,81.0,737.0,746.0,-0.4,70.0,3200.0,10.676148796498905,10.794310722100656,0.29540481400437635
0.25,0.10270051705047312,,,0.11816192560175054,631.4969757871937,34.580166287066035,86.00000000000001,731.0,740.0,3.4,70.0,3200.0,10.597374179431071,10.715536105032822,0.29540481400437635
0.5,0.45274020664700454,,,0.7877461706783375,7764.21976270629,83.58012696814951,1.0,728.0,788.0,7.4,70.0,3200.0,10.557986870897155,11.345733041575492,1.9693654266958438
0.5,0.4120860580802965,,,0.76148796498906,7618.3518875564005,83.79451049501132,6.0,728.0,786.0,7.4,70.0,3200.0,10.557986870897155,11.319474835886215,1.90371991247265
0.5,0.3931581420834771,,,0.76148796498906,7296.812374186176,81.12504190817113,24.0,729.0,787.0,5.4,70.0,3200.0,10.571115973741794,11.332603938730854,1.90371991247265
0.5,0.34182944313695196,,,0.669584245076587,6116.55146747678,76.22787254038566,39.0,729.0,780.0,5.4,70.0,3200.0,10.571115973741794,11.24070021881838,1.6739606126914675
0.5,0.12332418204399676,,,0.42013129102844715,3068.460035172883,67.87415278812492,56.0,728.0,760.0,7.4,70.0,3200.0,10.557986870897155,10.978118161925602,1.0503282275711179
0.5,0.0806372529660857,,,0.36761487964989037,1710.9211943307296,61.1978838986576,70.0,729.0,757.0,7.4,70.0,3200.0,10.571115973741794,10.938730853391684,0.9190371991247259
0.5,0.09451855004630638,,,0.21006564551422358,1238.133972047664,47.330577190183824,81.0,735.0,751.0,-0.4,70.0,3200.0,10.649890590809628,10.859956236323852,0.5251641137855589
0.5,0.08792185790645202,,,0.1838074398249443,983.3363710382268,43.994240233294455,86.00000000000001,735.0,749.0,-0.4,70.0,3200.0,10.649890590809628,10.833698030634572,0.45951859956236074
1.0,0.8586712779658958,,,1.102844638949671,16240.747802047592,105.3054609641989,1.0,727.0,811.0,3.4,70.0,3200.0,10.544857768052516,11.647702407002187,2.7571115973741778
1.0,0.8723188887732454,,,1.0765864332603936,15878.050192284756,104.36691239039344,6.0,727.0,809.0,5.4,70.0,3200.0,10.544857768052516,11.62144420131291,2.691466083150984
1.0,0.7778996842123465,,,1.0765864332603936,15062.289485270285,101.95325052820345,24.0,727.0,809.0,5.4,70.0,3200.0,10.544857768052516,11.62144420131291,2.691466083150984
1.0,0.8261635170732475,,,0.9715536105032818,13046.19217312182,96.05419551300007,39.0,727.0,801.0,3.4,70.0,3200.0,10.544857768052516,11.516411378555798,2.4288840262582045
1.0,0.343562972503056,,,0.6827133479212257,8081.958222783157,81.17366257419741,56.0,729.0,781.0,-0.4,70.0,3200.0,10.571115973741794,11.25382932166302,1.7067833698030643
1.0,0.18129980926974065,,,0.4595185995623634,3888.5337410883053,70.73856144030049,70.0,729.0,764.0,1.4,70.0,3200.0,10.571115973741794,11.030634573304157,1.1487964989059085
1.0,0.11808046954790963,,,0.4332603938730859,2393.863895245921,66.01593578677623,81.0,728.0,761.0,7.4,70.0,3200.0,10.557986870897155,10.99124726477024,1.0831509846827148
1.0,0.1612787811585299,,,0.2888402625820561,2446.8944315126582,55.41693258934591,86.00000000000001,733.0,755.0,-0.4,70.0,3200.0,10.62363238512035,10.912472647702407,0.7221006564551402
2.0,1.452189036237507,,,1.299781181619256,28960.581728498342,130.5097779244331,1.0,727.0,826.0,7.4,70.0,3200.0,10.544857768052516,11.844638949671772,3.24945295404814
2.0,1.4440806933149313,,,1.3391684901531722,28672.271291611913,129.77291429086424,6.0,726.0,828.0,-0.4,70.0,3200.0,10.531728665207877,11.87089715536105,3.3479212253829305
2.0,1.2222589820238507,,,1.3260393873085334,25236.552193072446,124.06627570085814,24.0,726.0,827.0,1.4,70.0,3200.0,10.531728665207877,11.85776805251641,3.3150984682713336
2.0,0.9344810769381497,,,1.2341356673960604,20702.972925568498,115.96281586860955,39.0,727.0,821.0,1.4,70.0,3200.0,10.544857768052516,11.778993435448577,3.085339168490151
2.0,0.7133221021896263,,,1.1291028446389504,16946.387107434668,105.94145971801059,56.0,728.0,814.0,-0.4,70.0,3200.0,10.557986870897155,11.687089715536105,2.822757111597376
2.0,0.38956352313015974,,,0.86652078774617,10387.933705356127,94.59715063187865,70.0,727.0,793.0,7.4,70.0,3200.0,10.544857768052516,11.411378555798686,2.166301969365425
2.0,0.4917006646600992,,,0.6827133479212257,9242.471714126988,81.83566249160037,81.0,730.0,782.0,5.4,70.0,3200.0,10.584245076586432,11.266958424507658,1.7067833698030643
2.0,0.3999102438848434,,,0.6433260393873095,7869.408210276815,77.84532683657821,86.00000000000001,730.0,779.0,5.4,70.0,3200.0,10.584245076586432,11.227571115973742,1.6083150984682737
0.25,0.22909696938193025,,,0.4595185995623634,3513.637239644691,65.44861592260926,1.0,729.0,764.0,1.4,85.0,3200.0,10.571115973741794,11.030634573304157,1.1487964989059085
0.25,0.25062638368659274,,,0.44638949671772465,3672.83833670695,65.76400932139993,6.0,729.0,763.0,5.4,85.0,3200.0,10.571115973741794,11.017505470459518,1.1159737417943116
0.25,0.2123298440792336,,,0.4857768052516409,3473.7112379714495,66.66008303030151,24.0,728.0,765.0,5.4,85.0,3200.0,10.557986870897155,11.043763676148796,1.2144420131291023
0.25,0.18282888457069313,,,0.39387308533916787,2675.09100114892,61.676061962226946,39.0,729.0,759.0,1.4,85.0,3200.0,10.571115973741794,10.964989059080962,0.9846827133479197
0.25,0.1334183623169949,,,0.31509846827133536,1688.8677831139207,54.504162939886314,56.0,728.0,752.0,1.4,85.0,3200.0,10.557986870897155,10.87308533916849,0.7877461706783384
0.25,0.09098446531168336,,,0.19693654266958482,949.3654976902711,44.72242238399776,70.0,731.0,746.0,5.4,85.0,3200.0,10.597374179431071,10.794310722100656,0.49234135667396206
0.25,0.052716706024576565,,,0.11816192560175054,399.5288997760211,34.58515826317491,81.0,733.0,742.0,5.4,85.0,3200.0,10.62363238512035,10.741794310722101,0.29540481400437635
0.25,0.05008476685742669,,,0.052516411378555006,191.30836870960673,23.5247955442146,86.00000000000001,733.0,737.0,3.4,85.0,3200.0,10.62363238512035,10.676148796498905,0.13129102844638751
0.5,0.5007008609676737,,,0.8008752735229763,8534.281950597608,85.44795087510293,1.0,728.0,789.0,1.4,85.0,3200.0,10.557986870897155,11.358862144420131,2.0021881838074407
0.5,0.47786827640247753,,,0.8533916849015313,8587.596142863184,86.49776379821192,6.0,727.0,792.0,7.4,85.0,3200.0,10.544857768052516,11.398249452954047,2.133479212253828
0.5,0.4173682481200627,,,0.7352297592997807,7273.54571295518,80.94798258486654,24.0,728.0,784.0,7.4,85.0,3200.0,10.557986870897155,11.293216630196936,1.8380743982494518
0.5,0.344847887209653,,,0.669584245076587,6117.60547522154,78.08245776551188,39.0,728.0,779.0,7.4,85.0,3200.0,10.557986870897155,11.227571115973742,1.6739606126914675
0.5,0.28461992488454,,,0.49890590809627966,4213.344807987474,67.26242529569623,56.0,729.0,767.0,3.4,85.0,3200.0,10.571115973741794,11.070021881838073,1.2472647702406991
0.5,0.12052349505133919,,,0.36761487964989037,2078.619026675391,60.61418649522006,70.0,728.0,756.0,7.4,85.0,3200.0,10.557986870897155,10.925601750547045,0.9190371991247259
0.5,0.08733467970970188,,,0.2757111597374191,1196.2390202003817,52.01698763303701,81.0,731.0,752.0,5.4,85.0,3200.0,10.597374179431071,10.87308533916849,0.6892778993435478
0.5,0.06428113922234346,,,0.1838074398249443,754.6742615206967,43.79333302371864,86.00000000000001,733.0,747.0,5.4,85.0,3200.0,10.62363238512035,10.807439824945295,0.45951859956236074
1.0,0.9156068601047773,,,1.050328227571116,17091.526015967742,106.28919858438891,1.0,727.0,807.0,7.4,85.0,3200.0,10.544857768052516,11.595185995623632,2.6258205689277903
1.0,0.8949459175432133,,,1.102844638949671,17167.187103295822,107.26162891798764,6.0,727.0,811.0,-0.4,85.0,3200.0,10.544857768052516,11.647702407002187,2.7571115973741778
1.0,0.7867123540279664,,,1.102844638949671,15389.131500440371,104.03519672687064,24.0,728.0,812.0,7.4,85.0,3200.0,10.557986870897155,11.660831509846826,2.7571115973741778
1.0,0.7764861881518665,,,0.9452954048140043,13116.989274426816,96.78594258223067,39.0,727.0,799.0,3.4,85.0,3200.0,10.544857768052516,11.49015317286652,2.363238512035011
1.0,0.46189656881636676,,,0.8271334792122538,8749.561233666436,87.67042957968548,56.0,728.0,791.0,7.4,85.0,3200.0,10.557986870897155,11.385120350109409,2.0678336980306344
1.0,0.316730716247438,,,0.6301969365426707,5555.120451978449,74.59445728889312,70.0,729.0,777.0,5.4,85.0,3200.0,10.571115973741794,11.201312910284464,1.5754923413566768
1.0,0.24755723477071778,,,0.4595185995623634,3227.458452278027,61.82314479479324,81.0,729.0,764.0,3.4,85.0,3200.0,10.571115973741794,11.030634573304157,1.1487964989059085
1.0,0.11635048543903803,,,0.39387308533916787,1961.9728203108323,61.8385497562783,86.00000000000001,729.0,759.0,1.4,85.0,3200.0,10.571115973741794,10.964989059080962,0.9846827133479197
2.0,1.5535668717762738,,,1.4179431072210065,31109.102575962996,135.18144172579923,1.0,726.0,834.0,-0.4,85.0,3200.0,10.531728665207877,11.949671772428884,3.544857768052516
2.0,1.5391560658553822,,,1.3654266958424515,30305.93153465748,132.96800233415595,6.0,727.0,831.0,1.4,85.0,3200.0,10.544857768052516,11.910284463894968,3.4135667396061287
2.0,1.4012583316737022,,,1.3129102844638947,27532.964546383315,127.83345624387172,24.0,726.0,826.0,1.4,85.0,3200.0,10.531728665207877,11.844638949671772,3.2822757111597367
2.0,1.1492944080471896,,,1.299781181619256,23202.949918947073,120.05791992440338,39.0,727.0,826.0,1.4,85.0,3200.0,10.544857768052516,11.844638949671772,3.24945295404814
2.0,0.8380772207549794,,,1.1291028446389504,17461.328646520837,107.79021472588103,56.0,728.0,814.0,-0.4,85.0,3200.0,10.557986870897155,11.687089715536105,2.822757111597376
2.0,0.6229407643440867,,,0.9321663019693656,12215.356683012096,95.11273772173753,70.0,727.0,798.0,-0.4,85.0,3200.0,10.544857768052516,11.477024070021882,2.330415754923414
2.0,0.43771901313892414,,,0.8402625820568925,8392.838909049622,87.44473785853974,81.0,727.0,791.0,7.4,85.0,3200.0,10.544857768052516,11.385120350109409,2.1006564551422313
2.0,0.3811861200133104,,,0.8402625820568925,7147.965817928209,85.44403930798951,86.00000000000001,728.0,792.0,1.4,85.0,3200.0,10.557986870897155,11.398249452954047,2.1006564551422313
0.25,0.2461239308985821,,,0.5251641137855589,3768.6592395790553,68.1105313512692,1.0,729.0,769.0,7.4,99.00000000000001,3200.0,10.571115973741794,11.096280087527353,1.3129102844638973
0.25,0.234106636574948,,,0.5251641137855589,3783.487666147633,68.69109082999138,6.0,728.0,768.0,-0.4,99.00000000000001,3200.0,10.557986870897155,11.083150984682714,1.3129102844638973
0.25,0.21555794093806502,,,0.44638949671772465,3227.154609167232,62.9506735663896,24.0,729.0,763.0,7.4,99.00000000000001,3200.0,10.571115973741794,11.017505470459518,1.1159737417943116
0.25,0.18440898244680093,,,0.42013129102844715,2674.388386297519,62.399134289312414,39.0,729.0,761.0,5.4,99.00000000000001,3200.0,10.571115973741794,10.99124726477024,1.0503282275711179
0.25,0.1370264867703055,,,0.4070021881838084,2037.9981284748562,61.77764261695913,56.0,729.0,760.0,5.4,99.00000000000001,3200.0,10.571115973741794,10.978118161925602,1.017505470459521
0.25,0.1097315294566712,,,0.18380743982494607,1037.144551649396,43.341890198713564,70.0,731.0,745.0,1.4,99.00000000000001,3200.0,10.597374179431071,10.781181619256017,0.4595185995623652
0.25,0.08540042338935194,,,0.13129102844639107,587.3795174240223,36.0024068890737,81.0,732.0,742.0,7.4,99.00000000000001,3200.0,10.61050328227571,10.741794310722101,0.32822757111597767
0.25,0.05575618670378146,,,0.09190371991247126,340.64810256197825,30.818185734104958,86.00000000000001,733.0,740.0,1.4,99.00000000000001,3200.0,10.62363238512035,10.715536105032822,0.22975929978117815
0.5,0.438397387162174,,,0.8008752735229763,8440.110809931142,86.03621681847892,1.0,727.0,788.0,3.4,99.00000000000001,3200.0,10.544857768052516,11.345733041575492,2.0021881838074407
0.5,0.46525141704226947,,,0.8533916849015313,8463.216795817474,86.53093392664347,6.0,728.0,793.0,-0.4,99.00000000000001,3200.0,10.557986870897155,11.411378555798686,2.133479212253828
0.5,0.3894652436616177,,,0.7877461706783375,7522.363230770971,83.74995046903456,24.0,728.0,788.0,3.4,99.00000000000001,3200.0,10.557986870897155,11.345733041575492,1.9693654266958438
0.5,0.315757510767817,,,0.6827133479212257,6007.630936535584,78.4909592203599,39.0,728.0,780.0,3.4,99.00000000000001,3200.0,10.557986870897155,11.24070021881838,1.7067833698030643
0.5,0.26659769864855476,,,0.5251641137855589,3937.512949869827,69.05930491271387,56.0,729.0,769.0,5.4,99.00000000000001,3200.0,10.571115973741794,11.096280087527353,1.3129102844638973
0.5,0.15170248478758896,,,0.39387308533916787,2179.1747419562757,59.70881957983713,70.0,728.0,758.0,5.4,99.00000000000001,3200.0,10.557986870897155,10.951859956236323,0.9846827133479197
0.5,0.12745868526493953,,,0.17067833698030732,1224.0582723126138,42.43535547471653,81.0,731.0,744.0,1.4,99.00000000000001,3200.0,10.597374179431071,10.768052516411379,0.4266958424507683
0.5,0.10383540311340078,,,0.17067833698030732,915.2791655759418,41.24615921658872,86.00000000000001,731.0,744.0,1.4,99.00000000000001,3200.0,10.597374179431071,10.768052516411379,0.4266958424507683
1.0,0.8885870207226367,,,1.1422319474835891,17125.228716775913,107.42991621231224,1.0,727.0,814.0,7.4,99.00000000000001,3200.0,10.544857768052516,11.687089715536105,2.855579868708973
1.0,0.8748922189296024,,,1.1947483588621441,17094.95090978652,108.55864654109591,6.0,727.0,818.0,5.4,99.00000000000001,3200.0,10.544857768052516,11.73960612691466,2.9868708971553604
1.0,0.8259221453708507,,,1.102844638949671,15837.998015543313,104.28372196531124,24.0,727.0,811.0,1.4,99.00000000000001,3200.0,10.544857768052516,11.647702407002187,2.7571115973741778
1.0,0.757658482723865,,,1.0240700218818386,13517.372189770294,98.15138994457901,39.0,727.0,805.0,1.4,99.00000000000001,3200.0,10.544857768052516,11.568927789934355,2.5601750547045965
1.0,0.5135772790299113,,,0.8402625820568925,8586.5532865746,86.4262801211383,56.0,727.0,791.0,5.4,99.00000000000001,3200.0,10.544857768052516,11.385120350109409,2.1006564551422313
1.0,0.3780883159093329,,,0.6170678336980302,5919.029285400786,72.97257819240033,70.0,729.0,776.0,1.4,99.00000000000001,3200.0,10.571115973741794,11.188183807439824,1.5426695842450755
1.0,0.24276211704941408,,,0.4857768052516409,3339.068193983361,64.4835528403803,81.0,729.0,766.0,-0.4,99.00000000000001,3200.0,10.571115973741794,11.056892778993435,1.2144420131291023
1.0,0.17345343612859265,,,0.42013129102844715,2265.4896861430784,60.30297757343261,86.00000000000001,729.0,761.0,5.4,99.00000000000001,3200.0,10.571115973741794,10.99124726477024,1.0503282275711179
2.0,1.5098439841327602,,,1.3260393873085334,30097.658112548754,132.4163227707007,1.0,727.0,828.0,5.4,99.00000000000001,3200.0,10.544857768052516,11.87089715536105,3.3150984682713336
2.0,1.5236152055690453,,,1.3129102844638947,30202.515356276184,132.60834323050622,6.0,726.0,826.0,5.4,99.00000000000001,3200.0,10.531728665207877,11.844638949671772,3.2822757111597367
2.0,1.4852127849684877,,,1.3129102844638947,28242.568595709057,129.2699033280544,24.0,727.0,827.0,1.4,99.00000000000001,3200.0,10.544857768052516,11.85776805251641,3.2822757111597367
2.0,1.2387483581397918,,,1.2603938730853397,23248.199237765093,120.14463487407347,39.0,726.0,822.0,5.4,99.00000000000001,3200.0,10.531728665207877,11.792122538293217,3.150984682713349
2.0,1.0297795590435412,,,1.2341356673960604,18486.939096367238,110.03788069998795,56.0,727.0,821.0,1.4,99.00000000000001,3200.0,10.544857768052516,11.778993435448577,3.085339168490151
2.0,0.8175028326845739,,,1.050328227571116,13501.155683373076,97.75183845662781,70.0,727.0,807.0,7.4,99.00000000000001,3200.0,10.544857768052516,11.595185995623632,2.6258205689277903
2.0,0.5911932434452165,,,0.7483588621444195,9423.363524887314,84.49925730430645,81.0,728.0,785.0,1.4,99.00000000000001,3200.0,10.557986870897155,11.306345733041574,1.8708971553610487
2.0,0.29314997793167374,,,0.6827133479212257,6538.178724779276,80.53702384922278,86.00000000000001,729.0,781.0,3.4,99.00000000000001,3200.0,10.571115973741794,11.25382932166302,1.7067833698030643
