istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,theta,a_input,inlc,phi0
729,763,10.57111597374,11.01750547046,21338.7540752686,518.41742762146,1.41063467997,0.44638949672,3200,70.1,2,10,0.4
729,765,10.57111597374,11.04376367615,22366.7658001813,531.35930789734,1.37180410497,0.47264770241,3200,75.1,2,10,0.4
729,766,10.57111597374,11.05689277899,23120.0549667725,541.46606715904,1.54781269582,0.48577680525,3200,80.1,2,10,0.4
729,766,10.57111597374,11.05689277899,23607.3779997994,545.72867641283,1.46794335678,0.48577680525,3200,85.1,2,10,0.4
,,,,,,,,3200,0.1,0.5,30,0.4
,,,,,,,,3200,5.1,0.5,30,0.4
,,,,,,,,3200,10.1,0.5,30,0.4
,,,,,,,,3200,15.1,0.5,30,0.4
,,,,,,,,3200,20.1,0.5,30,0.4
,,,,,,,,3200,25.1,0.5,30,0.4
,,,,,,,,3200,30.1,0.5,30,0.4
,,,,,,,,3200,35.1,0.5,30,0.4
,,,,,,,,3200,40.1,0.5,30,0.4
,,,,,,,,3200,45.1,0.5,30,0.4
,,,,,,,,3200,50.1,0.5,30,0.4
,,,,,,,,3200,55.1,0.5,30,0.4
732,740,10.61050328228,10.71553610503,1808.12129450532,192.00159615064,0.2342159161,0.10503282276,3200,60.1,0.5,30,0.4
732,738,10.61050328228,10.68927789934,1620.96146269245,171.27345993144,0.30106004538,0.07877461707,3200,65.1,0.5,30,0.4
732,740,10.61050328228,10.71553610503,2203.63481731683,198.72533231476,0.29256213501,0.10503282276,3200,70.1,0.5,30,0.4
732,745,10.61050328228,10.78118161926,3354.0411231171,249.48670509469,0.32893217995,0.17067833698,3200,75.1,0.5,30,0.4
732,741,10.61050328228,10.72866520788,2627.74430989933,212.49385293043,0.3400980486,0.1181619256,3200,80.1,0.5,30,0.4
732,744,10.61050328228,10.76805251641,3551.05626110014,245.71606621617,0.38516408906,0.15754923414,3200,85.1,0.5,30,0.4
,,,,,,,,3200,0.1,1,30,0.4
,,,,,,,,3200,5.1,1,30,0.4
,,,,,,,,3200,10.1,1,30,0.4
,,,,,,,,3200,15.1,1,30,0.4
746,752,10.7943107221,10.87308533917,1325.02513114204,165.81767453773,0.21111188565,0.07877461707,3200,20.1,1,30,0.4
743,748,10.75492341357,10.82056892779,1160.84147422081,152.70647047419,0.21410720808,0.06564551422,3200,25.1,1,30,0.4
742,750,10.74179431072,10.84682713348,2155.29456935373,198.44477058229,0.2562486339,0.10503282276,3200,30.1,1,30,0.4
741,750,10.72866520788,10.84682713348,2289.27743431569,208.18679933692,0.25381267592,0.1181619256,3200,35.1,1,30,0.4
734,750,10.63676148797,10.84682713348,4290.23439321354,279.84813723006,0.28553890025,0.21006564551,3200,40.1,1,30,0.4
733,750,10.62363238512,10.84682713348,4823.9760614681,291.95921644291,0.30262608494,0.22319474836,3200,45.1,1,30,0.4
732,752,10.61050328228,10.87308533917,5970.22368614405,319.17793873877,0.36086819917,0.26258205689,3200,50.1,1,30,0.4
731,753,10.59737417943,10.88621444201,6949.76638230081,338.11354843521,0.41972723119,0.28884026258,3200,55.1,1,30,0.4
731,755,10.59737417943,10.9124726477,7807.87895611239,354.26592881153,0.49726600529,0.31509846827,3200,60.1,1,30,0.4
730,751,10.58424507659,10.85995623632,7819.66961445832,343.11832091854,0.56428657164,0.27571115974,3200,65.1,1,30,0.4
731,752,10.59737417943,10.87308533917,8259.46648418141,347.72196391995,0.6256892586,0.27571115974,3200,70.1,1,30,0.4
730,751,10.58424507659,10.85995623632,8572.97714833053,350.56255876126,0.66297232555,0.27571115974,3200,75.1,1,30,0.4
730,753,10.58424507659,10.88621444201,9450.45873795759,367.0594974206,0.69730317961,0.30196936543,3200,80.1,1,30,0.4
730,751,10.58424507659,10.85995623632,9145.80286145248,356.50787070992,0.74585621511,0.27571115974,3200,85.1,1,30,0.4
,,,,,,,,3200,0.1,1.5,30,0.4
743,748,10.75492341357,10.82056892779,1161.84362186565,152.52717679508,0.23789841395,0.06564551422,3200,5.1,1.5,30,0.4
743,752,10.75492341357,10.87308533917,2302.36567997045,208.11901700377,0.25261627058,0.1181619256,3200,10.1,1.5,30,0.4
741,751,10.72866520788,10.85995623632,2692.31230007616,221.36437428114,0.28188823325,0.13129102845,3200,15.1,1.5,30,0.4
740,753,10.71553610503,10.88621444201,3605.58181763026,253.64458905156,0.2984138097,0.17067833698,3200,20.1,1.5,30,0.4
738,754,10.68927789934,10.89934354486,4530.03805336156,282.01901099173,0.34154841277,0.21006564551,3200,25.1,1.5,30,0.4
734,753,10.63676148797,10.88621444201,5798.38542339136,312.66207706954,0.33889806844,0.24945295405,3200,30.1,1.5,30,0.4
733,753,10.62363238512,10.88621444201,6389.99838188699,324.18162256918,0.35322539327,0.26258205689,3200,35.1,1.5,30,0.4
731,754,10.59737417943,10.89934354486,8134.44840317308,355.45326190151,0.39857076449,0.30196936543,3200,40.1,1.5,30,0.4
731,754,10.59737417943,10.89934354486,8784.0312400955,362.28430342358,0.41031939181,0.30196936543,3200,45.1,1.5,30,0.4
731,756,10.59737417943,10.92560175055,10082.736916894,382.54911875738,0.52937340976,0.32822757112,3200,50.1,1.5,30,0.4
730,755,10.58424507659,10.9124726477,10858.2941655125,389.86945971738,0.62579328254,0.32822757112,3200,55.1,1.5,30,0.4
730,757,10.58424507659,10.93873085339,11944.4222452043,406.79481477634,0.63079817592,0.35448577681,3200,60.1,1.5,30,0.4
730,758,10.58424507659,10.95185995624,13101.3330996176,421.435564481,0.71529516966,0.36761487965,3200,65.1,1.5,30,0.4
729,756,10.57111597374,10.92560175055,13076.4735828105,418.31225936161,0.84659868913,0.35448577681,3200,70.1,1.5,30,0.4
730,759,10.58424507659,10.96498905908,14301.0802407604,435.95376940095,0.95589486163,0.38074398249,3200,75.1,1.5,30,0.4
729,758,10.57111597374,10.95185995624,14465.7430218134,437.72538958651,0.92346433556,0.38074398249,3200,80.1,1.5,30,0.4
730,760,10.58424507659,10.97811816193,15070.1051233122,446.26840345904,1.07830062027,0.39387308534,3200,85.1,1.5,30,0.4
742,752,10.74179431072,10.87308533917,2454.88170854646,217.53828883117,0.25504740105,0.13129102845,3200,0.1,2,30,0.4
741,752,10.72866520788,10.87308533917,2994.41856396247,232.62932289959,0.30100383605,0.14442013129,3200,5.1,2,30,0.4
739,752,10.70240700219,10.87308533917,3928.64252350396,258.20797156972,0.3250864203,0.17067833698,3200,10.1,2,30,0.4
738,754,10.68927789934,10.89934354486,4874.59796381742,286.60171344561,0.35760735702,0.21006564551,3200,15.1,2,30,0.4
732,754,10.61050328228,10.89934354486,7013.86471376744,338.57555960478,0.37890031911,0.28884026258,3200,20.1,2,30,0.4
732,754,10.61050328228,10.89934354486,7447.35426263309,343.55275499422,0.40338966223,0.28884026258,3200,25.1,2,30,0.4
731,756,10.59737417943,10.92560175055,9104.23755219488,372.49465520576,0.4330791345,0.32822757112,3200,30.1,2,30,0.4
731,755,10.59737417943,10.9124726477,9816.93505783168,376.47505107782,0.47131179672,0.31509846827,3200,35.1,2,30,0.4
730,756,10.58424507659,10.92560175055,11133.060896475,395.80726394843,0.52768087789,0.34135667396,3200,40.1,2,30,0.4
731,755,10.59737417943,10.9124726477,11568.4556656465,394.86044330056,0.58771176436,0.31509846827,3200,45.1,2,30,0.4
730,757,10.58424507659,10.93873085339,13150.3694267582,419.32417690615,0.71160930606,0.35448577681,3200,50.1,2,30,0.4
730,758,10.58424507659,10.95185995624,14496.56008446,435.3507590648,0.74909356547,0.36761487965,3200,55.1,2,30,0.4
730,759,10.58424507659,10.96498905908,15209.9598081206,445.0332806951,0.89319735614,0.38074398249,3200,60.1,2,30,0.4
729,758,10.57111597374,10.95185995624,16360.3523906853,456.88884938175,0.99863874062,0.38074398249,3200,65.1,2,30,0.4
729,761,10.57111597374,10.99124726477,17364.3814322255,473.09756185681,1.02390153576,0.42013129103,3200,70.1,2,30,0.4
729,759,10.57111597374,10.96498905908,17942.3922523473,475.86555280303,1.15136288262,0.39387308534,3200,75.1,2,30,0.4
729,762,10.57111597374,11.00437636761,18812.5459595809,490.53619615675,1.15368499707,0.43326039387,3200,80.1,2,30,0.4
729,767,10.57111597374,11.07002188184,20757.7821013236,519.16204780615,1.32132616117,0.4989059081,3200,85.1,2,30,0.4
,,,,,,,,3200,0.1,0.5,45,0.4
,,,,,,,,3200,5.1,0.5,45,0.4
,,,,,,,,3200,10.1,0.5,45,0.4
,,,,,,,,3200,15.1,0.5,45,0.4
,,,,,,,,3200,20.1,0.5,45,0.4
,,,,,,,,3200,25.1,0.5,45,0.4
,,,,,,,,3200,30.1,0.5,45,0.4
,,,,,,,,3200,35.1,0.5,45,0.4
,,,,,,,,3200,40.1,0.5,45,0.4
,,,,,,,,3200,45.1,0.5,45,0.4
,,,,,,,,3200,50.1,0.5,45,0.4
,,,,,,,,3200,55.1,0.5,45,0.4
,,,,,,,,3200,60.1,0.5,45,0.4
,,,,,,,,3200,65.1,0.5,45,0.4
,,,,,,,,3200,70.1,0.5,45,0.4
733,737,10.62363238512,10.6761487965,1025.81459224572,138.62094885534,0.26241995836,0.05251641138,3200,75.1,0.5,45,0.4
733,739,10.62363238512,10.70240700219,1504.36993403746,168.6761742338,0.29546387467,0.07877461707,3200,80.1,0.5,45,0.4
732,740,10.61050328228,10.71553610503,2182.55793013758,197.69211941892,0.32702744736,0.10503282276,3200,85.1,0.5,45,0.4
,,,,,,,,3200,0.1,1,45,0.4
746,749,10.7943107221,10.83369803063,721.11037964989,119.03979190213,0.21755503481,0.03938730853,3200,5.1,1,45,0.4
,,,,,,,,3200,10.1,1,45,0.4
743,751,10.75492341357,10.85995623632,1870.87803179362,193.23409930735,0.24453259738,0.10503282276,3200,15.1,1,45,0.4
743,751,10.75492341357,10.85995623632,1939.79896576881,194.28095393277,0.25282340306,0.10503282276,3200,20.1,1,45,0.4
742,750,10.74179431072,10.84682713348,1985.52245157443,195.01439801815,0.26315251676,0.10503282276,3200,25.1,1,45,0.4
743,752,10.75492341357,10.87308533917,2379.55515138335,209.45768461456,0.25990554803,0.1181619256,3200,30.1,1,45,0.4
740,752,10.71553610503,10.87308533917,3122.56722195401,241.06211223117,0.25934221368,0.15754923414,3200,35.1,1,45,0.4
740,751,10.71553610503,10.85995623632,3037.79620728548,233.19094819024,0.289453699,0.14442013129,3200,40.1,1,45,0.4
738,752,10.68927789934,10.87308533917,3583.71705440556,259.51690092926,0.26593900183,0.18380743982,3200,45.1,1,45,0.4
737,753,10.6761487965,10.88621444201,4162.12081752478,278.10838310876,0.2765141596,0.21006564551,3200,50.1,1,45,0.4
734,751,10.63676148797,10.85995623632,4605.17739306257,288.66061652672,0.29816272532,0.22319474836,3200,55.1,1,45,0.4
733,751,10.62363238512,10.85995623632,5119.31391043214,300.39241326317,0.30094891353,0.2363238512,3200,60.1,1,45,0.4
731,751,10.59737417943,10.85995623632,5785.41569509755,316.87509556431,0.36596039027,0.26258205689,3200,65.1,1,45,0.4
732,753,10.61050328228,10.88621444201,6486.62176353441,328.7764161614,0.42909809791,0.27571115974,3200,70.1,1,45,0.4
731,752,10.59737417943,10.87308533917,6766.82679469944,331.66868323914,0.42329100544,0.27571115974,3200,75.1,1,45,0.4
731,749,10.59737417943,10.83369803063,6577.52937249683,315.87253917722,0.51185005503,0.2363238512,3200,80.1,1,45,0.4
730,750,10.58424507659,10.84682713348,7336.06956524085,331.87379920287,0.53788235306,0.26258205689,3200,85.1,1,45,0.4
743,752,10.75492341357,10.87308533917,2313.39931094492,208.39896821434,0.25734345905,0.1181619256,3200,0.1,1.5,45,0.4
743,751,10.75492341357,10.85995623632,2372.61094478373,201.73265475513,0.30542051682,0.10503282276,3200,5.1,1.5,45,0.4
742,753,10.74179431072,10.88621444201,3156.87229876152,234.75199674536,0.31636355957,0.14442013129,3200,10.1,1.5,45,0.4
741,752,10.72866520788,10.87308533917,3348.20635607436,237.26057621427,0.34124338614,0.14442013129,3200,15.1,1.5,45,0.4
740,754,10.71553610503,10.89934354486,4199.24647423728,266.8356270374,0.35341676346,0.18380743982,3200,20.1,1.5,45,0.4
739,754,10.70240700219,10.89934354486,4787.53250485873,279.52800206594,0.3747419779,0.19693654267,3200,25.1,1.5,45,0.4
739,754,10.70240700219,10.89934354486,4833.03795636515,280.8887210792,0.35304168847,0.19693654267,3200,30.1,1.5,45,0.4
739,754,10.70240700219,10.89934354486,5226.55403380232,286.26585571239,0.3872950017,0.19693654267,3200,35.1,1.5,45,0.4
738,754,10.68927789934,10.89934354486,5488.78214034684,294.0847262748,0.38984747785,0.21006564551,3200,40.1,1.5,45,0.4
733,754,10.62363238512,10.89934354486,6812.81740689086,332.14526189281,0.40600742192,0.27571115974,3200,45.1,1.5,45,0.4
733,755,10.62363238512,10.9124726477,7530.55598458824,345.16289224207,0.38564773041,0.28884026258,3200,50.1,1.5,45,0.4
731,754,10.59737417943,10.89934354486,8356.09917704135,357.55241279424,0.40638764582,0.30196936543,3200,55.1,1.5,45,0.4
731,756,10.59737417943,10.92560175055,9066.6332305631,371.97211270893,0.41159868643,0.32822757112,3200,60.1,1.5,45,0.4
731,754,10.59737417943,10.89934354486,9564.10636574418,370.49084772947,0.52852735608,0.30196936543,3200,65.1,1.5,45,0.4
730,755,10.58424507659,10.9124726477,10368.6277449489,385.28422291471,0.53754893237,0.32822757112,3200,70.1,1.5,45,0.4
730,756,10.58424507659,10.92560175055,10864.907404041,392.66916502828,0.60981739316,0.34135667396,3200,75.1,1.5,45,0.4
730,754,10.58424507659,10.89934354486,10715.4529853131,385.07562651651,0.75267401086,0.31509846827,3200,80.1,1.5,45,0.4
730,756,10.58424507659,10.92560175055,11799.3388789495,401.75999503023,0.86689479428,0.34135667396,3200,85.1,1.5,45,0.4
741,753,10.72866520788,10.88621444201,3681.78608104616,248.77242530389,0.34561471495,0.15754923414,3200,0.1,2,45,0.4
742,754,10.74179431072,10.89934354486,3925.96776926606,251.85027149336,0.36408295887,0.15754923414,3200,5.1,2,45,0.4
740,753,10.71553610503,10.88621444201,4429.10218632319,265.10123028264,0.40311707188,0.17067833698,3200,10.1,2,45,0.4
740,754,10.71553610503,10.89934354486,4994.99567066634,277.17338065087,0.41002913435,0.18380743982,3200,15.1,2,45,0.4
738,755,10.68927789934,10.9124726477,5973.30865734516,304.15096937364,0.42688612198,0.22319474836,3200,20.1,2,45,0.4
737,755,10.6761487965,10.9124726477,6536.45263613014,315.51190698533,0.4568984793,0.2363238512,3200,25.1,2,45,0.4
734,754,10.63676148797,10.89934354486,7378.21456273084,333.0698924025,0.4572927623,0.26258205689,3200,30.1,2,45,0.4
733,755,10.62363238512,10.9124726477,8215.77636319967,350.80567137761,0.45986727571,0.28884026258,3200,35.1,2,45,0.4
731,755,10.59737417943,10.9124726477,9247.1406485349,369.6298126365,0.48668181658,0.31509846827,3200,40.1,2,45,0.4
732,755,10.61050328228,10.9124726477,9551.72302852374,370.68995580068,0.47682023013,0.30196936543,3200,45.1,2,45,0.4
731,757,10.59737417943,10.93873085339,10600.5246652521,390.4223942944,0.48883496168,0.34135667396,3200,50.1,2,45,0.4
731,756,10.59737417943,10.92560175055,11205.8854224401,394.44607180111,0.50690847447,0.32822757112,3200,55.1,2,45,0.4
730,757,10.58424507659,10.93873085339,12328.7225701486,411.10838463512,0.55034065506,0.35448577681,3200,60.1,2,45,0.4
730,757,10.58424507659,10.93873085339,12644.531968328,414.4267168222,0.70534246984,0.35448577681,3200,65.1,2,45,0.4
730,758,10.58424507659,10.95185995624,13603.8782246793,426.54474693866,0.75775928815,0.36761487965,3200,70.1,2,45,0.4
730,757,10.58424507659,10.93873085339,14118.9326222674,429.30145475866,0.86522592959,0.35448577681,3200,75.1,2,45,0.4
730,758,10.58424507659,10.95185995624,14791.6943911894,438.76488397271,0.9321268767,0.36761487965,3200,80.1,2,45,0.4
729,758,10.57111597374,10.95185995624,15205.5866012365,445.93355569056,1.08980439274,0.38074398249,3200,85.1,2,45,0.4
,,,,,,,,3200,0.1,0.5,60,0.4
,,,,,,,,3200,5.1,0.5,60,0.4
,,,,,,,,3200,10.1,0.5,60,0.4
,,,,,,,,3200,15.1,0.5,60,0.4
,,,,,,,,3200,20.1,0.5,60,0.4
,,,,,,,,3200,25.1,0.5,60,0.4
,,,,,,,,3200,30.1,0.5,60,0.4
,,,,,,,,3200,35.1,0.5,60,0.4
,,,,,,,,3200,40.1,0.5,60,0.4
,,,,,,,,3200,45.1,0.5,60,0.4
,,,,,,,,3200,50.1,0.5,60,0.4
,,,,,,,,3200,55.1,0.5,60,0.4
,,,,,,,,3200,60.1,0.5,60,0.4
,,,,,,,,3200,65.1,0.5,60,0.4
,,,,,,,,3200,70.1,0.5,60,0.4
,,,,,,,,3200,75.1,0.5,60,0.4
,,,,,,,,3200,80.1,0.5,60,0.4
,,,,,,,,3200,85.1,0.5,60,0.4
746,749,10.7943107221,10.83369803063,786.1460720712,120.85992826835,0.24852028938,0.03938730853,3200,0.1,1,60,0.4
744,752,10.76805251641,10.87308533917,1896.49304488138,193.70440660097,0.2360216008,0.10503282276,3200,5.1,1,60,0.4
745,751,10.78118161926,10.85995623632,1500.0300393711,169.44385409293,0.23757151833,0.07877461707,3200,10.1,1,60,0.4
744,752,10.76805251641,10.87308533917,1935.8064163418,194.51172481958,0.23501600645,0.10503282276,3200,15.1,1,60,0.4
744,751,10.76805251641,10.85995623632,1799.53583990099,183.72880675167,0.26237567951,0.09190371991,3200,20.1,1,60,0.4
743,752,10.75492341357,10.87308533917,2385.45151539197,209.58099176123,0.28738857434,0.1181619256,3200,25.1,1,60,0.4
742,751,10.74179431072,10.85995623632,2364.47036275725,208.96648182049,0.28498613106,0.1181619256,3200,30.1,1,60,0.4
742,752,10.74179431072,10.87308533917,2597.28903321132,219.6313262448,0.28013421605,0.13129102845,3200,35.1,1,60,0.4
741,753,10.72866520788,10.88621444201,3042.30053640592,239.7005795925,0.27134115354,0.15754923414,3200,40.1,1,60,0.4
741,750,10.72866520788,10.84682713348,2395.54780788049,209.48849331646,0.27455122036,0.1181619256,3200,45.1,1,60,0.4
741,753,10.72866520788,10.88621444201,2972.69609950956,238.19955642202,0.27513958091,0.15754923414,3200,50.1,1,60,0.4
742,751,10.74179431072,10.85995623632,2280.50538846839,208.01894764144,0.24362401401,0.1181619256,3200,55.1,1,60,0.4
740,750,10.71553610503,10.84682713348,2403.15977777315,217.24900056081,0.23413724689,0.13129102845,3200,60.1,1,60,0.4
740,749,10.71553610503,10.83369803063,2178.33463621381,206.1570520245,0.24491872887,0.1181619256,3200,65.1,1,60,0.4
734,748,10.63676148797,10.82056892779,3232.8237825049,255.08036987147,0.23005106824,0.18380743982,3200,70.1,1,60,0.4
733,748,10.62363238512,10.82056892779,3688.67516438908,266.53973725397,0.26754934518,0.19693654267,3200,75.1,1,60,0.4
732,745,10.61050328228,10.78118161926,3525.42927558742,252.25436465878,0.29670292707,0.17067833698,3200,80.1,1,60,0.4
731,746,10.59737417943,10.7943107221,4429.14778149945,274.3480710444,0.40248749721,0.19693654267,3200,85.1,1,60,0.4
743,753,10.75492341357,10.88621444201,2912.8662647736,224.411432211,0.32337643026,0.13129102845,3200,0.1,1.5,60,0.4
743,753,10.75492341357,10.88621444201,2989.28708552748,225.66699668635,0.32534050175,0.13129102845,3200,5.1,1.5,60,0.4
741,754,10.72866520788,10.89934354486,3944.33404582688,257.44875810242,0.3510501863,0.17067833698,3200,10.1,1.5,60,0.4
742,753,10.74179431072,10.88621444201,3621.72797667097,242.29093457505,0.33659347329,0.14442013129,3200,15.1,1.5,60,0.4
741,754,10.72866520788,10.89934354486,4163.8414910774,260.46343962291,0.38835258077,0.17067833698,3200,20.1,1.5,60,0.4
741,753,10.72866520788,10.88621444201,4035.62667295666,253.82264393027,0.37113413322,0.15754923414,3200,25.1,1.5,60,0.4
740,754,10.71553610503,10.89934354486,4440.96012409994,269.47073136931,0.37173036368,0.18380743982,3200,30.1,1.5,60,0.4
