istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,theta,a_input,inlc
729,738,,,10.571115973741794,10.689277899343544,4500.090755540925,243.91308157833754,0.6628221644467502,0.11816192560175054,3200.0,30.1,1.5,45.0
754,760,,,10.899343544857768,10.978118161925602,1401.820338581486,167.4704139248816,0.218746302503374,0.07877461706783428,3200.0,30.1,1.5,45.0
729,739,,,10.571115973741794,10.702407002188183,5040.707055563388,257.4455985339478,0.725388280960573,0.1312910284463893,3200.0,35.1,1.5,45.0
754,761,,,10.899343544857768,10.99124726477024,1602.1740586895394,180.28841351729324,0.20891352168060573,0.09190371991247304,3200.0,35.1,1.5,45.0
729,739,,,10.571115973741794,10.702407002188183,5312.884448619194,262.26861126896927,0.7531021001060445,0.1312910284463893,3200.0,40.1,1.5,45.0
752,761,,,10.87308533916849,10.99124726477024,2112.109142096846,205.10421202209835,0.22807169166667007,0.11816192560175054,3200.0,40.1,1.5,45.0
729,740,,,10.571115973741794,10.715536105032822,5771.605222562055,273.87502013949285,0.8146473428573875,0.14442013129102804,3200.0,45.1,1.5,45.0
753,762,,,10.886214442013129,11.00437636761488,2120.29445593211,205.3124858855701,0.22394653541445564,0.11816192560175054,3200.0,45.1,1.5,45.0
729,741,,,10.571115973741794,10.72866520787746,6238.991238950553,285.0435262122066,0.8330755127780605,0.1575492341356668,3200.0,50.1,1.5,45.0
752,762,,,10.87308533916849,11.00437636761488,2280.784466050968,215.20727707705808,0.22248661923799506,0.1312910284463893,3200.0,50.1,1.5,45.0
729,741,,,10.571115973741794,10.72866520787746,6584.678319189886,290.7712169821689,0.8630054362940374,0.1575492341356668,3200.0,55.1,1.5,45.0
752,761,,,10.87308533916849,10.99124726477024,2147.428682770308,205.82764782059348,0.22794330656961548,0.11816192560175054,3200.0,55.1,1.5,45.0
729,743,,,10.571115973741794,10.75492341356674,7291.788071619563,308.10315238857817,0.8814887341801771,0.18380743982494607,3200.0,60.1,1.5,45.0
749,761,,,10.833698030634572,10.99124726477024,2717.1243075403395,235.46514271183648,0.21959116397488287,0.15754923413566857,3200.0,60.1,1.5,45.0
729,744,,,10.571115973741794,10.768052516411379,7874.658680920475,320.1534745749012,0.9225251519760069,0.19693654266958482,3200.0,65.1,1.5,45.0
750,760,,,10.846827133479211,10.978118161925602,2332.9363527128708,216.12589032549064,0.22214515803583312,0.13129102844639107,3200.0,65.1,1.5,45.0
729,761,,,10.571115973741794,10.99124726477024,11882.877447625917,417.7593560158678,0.9146431944211952,0.42013129102844715,3200.0,70.1,1.5,45.0
729,760,,,10.571115973741794,10.978118161925602,12176.102106244534,418.1845178101578,0.9413187115034627,0.4070021881838084,3200.0,75.1,1.5,45.0
729,756,,,10.571115973741794,10.925601750547045,11749.524440844603,403.47481991089666,0.9121728473339044,0.3544857768052516,3200.0,80.1,1.5,45.0
729,755,,,10.571115973741794,10.912472647702407,11683.193562506745,400.12852696582655,0.9274606384296915,0.34135667396061287,3200.0,85.1,1.5,45.0
729,737,,,10.571115973741794,10.676148796498905,3335.3052669788053,217.36611725257455,0.5221492013773144,0.10503282275711179,3200.0,0.1,2.0,45.0
755,760,,,10.912472647702407,10.978118161925602,1039.046668378304,150.04411315385056,0.1891444500281556,0.06564551422319553,3200.0,0.1,2.0,45.0
729,737,,,10.571115973741794,10.676148796498905,3695.2629795046787,224.34336947155222,0.5775631590739259,0.10503282275711179,3200.0,5.1,2.0,45.0
755,760,,,10.912472647702407,10.978118161925602,1159.0645541459417,152.71437329376528,0.21269785299116495,0.06564551422319553,3200.0,5.1,2.0,45.0
729,738,,,10.571115973741794,10.689277899343544,4251.139816916255,239.18341662286338,0.635166716768125,0.11816192560175054,3200.0,10.1,2.0,45.0
754,761,,,10.899343544857768,10.99124726477024,1638.3580345243536,180.852939277361,0.2284770860794738,0.09190371991247304,3200.0,10.1,2.0,45.0
729,738,,,10.571115973741794,10.689277899343544,4683.682682577736,247.28086913369816,0.6794361840356489,0.11816192560175054,3200.0,15.1,2.0,45.0
753,761,,,10.886214442013129,10.99124726477024,1938.2686261918057,194.43053951772572,0.23291548149003583,0.10503282275711179,3200.0,15.1,2.0,45.0
729,738,,,10.571115973741794,10.689277899343544,5067.91680501274,254.23197056720016,0.7545839278804578,0.11816192560175054,3200.0,20.1,2.0,45.0
753,762,,,10.886214442013129,11.00437636761488,2288.018882724076,207.9844855416965,0.24226277826037212,0.11816192560175054,3200.0,20.1,2.0,45.0
729,739,,,10.571115973741794,10.702407002188183,5596.5597323008915,267.15800450571305,0.7991738099247623,0.1312910284463893,3200.0,25.1,2.0,45.0
753,762,,,10.886214442013129,11.00437636761488,2380.340065540012,209.4966669929104,0.2632389486385789,0.11816192560175054,3200.0,25.1,2.0,45.0
729,739,,,10.571115973741794,10.702407002188183,5990.29876443405,274.13199518923045,0.8566172992628642,0.1312910284463893,3200.0,30.1,2.0,45.0
751,762,,,10.859956236323852,11.00437636761488,2912.3476359959977,231.3924104203254,0.2701493047667596,0.14442013129102804,3200.0,30.1,2.0,45.0
729,740,,,10.571115973741794,10.715536105032822,6684.706365206902,289.19157312667284,0.9088407517094916,0.14442013129102804,3200.0,35.1,2.0,45.0
752,763,,,10.87308533916849,11.017505470459518,2937.478038847305,231.9445680420334,0.26440929470714036,0.14442013129102804,3200.0,35.1,2.0,45.0
729,741,,,10.571115973741794,10.72866520787746,7204.017543980757,300.6604245908776,0.9595027470728139,0.1575492341356668,3200.0,40.1,2.0,45.0
751,763,,,10.859956236323852,11.017505470459518,3213.4891559172083,242.22021522789257,0.2701792574871509,0.1575492341356668,3200.0,40.1,2.0,45.0
729,742,,,10.571115973741794,10.741794310722101,7858.177267177119,313.84794183082784,0.9954843992983364,0.17067833698030732,3200.0,45.1,2.0,45.0
749,763,,,10.833698030634572,11.017505470459518,3736.1322239035553,261.48339777133526,0.27776328388957183,0.18380743982494607,3200.0,45.1,2.0,45.0
729,742,,,10.571115973741794,10.741794310722101,8251.03400179679,320.30979114661415,1.059537950989101,0.17067833698030732,3200.0,50.1,2.0,45.0
748,763,,,10.820568927789934,11.017505470459518,3998.1158663122483,270.2668884535254,0.27656174733867855,0.19693654266958482,3200.0,50.1,2.0,45.0
729,764,,,10.571115973741794,11.030634573304157,14232.840815264448,450.2190425137814,1.067204833701489,0.4595185995623634,3200.0,55.1,2.0,45.0
729,763,,,10.571115973741794,11.017505470459518,14574.913414043627,452.174234554799,1.1100574290993341,0.44638949671772465,3200.0,60.1,2.0,45.0
729,763,,,10.571115973741794,11.017505470459518,15071.75592336674,457.28135112351066,1.123240992030992,0.44638949671772465,3200.0,65.1,2.0,45.0
729,763,,,10.571115973741794,11.017505470459518,15507.884292154571,461.6569452633919,1.1448752355000944,0.44638949671772465,3200.0,70.1,2.0,45.0
729,762,,,10.571115973741794,11.00437636761488,15744.216790683899,461.49961250277454,1.1705429112601022,0.4332603938730859,3200.0,75.1,2.0,45.0
729,763,,,10.571115973741794,11.017505470459518,16245.82679908178,468.08220739793194,1.1662024981236319,0.44638949671772465,3200.0,80.1,2.0,45.0
729,763,,,10.571115973741794,11.017505470459518,16393.755053987486,469.03034939826085,1.123366713337746,0.44638949671772465,3200.0,85.1,2.0,45.0
,,,,,,,,,,3200.0,0.1,0.5,60.0
,,,,,,,,,,3200.0,5.1,0.5,60.0
,,,,,,,,,,3200.0,10.1,0.5,60.0
,,,,,,,,,,3200.0,15.1,0.5,60.0
732,735,,,10.61050328227571,10.649890590809628,654.6835989406177,117.11715034683786,0.19967278795042032,0.03938730853391803,3200.0,20.1,0.5,60.0
731,735,,,10.597374179431071,10.649890590809628,910.5299234560805,136.03393494397508,0.21742866597515587,0.05251641137855678,3200.0,25.1,0.5,60.0
731,735,,,10.597374179431071,10.649890590809628,936.1723211860303,136.6640588479147,0.222757033423147,0.05251641137855678,3200.0,30.1,0.5,60.0
731,735,,,10.597374179431071,10.649890590809628,945.2412863390798,136.77778077077184,0.23051982534224802,0.05251641137855678,3200.0,35.1,0.5,60.0
732,735,,,10.61050328227571,10.649890590809628,777.1518489766049,120.60428813713177,0.24014025190014276,0.03938730853391803,3200.0,40.1,0.5,60.0
731,735,,,10.597374179431071,10.649890590809628,1006.3544044885144,138.2132669572913,0.24712143232148853,0.05251641137855678,3200.0,45.1,0.5,60.0
732,735,,,10.61050328227571,10.649890590809628,789.1821987767541,120.99692133668599,0.24025973204870232,0.03938730853391803,3200.0,50.1,0.5,60.0
732,736,,,10.61050328227571,10.663019693654267,996.8955173381852,137.8673701317886,0.2583657055664321,0.05251641137855678,3200.0,55.1,0.5,60.0
732,736,,,10.61050328227571,10.663019693654267,1039.856566293751,139.11793539861358,0.25791324860553844,0.05251641137855678,3200.0,60.1,0.5,60.0
732,736,,,10.61050328227571,10.663019693654267,1009.9623744899269,138.2963806174799,0.26770246987902824,0.05251641137855678,3200.0,65.1,0.5,60.0
732,736,,,10.61050328227571,10.663019693654267,982.772471632818,137.67220807093375,0.25172969106697285,0.05251641137855678,3200.0,70.1,0.5,60.0
732,737,,,10.61050328227571,10.676148796498905,1184.1559069617472,152.69790411350155,0.25622610421323944,0.06564551422319553,3200.0,75.1,0.5,60.0
732,736,,,10.61050328227571,10.663019693654267,952.6570792162115,136.81103582680115,0.25154698025117117,0.05251641137855678,3200.0,80.1,0.5,60.0
733,736,,,10.62363238512035,10.663019693654267,749.8544388686192,119.70027665051319,0.2489174141683239,0.039387308533916254,3200.0,85.1,0.5,60.0
730,735,,,10.584245076586432,10.649890590809628,1490.7738003086743,159.77175481835732,0.2975099519845943,0.06564551422319553,3200.0,0.1,1.0,60.0
730,735,,,10.584245076586432,10.649890590809628,1559.9721984610412,161.19131919382664,0.32014506770651163,0.06564551422319553,3200.0,5.1,1.0,60.0
730,735,,,10.584245076586432,10.649890590809628,1736.8102308227096,165.19835599995474,0.35502035471293136,0.06564551422319553,3200.0,10.1,1.0,60.0
730,736,,,10.584245076586432,10.663019693654267,1993.7517498256523,178.23935946793668,0.36651398851593964,0.07877461706783428,3200.0,15.1,1.0,60.0
730,736,,,10.584245076586432,10.663019693654267,2122.005246120829,181.06995169410203,0.38725653718008046,0.07877461706783428,3200.0,20.1,1.0,60.0
730,736,,,10.584245076586432,10.663019693654267,2263.238141930149,184.31440996934842,0.41807458035531875,0.07877461706783428,3200.0,25.1,1.0,60.0
730,736,,,10.584245076586432,10.663019693654267,2334.0661243605605,185.61681083144043,0.4366816460978573,0.07877461706783428,3200.0,30.1,1.0,60.0
730,736,,,10.584245076586432,10.663019693654267,2382.680034311799,186.76043013067738,0.44627303344494407,0.07877461706783428,3200.0,35.1,1.0,60.0
730,737,,,10.584245076586432,10.676148796498905,2647.5148486492953,198.53615908614782,0.4414345353273148,0.09190371991247304,3200.0,40.1,1.0,60.0
730,737,,,10.584245076586432,10.676148796498905,2743.6029044374814,200.5844624623745,0.46096654671723614,0.09190371991247304,3200.0,45.1,1.0,60.0
730,737,,,10.584245076586432,10.676148796498905,2807.1846768408495,201.92135834930588,0.4858149519811972,0.09190371991247304,3200.0,50.1,1.0,60.0
730,738,,,10.584245076586432,10.689277899343544,3039.4611026519947,212.38994666231852,0.4695060172634986,0.10503282275711179,3200.0,55.1,1.0,60.0
730,738,,,10.584245076586432,10.689277899343544,3066.745471844016,212.96249440818718,0.4759260636432281,0.10503282275711179,3200.0,60.1,1.0,60.0
730,738,,,10.584245076586432,10.689277899343544,3065.5699247388475,212.93454580609426,0.47894769896870315,0.10503282275711179,3200.0,65.1,1.0,60.0
730,739,,,10.584245076586432,10.702407002188183,3279.3994273856847,222.55662949044466,0.49452342152810846,0.11816192560175054,3200.0,70.1,1.0,60.0
730,739,,,10.584245076586432,10.702407002188183,3282.4545416749033,222.81643809865918,0.48884971600082405,0.11816192560175054,3200.0,75.1,1.0,60.0
731,740,,,10.597374179431071,10.715536105032822,3337.1086287534554,224.2720554448873,0.4696161661915812,0.11816192560175054,3200.0,80.1,1.0,60.0
731,742,,,10.597374179431071,10.741794310722101,3796.4256235794555,243.12541958706166,0.48065767639786516,0.14442013129102982,3200.0,85.1,1.0,60.0
729,736,,,10.571115973741794,10.663019693654267,2642.668913906352,198.27222812624458,0.4469082833554052,0.09190371991247304,3200.0,0.1,1.5,60.0
756,759,,,10.925601750547045,10.964989059080962,611.0628135230073,115.87600206848343,0.18114089069084605,0.039387308533916254,3200.0,0.1,1.5,60.0
729,736,,,10.571115973741794,10.663019693654267,2871.695770390239,203.02405512937267,0.47688195564550817,0.09190371991247304,3200.0,5.1,1.5,60.0
755,760,,,10.912472647702407,10.978118161925602,1101.6442589827514,151.43484620012148,0.20118339946673425,0.06564551422319553,3200.0,5.1,1.5,60.0
729,736,,,10.571115973741794,10.663019693654267,3018.575957005148,205.97344006151835,0.4985337032553323,0.09190371991247304,3200.0,10.1,1.5,60.0
755,760,,,10.912472647702407,10.978118161925602,1088.8061492847207,151.1063825003526,0.2033214473936802,0.06564551422319553,3200.0,10.1,1.5,60.0
729,736,,,10.571115973741794,10.663019693654267,3208.091312978653,209.6443893757422,0.5295354250369078,0.09190371991247304,3200.0,15.1,1.5,60.0
754,760,,,10.899343544857768,10.978118161925602,1361.1737188386835,166.6499207183401,0.2095091130442408,0.07877461706783428,3200.0,15.1,1.5,60.0
729,737,,,10.571115973741794,10.676148796498905,3562.5740443428763,221.80422745217246,0.5578379366732398,0.10503282275711179,3200.0,20.1,1.5,60.0
755,761,,,10.912472647702407,10.99124726477024,1399.5485495701207,167.31747472085732,0.22127488844295162,0.07877461706783428,3200.0,20.1,1.5,60.0
729,737,,,10.571115973741794,10.676148796498905,3781.918651601787,225.95470598660586,0.5979364643918439,0.10503282275711179,3200.0,25.1,1.5,60.0
754,761,,,10.899343544857768,10.99124726477024,1638.7797168501731,180.8751294005808,0.2209840206999023,0.09190371991247304,3200.0,25.1,1.5,60.0
729,737,,,10.571115973741794,10.676148796498905,3899.217609340126,228.23061140052423,0.6003286402727119,0.10503282275711179,3200.0,30.1,1.5,60.0
754,761,,,10.899343544857768,10.99124726477024,1604.3550072885891,180.22446766912174,0.21632164868317938,0.09190371991247304,3200.0,30.1,1.5,60.0
729,737,,,10.571115973741794,10.676148796498905,4074.1662898027257,231.64840782254345,0.6389143544203126,0.10503282275711179,3200.0,35.1,1.5,60.0
754,761,,,10.899343544857768,10.99124726477024,1635.510219072402,180.82867054341324,0.22302440998023676,0.09190371991247304,3200.0,35.1,1.5,60.0
729,738,,,10.571115973741794,10.689277899343544,4378.842800836923,241.6708518769791,0.6354225783510206,0.11816192560175054,3200.0,40.1,1.5,60.0
754,761,,,10.899343544857768,10.99124726477024,1590.3043985010424,179.9584021316446,0.21882799116634621,0.09190371991247304,3200.0,40.1,1.5,60.0
729,738,,,10.571115973741794,10.689277899343544,4475.730176440913,243.3255118713478,0.677099612553598,0.11816192560175054,3200.0,45.1,1.5,60.0
753,761,,,10.886214442013129,10.99124726477024,1791.7139006298735,191.90580453065132,0.21479344897869335,0.10503282275711179,3200.0,45.1,1.5,60.0
729,739,,,10.571115973741794,10.702407002188183,4728.659808569766,252.16813689691,0.6696631716747845,0.1312910284463893,3200.0,50.1,1.5,60.0
753,761,,,10.886214442013129,10.99124726477024,1755.446450913068,191.36779307119255,0.2059231047655523,0.10503282275711179,3200.0,50.1,1.5,60.0
729,739,,,10.571115973741794,10.702407002188183,4846.793691572076,254.3732031506162,0.6976117495442575,0.1312910284463893,3200.0,55.1,1.5,60.0
754,760,,,10.899343544857768,10.978118161925602,1296.1444600429813,165.37132634206733,0.19671339566054336,0.07877461706783428,3200.0,55.1,1.5,60.0
729,740,,,10.571115973741794,10.715536105032822,5110.766872344045,262.76127959792103,0.6928521736819335,0.14442013129102804,3200.0,60.1,1.5,60.0
755,760,,,10.912472647702407,10.978118161925602,1089.7403601251533,151.1518031595512,0.20084195706986696,0.06564551422319553,3200.0,60.1,1.5,60.0
729,741,,,10.571115973741794,10.72866520787746,5393.0559746689705,271.55513303632927,0.7161676713460825,0.1575492341356668,3200.0,65.1,1.5,60.0
755,758,,,10.912472647702407,10.951859956236323,624.3641452212269,116.26009703939486,0.1852678567195567,0.039387308533916254,3200.0,65.1,1.5,60.0
730,741,,,10.584245076586432,10.72866520787746,5249.353810135516,265.649626808117,0.706754063343104,0.14442013129102804,3200.0,70.1,1.5,60.0
730,743,,,10.584245076586432,10.75492341356674,5752.3956564036325,281.86060614061273,0.7116943547056365,0.17067833698030732,3200.0,75.1,1.5,60.0
730,744,,,10.584245076586432,10.768052516411379,6195.871458652628,292.8152068196858,0.6849846533813311,0.18380743982494607,3200.0,80.1,1.5,60.0
730,747,,,10.584245076586432,10.807439824945295,6875.561560888695,313.6565557979954,0.6800668552175997,0.22319474835886233,3200.0,85.1,1.5,60.0
729,737,,,10.571115973741794,10.676148796498905,3721.717162345094,224.7468651155091,0.5816006341106437,0.10503282275711179,3200.0,0.1,2.0,60.0
754,761,,,10.899343544857768,10.99124726477024,1717.523346688436,182.33119982722187,0.2431489609791433,0.09190371991247304,3200.0,0.1,2.0,60.0
729,737,,,10.571115973741794,10.676148796498905,3955.53264889226,229.16391475099874,0.6124990142567945,0.10503282275711179,3200.0,5.1,2.0,60.0
754,762,,,10.899343544857768,11.00437636761488,1988.884238745111,195.28294517115063,0.24403958497156109,0.10503282275711179,3200.0,5.1,2.0,60.0
729,737,,,10.571115973741794,10.676148796498905,4219.449476976177,234.30412616499203,0.653944370438376,0.10503282275711179,3200.0,10.1,2.0,60.0
754,761,,,10.899343544857768,10.99124726477024,1854.062168764523,184.9917109682626,0.2477976197738787,0.09190371991247304,3200.0,10.1,2.0,60.0
729,737,,,10.571115973741794,10.676148796498905,4410.124531080492,237.9403843786392,0.6780785160214065,0.10503282275711179,3200.0,15.1,2.0,60.0
753,762,,,10.886214442013129,11.00437636761488,2373.947585644577,209.30268270563616,0.26468515593170205,0.11816192560175054,3200.0,15.1,2.0,60.0
729,738,,,10.571115973741794,10.689277899343544,4860.676184923402,250.15108097200306,0.7311439507514415,0.11816192560175054,3200.0,20.1,2.0,60.0
753,762,,,10.886214442013129,11.00437636761488,2368.3384880995595,209.02303449240162,0.27093406871580994,0.11816192560175054,3200.0,20.1,2.0,60.0
729,738,,,10.571115973741794,10.689277899343544,5151.671852937457,255.4847200968121,0.7410060535120937,0.11816192560175054,3200.0,25.1,2.0,60.0
753,762,,,10.886214442013129,11.00437636761488,2482.8727555518785,211.19952495077362,0.2694025051597797,0.11816192560175054,3200.0,25.1,2.0,60.0
729,738,,,10.571115973741794,10.689277899343544,5308.004127010604,258.55359311142985,0.7791774486886143,0.11816192560175054,3200.0,30.1,2.0,60.0
752,763,,,10.87308533916849,11.017505470459518,2932.126571766126,231.64327763387965,0.27453188036581966,0.14442013129102804,3200.0,30.1,2.0,60.0
729,739,,,10.571115973741794,10.702407002188183,5731.926479717177,269.4392490303938,0.8197759279401318,0.1312910284463893,3200.0,35.1,2.0,60.0
752,762,,,10.87308533916849,11.00437636761488,2689.795724070246,221.32641817456363,0.2730415438809488,0.1312910284463893,3200.0,35.1,2.0,60.0
729,739,,,10.571115973741794,10.702407002188183,5867.815117853446,271.8802985744059,0.8418735844163778,0.1312910284463893,3200.0,40.1,2.0,60.0
752,762,,,10.87308533916849,11.00437636761488,2724.6777997147733,222.00300589561888,0.2754623697553682,0.1312910284463893,3200.0,40.1,2.0,60.0
729,739,,,10.571115973741794,10.702407002188183,6049.977518486816,275.2551811083756,0.8633255461578282,0.1312910284463893,3200.0,45.1,2.0,60.0
752,762,,,10.87308533916849,11.00437636761488,2639.177436208458,220.62711190369754,0.25928224577408865,0.1312910284463893,3200.0,45.1,2.0,60.0
729,740,,,10.571115973741794,10.715536105032822,6402.361444204617,284.438761129224,0.8746402786840832,0.14442013129102804,3200.0,50.1,2.0,60.0
752,762,,,10.87308533916849,11.00437636761488,2649.219410715227,221.03576292580112,0.25952249406451555,0.1312910284463893,3200.0,50.1,2.0,60.0
729,740,,,10.571115973741794,10.715536105032822,6520.523284014274,286.5815539594236,0.8991829269123799,0.14442013129102804,3200.0,55.1,2.0,60.0
751,763,,,10.859956236323852,11.017505470459518,2958.6718179854006,238.60462273863413,0.2518647896441564,0.1575492341356668,3200.0,55.1,2.0,60.0
729,741,,,10.571115973741794,10.72866520787746,6859.02225045068,295.3487806676822,0.9109085839723232,0.1575492341356668,3200.0,60.1,2.0,60.0
751,761,,,10.859956236323852,10.99124726477024,2500.731322644292,218.68597812648457,0.2462409127542211,0.1312910284463893,3200.0,60.1,2.0,60.0
729,742,,,10.571115973741794,10.741794310722101,7196.608761489308,303.7434531237874,0.9030494618454403,0.17067833698030732,3200.0,65.1,2.0,60.0
750,761,,,10.846827133479211,10.99124726477024,2632.7275631030825,227.54425372273175,0.22535155632679182,0.14442013129102982,3200.0,65.1,2.0,60.0
729,760,,,10.571115973741794,10.978118161925602,11284.403883196635,408.4726406384401,0.8874136084492195,0.4070021881838084,3200.0,70.1,2.0,60.0
729,760,,,10.571115973741794,10.978118161925602,11559.48238736948,411.6853685902273,0.8896484293180085,0.4070021881838084,3200.0,75.1,2.0,60.0
729,757,,,10.571115973741794,10.938730853391684,11190.902500056212,399.67956970506185,0.8842919268629834,0.36761487964989037,3200.0,80.1,2.0,60.0
730,754,,,10.584245076586432,10.899343544857768,10605.793796830427,382.33895237044794,0.8575764613251888,0.31509846827133536,3200.0,85.1,2.0,60.0
,,,,,,,,,,3200.0,0.1,0.5,85.0
,,,,,,,,,,3200.0,5.1,0.5,85.0
,,,,,,,,,,3200.0,10.1,0.5,85.0
,,,,,,,,,,3200.0,15.1,0.5,85.0
,,,,,,,,,,3200.0,20.1,0.5,85.0
,,,,,,,,,,3200.0,25.1,0.5,85.0
,,,,,,,,,,3200.0,30.1,0.5,85.0
,,,,,,,,,,3200.0,35.1,0.5,85.0
,,,,,,,,,,3200.0,40.1,0.5,85.0
,,,,,,,,,,3200.0,45.1,0.5,85.0
,,,,,,,,,,3200.0,50.1,0.5,85.0
,,,,,,,,,,3200.0,55.1,0.5,85.0
,,,,,,,,,,3200.0,60.1,0.5,85.0
,,,,,,,,,,3200.0,65.1,0.5,85.0
,,,,,,,,,,3200.0,70.1,0.5,85.0
,,,,,,,,,,3200.0,75.1,0.5,85.0
,,,,,,,,,,3200.0,80.1,0.5,85.0
,,,,,,,,,,3200.0,85.1,0.5,85.0
730,735,,,10.584245076586432,10.649890590809628,1652.6791741537759,163.43264752448556,0.33326844650677656,0.06564551422319553,3200.0,0.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1652.2648303054657,163.4716860242484,0.3330366026616354,0.06564551422319553,3200.0,5.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1715.4537766384758,164.8835310461591,0.3437844344493408,0.06564551422319553,3200.0,10.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1645.9904130839968,163.2652931189075,0.3338208037070347,0.06564551422319553,3200.0,15.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1642.6018180361618,163.0540573294484,0.3373237532002922,0.06564551422319553,3200.0,20.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1612.586568041049,162.45752406018178,0.3299362152055576,0.06564551422319553,3200.0,25.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1604.283824703703,162.24243267032398,0.32904801317069965,0.06564551422319553,3200.0,30.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1533.7478981745955,160.55949465998114,0.31319764609854484,0.06564551422319553,3200.0,35.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1510.2551295855615,160.10816104638837,0.3055716366983039,0.06564551422319553,3200.0,40.1,1.0,85.0
730,735,,,10.584245076586432,10.649890590809628,1383.6687222705345,157.39421904344667,0.27104425441172775,0.06564551422319553,3200.0,45.1,1.0,85.0
731,735,,,10.597374179431071,10.649890590809628,1129.4076252214254,141.57389357072623,0.27028710469513495,0.05251641137855678,3200.0,50.1,1.0,85.0
731,735,,,10.597374179431071,10.649890590809628,1066.0052494027445,139.99388362620252,0.25597186488698287,0.05251641137855678,3200.0,55.1,1.0,85.0
731,735,,,10.597374179431071,10.649890590809628,969.0145951435629,137.43279101646183,0.23417876415018535,0.05251641137855678,3200.0,60.1,1.0,85.0
732,735,,,10.61050328227571,10.649890590809628,725.3914291744056,119.07274884005197,0.23212561974963197,0.03938730853391803,3200.0,65.1,1.0,85.0
732,735,,,10.61050328227571,10.649890590809628,686.2383475057618,117.99213054208877,0.21390289526503636,0.03938730853391803,3200.0,70.1,1.0,85.0
,,,,,,,,,,3200.0,75.1,1.0,85.0
,,,,,,,,,,3200.0,80.1,1.0,85.0
,,,,,,,,,,3200.0,85.1,1.0,85.0
729,736,,,10.571115973741794,10.663019693654267,2949.840023824156,204.4752028479578,0.49403621628004313,0.09190371991247304,3200.0,0.1,1.5,85.0
755,761,,,10.912472647702407,10.99124726477024,1369.9388470421784,166.78401340519736,0.2109095779934418,0.07877461706783428,3200.0,0.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,2974.951388719879,205.0792300599714,0.49229051600363616,0.09190371991247304,3200.0,5.1,1.5,85.0
755,760,,,10.912472647702407,10.978118161925602,1181.4853525761077,153.14914449272325,0.22621187735393122,0.06564551422319553,3200.0,5.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,3009.7650267571885,205.66728377873858,0.504199261656098,0.09190371991247304,3200.0,10.1,1.5,85.0
755,760,,,10.912472647702407,10.978118161925602,1152.6299996399512,152.55109908959056,0.2156491968508294,0.06564551422319553,3200.0,10.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,2965.060122400004,204.80877062139945,0.4936301871954367,0.09190371991247304,3200.0,15.1,1.5,85.0
755,761,,,10.912472647702407,10.99124726477024,1343.1993789182154,166.16920876990872,0.21723716359448897,0.07877461706783428,3200.0,15.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,3003.7148993841956,205.63396535074295,0.49309410274418175,0.09190371991247304,3200.0,20.1,1.5,85.0
755,760,,,10.912472647702407,10.978118161925602,1120.9297164998932,151.8376381208401,0.2096326956069734,0.06564551422319553,3200.0,20.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,2896.6487326352294,203.57734554161004,0.4698076160724598,0.09190371991247304,3200.0,25.1,1.5,85.0
755,760,,,10.912472647702407,10.978118161925602,1094.226048587895,151.17474202741244,0.21425668643782636,0.06564551422319553,3200.0,25.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,2805.1797881553002,201.72892407687738,0.45128455770110465,0.09190371991247304,3200.0,30.1,1.5,85.0
755,760,,,10.912472647702407,10.978118161925602,1106.6768629301855,151.53415263027478,0.2021977364587979,0.06564551422319553,3200.0,30.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,2757.920802215885,200.77087381270303,0.45314289912312367,0.09190371991247304,3200.0,35.1,1.5,85.0
729,736,,,10.571115973741794,10.663019693654267,2711.9984216982216,199.93585910473783,0.4467639327373625,0.09190371991247304,3200.0,40.1,1.5,85.0
730,736,,,10.584245076586432,10.663019693654267,2413.7183309700463,187.5566266833807,0.426524726495471,0.07877461706783428,3200.0,45.1,1.5,85.0
730,736,,,10.584245076586432,10.663019693654267,2255.0402424280464,184.1191031040579,0.41341754946928555,0.07877461706783428,3200.0,50.1,1.5,85.0
730,736,,,10.584245076586432,10.663019693654267,2151.4982598939405,182.11106213698437,0.38145528160988995,0.07877461706783428,3200.0,55.1,1.5,85.0
730,737,,,10.584245076586432,10.676148796498905,2253.557970495218,190.93160244591235,0.379361993207749,0.09190371991247304,3200.0,60.1,1.5,85.0
