       64.916558       67.197468       82.096164       82.096164       82.096164
       75.968581       75.968581       76.523537       67.153305       65.482766
       68.361878       64.769519       64.769519       54.206847       54.206847
       54.206847       54.206847       52.965629       44.733939       44.733939
       46.744777       47.080129       48.382509       48.563464       49.076601
       43.517358       44.654333       43.007539       43.007539       43.007539
       50.301595       50.123141       50.123141       50.123141       59.951015
       47.769645       47.769645       44.454778       51.877210       50.328304
       50.328304       50.328304       44.699696       48.673990       48.747007
       48.159552       45.748967       45.864437       53.285603       53.285603
       53.285603       53.285603       46.102307       46.102307       47.443154
       41.986037       41.986037       43.787339       43.787339       43.674525
       43.674525       43.674525       43.674525       43.674525       43.674525
       43.674525       43.674525       56.060800       56.060800       56.060800
       63.261356       61.929971       69.964902       65.708675       68.404215
       68.404215       68.404215       68.404215       68.454378       63.837310
       62.188271       63.852783       61.662683       61.662683       61.410827
       63.491204       63.491204       63.442098       61.731608       61.731608
       61.526827       72.483949       68.554058       62.551820       62.551820
       62.551820       62.551820       62.551820       59.903700       59.697440
       59.703437       52.271419       52.271419       52.271419       45.708203
       45.708203       45.708203       42.796502       42.796502       53.498917
       54.514276       58.200470       66.203411       66.627221       66.101414
       65.612182       65.612182       66.717406       60.168441       62.428188
       71.017628       71.017628       71.781754       71.709503       66.461732
       66.461732       63.974877       63.974877       60.414144       60.414144
       60.097072       56.447955       56.382437       49.031083       47.601618
       47.601618       47.601618       43.473862       44.270788       42.234074
       42.234074       42.234074       39.120787       39.120787       55.165063
       42.679303       39.633352       30.822860       30.822860       30.822860
       30.822860       30.822860       30.822860       30.822860       41.923196
       51.763350       53.690610       63.989941       67.733761       60.656650
       60.656650       63.090082       62.247890       75.993455       82.663016
       74.748689       75.427753       86.343712       86.343712       83.275010
       82.826880       82.826880       82.826880       81.810299       81.810299
       81.810299       67.845215       70.663222       70.663222       71.649308
       67.881146       77.152660       77.152660       76.750208       77.002571
       77.002571       77.002571       76.993728       76.993728       83.058199
       83.058199       83.058199       74.371382       74.371382       77.476806
       77.476806       77.476806       77.476806       77.476806       77.476806
       79.184398       75.760792       74.887972       77.879605       77.879605
       82.433832       84.179454       87.067304       87.067304       76.911800
       76.911800       77.878907       77.878907       77.838213       72.564251
       76.862301       76.260908       76.260908       75.328564       65.937758
       63.860572       55.079879       55.079879       59.854644       52.162441
       52.162441       56.887117       59.742337       64.007039       64.007039
       64.007039       61.289543       59.852407       59.896932       67.041594
       62.723631       61.778818       61.778818       62.811212       69.488208
       58.449343       52.267671       55.499931       55.499931       55.499931
       71.177144       68.760777       68.760777       71.425460       70.550637
       70.550637       69.139918       71.742095       70.069983       83.483677
       83.759247       83.759247       83.759247       80.777797       80.777797
       80.777797       80.782158       84.345682       87.386504       87.386504
       70.457476       75.090649       81.875801       83.458917       83.458917
       83.458917       72.877697       86.070517       82.971488       81.810788
       89.711321       89.711321       89.711321       89.711321       76.564062
       87.739011       75.034220       77.565456       77.565456       82.614102
       82.614102       82.614102       89.053022       84.907718       82.167039
       82.167039       82.167039       78.629990       78.685417       85.717808
       81.334685       81.334685       81.334685       83.425606       83.425606
       89.327686       81.030579       74.447985       74.447985       70.516480
       69.703316       70.003707       70.903083       71.628079       81.447782
       81.447782       81.447782       81.447782       81.273583       81.273583
       81.273583       87.065936       87.188861       87.188861       83.413328
       83.413328       83.413328       83.413328       83.413328       75.642619
       75.642619       71.209899       64.633631       70.477582       70.477582
       61.651468       54.662554       59.690928       43.513039       43.513039
       43.513039       49.392979       49.705374       49.705374       49.705374
       49.705374       56.776427       55.488568       57.534055       57.534055
       57.534055       52.463409       33.791529       33.791529       33.791529
       33.791529       33.791529       33.791529       42.829173       44.965365
       44.043698       44.043698       61.910826       61.910826       61.054902
       61.555925       61.555925       61.555925       61.555925       62.568341
       47.666837       51.882452       51.882452       51.882452       52.679471
       52.679471       50.526797       50.526797       48.318155       47.771233
       45.277815       52.412819       52.412819       48.390676       50.202240
       56.928543       58.213597       66.016081       68.032183       67.775983
       67.775983       58.203882       60.568530       60.568530       60.568530
       60.529242       60.529242       58.135648       58.135648       58.135648
       64.009825       64.009825       64.346353       64.346353       64.346353
       64.378871       66.134422       67.403740       71.205201       69.649827
       70.899210       69.859015       64.600412       64.600412       63.497246
       63.497246       63.814389       68.015750       66.870593       68.252912
       68.234625       66.050677       62.956083       61.889303       61.889303
       56.787893       56.787893       45.705307       45.705307       45.705307
       45.705307       45.705307       43.689624       39.754246       39.754246
       39.754246       39.754246       39.754246       29.139446       33.143399
       29.831678       48.729079       41.172939       41.172939       41.172939
       41.172939       41.513080       36.263138       36.263138       36.263138
       36.779728       36.779728       48.810816       48.810816       49.430425
       48.849032       48.849032       48.565192       43.032283       38.609384
       36.203129       36.260698       47.012922       40.423917       40.423917
       40.423917       40.348619       42.060533       27.003564       27.003564
       27.003564       27.003564       34.259810       43.756547       46.822462
       46.822462       46.822462       50.853845       50.853845       51.892087
       51.892087       53.936878       48.915029       48.915029       48.915029
       48.915029       48.915029       49.979851       58.319614       58.319614
       57.856722       55.880546       59.474391       55.707035       55.707035
       55.707035       52.235941       52.175463       48.277320       48.701273
       49.953404       50.896474       37.995001       37.995001       62.076992
       56.453864       53.942153       29.226039       29.409105       29.409105
       34.589703       34.463245       36.212977       45.497753       45.497753
       43.465506       42.846087       42.642802       42.642802       42.642802
       42.642802       40.497539       43.848252       43.848252       43.848252
       44.993663       44.854229       44.854229       36.968711       55.471962
       55.471962       53.628167       52.550543       52.092190       52.092190
       59.697720       60.973921       60.973921       60.973921       62.905342
       62.905342       62.905342       59.913328       56.819301       56.819301
       54.693558       54.693558       52.721649       51.675085       43.053121
       51.290467       51.290467       49.666772       49.666772       52.199084
       52.199084       49.664437       52.182099       53.530218       55.954006
       55.954006       55.954006       62.937861       62.937861       70.245941
       74.552004       70.395649       74.691952       73.494538       73.149655
       66.713418       61.650363       63.993364       63.993364       56.960865
       56.960865       56.960865       62.457121       57.366294       57.366294
       57.366294       59.888918       60.782609       56.208903       56.208903
       60.438497       60.438497       60.438497       60.080821       57.173310
       57.173310       55.981607       60.101348       60.101348       54.301212
       54.301212       54.261720       54.712000       49.105113       25.432682
       25.432682       25.432682       25.432682       39.999312       48.233931
       48.233931       48.499036       46.156250       37.941623       43.859336
       43.859336       43.311996       46.198118       46.198118       46.198118
       46.198118       45.016805       59.246378       60.221159       38.087830
       39.946444       39.946444       38.383037       40.638308       40.638308
       29.698231       29.698231       29.698231       31.806241       36.463789
