TIC,Sector,snr,period_d,period_h,angDist,designation,ra,ra_error,dec,dec_error,parallax,g_rp,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg
59025325,14,2.66642995074643,0.273282408155611,6.55877779573467,0,Gaia DR2 2035038900276000000,296.848176370738,0.078551408355556,33.7743174038893,0.091243730312768,40.8165277367188,1.3799629,296.84817637074,33.77431740389,,,619-084612,19472347+3346288,,J194723.53+334627.8,2.035038900276E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,16.322,0.206,14.6474,0.000817,13.134,0.008,cdwrf,cdwrf,2975,157,5.0934,0.0309,,,0.185,0.006,0.154,0.02,,,,,,,296.84817637074,33.77431740389
160618342,26,4.04083742156511,0.273057910537316,6.55338985289558,1.613528,Gaia DR2 1702940484026988544,246.408322911311,0.081299353928352,74.3355856390833,0.076812860596459,21.6326857847442,1.3531761,246.4081146497,74.33514097843,,,,16253795+7420065,,J162537.98+742007.6,1.70294048402699E+018,,,STAR,tmgaia2,tmgaia2,13.061,0.149,103.276,0.15,gaia2,21.6327,0.0844,17.68,0.2,16.0163,0.00184,14.534,0.009,cdwrf,cdwrf,2989,157,5.1122,0.0341,,,0.176,0.005,0.146,0.02,46.1658,0.1813,,,0.1806,0.182,246.40832291131,74.33558563908
50232454,13,3.14047923193564,0.272285551930237,6.5348532463257,1.510343,Gaia DR2 4637430022336195712,29.128139945422,0.077818115800348,-74.9576754745546,0.074216307810812,23.2062910838811,1.4419365,29.12653433203,-74.95762682647,,,,01563033-7457275,,J015630.64-745727.5,4.6374300223362E+018,,,STAR,tmgaia2,tmgaia2,96.784,0.15,-11.298,0.15,gaia2,23.2063,0.0906,,,15.7157,0.000901,14.11,0.008,cdwrf,cdwrf,2858,157,5.0335,0.0204,,,0.218,0.007,0.187,0.02,43.0392,0.1691,,,0.1684,0.1698,29.12813994542,-74.95767547455
10583672,26,2.78012528577392,0.269508073661841,6.46819376788419,1.344282,Gaia DR2 4604234013949024768,268.574860089556,0.164670394704293,33.0387526632364,0.210493271591856,29.4231143121978,1.467123,268.57443087088,33.03865281667,,,616-058218,17541784+3302191,,J175417.91+330219.5,4.60423401394903E+018,48628690,,STAR,tmgaia2,tmgaia2,83.57,2,23.19,2,sblink,,,14.672,0.108,13.4708,0.007014,11.911,0.012,cdwrf,cdwrf,3207,157,4.8761,0.0004,,,0.348,0.011,0.332,0.02,44.4415,,,,,,268.57486008956,33.03875266324
52256020,1,4.37173546174722,0.265832200717532,6.37997281722077,0,Gaia DR2 4691426694779173376,20.7981144986298,0.171104363914782,-69.360670897735,0.129885263008816,22.4792874288084,1.5503759,20.79811449863,-69.36067089774,,,,01231125-6921379,,J012311.45-692138.2,4.69142669477917E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,16.498301,0.001836,14.735,0.009,cdwrf,cdwrf,2801,157,5.0571,0.0235,,,0.204,0.006,0.173,0.02,,,,,,,20.79811449863,-69.36067089774
159731901,27,3.6097369133237,0.265498830570273,6.37197193368654,1.235348,Gaia DR2 6580822871745518976,318.874502885132,0.115071382242325,-41.0890099639189,0.08810133270816,31.3079282964756,1.4375858,318.87405047184,-41.0889714079,,,,21152976-4105203,,J211529.84-410520.4,6.58082287174552E+018,,,STAR,tmgaia2,tmgaia2,79.195,0.206,-8.955,0.182,gaia2,31.3079,0.1739,,,16.305401,0.00152,14.702,0.008,cdwrf,cdwrf,2854,157,5.2081,0.0526,,,0.138,0.004,0.111,0.02,31.9132,0.1785,,,0.1775,0.1794,318.87450288513,-41.08900996392
265135482,7,2.61341647930375,0.264503311799378,6.34807948318508,1.846247,Gaia DR2 3093607085805870464,127.464512740594,0.069452382576051,5.97730479165798,0.052460413593602,29.3544295146963,1.3658571,127.46502232659,5.97722637348,,,,08295160+0558380,1.23765849333026E+018,J082951.52+055838.2,3.09360708580587E+018,,,STAR,tmgaia2,tmgaia2,-117.712,0.146,18.213,0.092,gaia2,29.3544,0.0873,16.97,0.2,15.4868,0.000921,13.994,0.008,cdwrf,cdwrf,3001,157,5.1136,0.0343,,,0.175,0.005,0.145,0.02,34.0334,0.1019,,,0.1016,0.1022,127.46451274059,5.97730479166
362259204,20,3.95137966206555,0.262867921098839,6.30883010637213,0.939511,Gaia DR2 2268329119880159232,286.476002605237,0.047693382422575,75.4299010563666,0.048137859486863,20.0677849734776,1.2866287,286.47567188824,75.42965369766,,,828-018914,19055415+7525469,,J190554.21+752547.3,2.26832911988016E+018,,,STAR,tmgaia2,tmgaia2,19.323,0.093,57.451,0.099,gaia2,20.0678,0.0451,17.09,0.2,15.361,0.000761,13.973,0.007,cdwrf,cdwrf,3146,157,5.0194,0.0185,,,0.227,0.007,0.196,0.02,49.7597,0.1125,,,0.1122,0.1127,286.47600260524,75.42990105637
98727246,4,3.03661551275356,0.262659265615115,6.30382237476275,3.299171,Gaia DR2 5153710173923632000,44.1135378856512,0.355980764418075,-16.4604129183105,0.347532126598875,32.5595820170496,1.3806791,44.11262650693,-16.46013736078,,,,02562700-1627365,,J025627.16-162737.2,5.15371017392363E+018,,,STAR,tmgaia2,tmgaia2,203,8,-64,8,sblink,,,17.17,0.2,15.2696,0.000928,13.75,0.008,cdwrf,cdwrf,2944,157,5.0901,0.029,,,0.186,0.006,0.156,0.02,,,,,,,44.11353788565,-16.46041291831
309850275,16,2.59637279032254,0.262376192189865,6.29702861255677,4.483635,Gaia DR2 1599270384502442752,229.154372877945,0.057669597282413,53.9304117907915,0.060202144222998,43.1194178727247,1.309061,229.1554336569,53.92933425625,,,720-054252,15163731+5355457,1.2376553483514E+018,,1.59927038450244E+018,,,STAR,tmgaia2,tmgaia2,-145.061,0.114,250.265,0.114,gaia2,43.1194,0.0661,15.84,0.2,13.9831,0.000967,12.563,0.008,cdwrf,cdwrf,3095,157,5.0606,0.025,,,0.202,0.006,0.171,0.02,23.1759,0.0358,,,,,229.15437287795,53.93041179079
53842250,1,4.28643435079515,0.261741726187078,6.28180142848988,1.893821,Gaia DR2 6617417985970280448,327.605199156147,0.080855960430751,-29.324813844583,0.063687701353603,23.3187063613789,1.370966,327.60519903057,-29.32428778319,,,,21502525-2919272,,J215025.24-291928.6,6.61741798597028E+018,,,STAR,tmgaia2,tmgaia2,0.025,0.149,-122.182,0.12,gaia2,23.3187,0.0882,17.2,0.2,15.7524,0.001583,14.249,0.008,cdwrf,cdwrf,2974,157,5.0819,0.0288,,,0.19,0.006,0.16,0.02,42.8319,0.1629,,,0.1623,0.1636,327.60519915615,-29.32481384458
72982250,7,2.73200331990384,0.261671220208604,6.2801092850065,1.069188,Gaia DR2 3069059561007145344,120.1198959106,0.08732861447506,-3.1161548763776,0.053974060773187,24.0850511231845,1.364522,120.11999632597,-3.11587531665,,,,08002880-0306571,,J080028.78-030657.8,3.06905956100715E+018,,,STAR,tmgaia2,tmgaia2,-23.288,0.186,-64.93,0.125,gaia2,24.0851,0.1122,17.9,0.2,15.4086,0.000704,13.91,0.007,cdwrf,cdwrf,2965,157,5.0422,0.0218,,,0.213,0.006,0.182,0.02,41.4713,0.1944,,,0.1935,0.1953,120.1198959106,-3.11615487638
251846450,2,2.95928966308761,0.260983756169487,6.2636101480677,1.869366,Gaia DR2 2315849737553379840,7.06036709094605,0.0700618546843,-32.4656422716629,0.04080791296769,28.4686359019016,1.3348618,7.05979512634,-32.46545053967,,,288-000516,00281434-3227556,,J002814.44-322756.0,2.31584973755338E+018,14979463,,STAR,tmgaia2,tmgaia2,112.082,0.114,-44.531,0.074,gaia2,28.4686,0.0813,15.169,0.089,13.4684,0.000791,12.011,0.008,cdwrf,cdwrf,3034,157,4.8581,0.0011,,,0.366,0.011,0.353,0.02,35.0912,0.101,,,0.1007,0.1012,7.06036709095,-32.46564227166
165528645,21,3.17108342230743,0.260598373147141,6.25436095553138,4.131249,Gaia DR2 1418070593367167744,266.053370914339,0.044578176182555,55.8317316556916,0.064007195598902,30.6893003000162,1.3465719,266.0532639918,55.83058565883,,,730-056239,17441278+5549499,,J174412.79+554952.8,1.41807059336717E+018,,,STAR,tmgaia2,tmgaia2,13.948,0.097,266.167,0.113,gaia2,30.6893,0.0551,16.84,0.2,15.1395,0.000675,13.668,0.008,cdwrf,cdwrf,3013,157,5.0823,0.029,,,0.19,0.006,0.159,0.02,32.5541,0.0588,,,0.0587,0.0589,266.05337091434,55.83173165569
252875556,20,2.78091248048607,0.260267919606663,6.24643007055991,2.591635,Gaia DR2 991165550112776448,100.242169168804,0.058127365249684,49.7409945548566,0.060059149422765,30.3881615976827,1.3502874,100.24209993113,49.74171306165,,,699-045453,06405810+4944304,,J064058.11+494428.4,9.91165550112777E+017,54319769,,STAR,tmgaia2,tmgaia2,10.392,0.105,-166.879,0.104,gaia2,30.3882,0.0636,15.72,0.2,14.1169,0.001498,12.639,0.008,cdwrf,cdwrf,3006,157,4.949,0.0086,,,0.28,0.008,0.253,0.02,32.8765,0.0693,,,,,100.2421691688,49.74099455486
117626744,5,3.68829781336167,0.257943236308552,6.19063767140525,1.644343,Gaia DR2 3170966696712209664,67.6439061772476,0.20111495387635,-17.9596973881623,0.175111569331315,24.3803726919788,1.3346128,67.64357341807,-17.96002667677,,,361-005608,04303445-1757361,,J043034.51-175735.3,3.17096669671221E+018,,,STAR,tmgaia2,tmgaia2,73.52,2,76.48,2,sblink,,,17.84,0.2,15.5364,0.000606,14.079,0.007,cdwrf,cdwrf,3026,157,5.0818,0.0271,,,0.19,0.006,0.16,0.02,,,,,,,67.64390617725,-17.95969738816
441154168,4,2.75160798335002,0.25691308866555,6.1659141279732,3.311153,Gaia DR2 5158286375678363648,41.0638926628334,0.079473593453624,-13.6046231526648,0.091213973578781,36.6832205542813,1.2704935,41.06306030033,-13.60418557767,,,382-002952,02441512-1336149,,J024415.26-133616.1,5.15828637567836E+018,5108569,,STAR,tmgaia2,tmgaia2,187.899,0.161,-101.63,0.173,gaia2,36.6832,0.1081,15.466,0.051,14.0027,0.001249,12.635,0.007,cdwrf,cdwrf,3180,157,5.0294,0.0198,,,0.22,0.007,0.19,0.02,27.2393,0.0808,,,0.0805,0.0811,41.06389266283,-13.60462315266
450348875,24,4.00448622017679,0.254450225960574,6.10680542305379,1.530078,Gaia DR2 1285816868011943040,219.833547673418,0.045999836465215,30.5580236231279,0.052500870973491,34.8979809733156,1.3804541,219.83389920386,30.55772527607,,,,14392013+3033278,,J143920.07+303328.5,1.28581686801194E+018,,,STAR,tmgaia2,tmgaia2,-70.307,0.124,69.293,0.139,gaia2,34.898,0.0757,17.23,0.2,15.4848,0.001122,13.965,0.008,cdwrf,cdwrf,2941,157,5.1671,0.0446,,,0.152,0.005,0.124,0.02,28.6314,0.0626,,,0.0624,0.0627,219.83354767342,30.55802362313
25837464,9,2.81139076183486,0.253044389373063,6.07306534495351,1.487282,Gaia DR2 5439372675033559936,145.796320138578,0.054024338218095,-33.2519367469494,0.076377657036807,23.2629029873209,1.292469,145.7968133635,-33.25196019291,,,,09431123-3315070,,J094311.15-331507.0,5.43937267503356E+018,,,STAR,tmgaia2,tmgaia2,-95.799,0.149,5.446,0.201,gaia2,23.2629,0.0966,16.9,0.2,14.7809,0.000512,13.384,0.007,cdwrf,cdwrf,3134,157,4.9906,0.014,,,0.247,0.007,0.217,0.02,42.9348,0.1795,,,0.1787,0.1802,145.79632013858,-33.25193674695
93052282,4,3.16940962355481,0.251456042911487,6.03494502987568,0.85473,Gaia DR2 5112877988560588032,52.503444566935,0.134700706825734,-14.6821538235792,0.085939197176612,22.854553323439,1.3798304,52.50322423478,-14.68225843255,,,,03300076-1440561,,J033000.80-144055.9,5.11287798856059E+018,,,STAR,tmgaia2,tmgaia2,49.503,0.229,24.296,0.209,gaia2,22.8546,0.1546,18.41,0.2,16.2796,0.001486,14.76,0.008,cdwrf,cdwrf,2938,157,5.1554,0.0415,,,0.157,0.005,0.129,0.02,43.7032,0.2975,,,0.2955,0.2995,52.50344456694,-14.68215382358
206623351,2,3.75172446801536,0.249119402905652,5.97886566973564,1.506824,Gaia DR2 4909739951154688768,23.6925137569012,0.051735026089122,-57.1324695751142,0.047071460302216,21.7592310733349,1.3826494,23.69178708513,-57.13232932169,,,,01344601-5707564,,J013446.14-570756.7,4.90973995115469E+018,,,STAR,tmgaia2,tmgaia2,91.594,0.093,-32.575,0.096,gaia2,21.7592,0.0653,,,15.5826,0.001134,14.063,0.008,cdwrf,cdwrf,2955,157,5.0252,0.019,,,0.223,0.007,0.192,0.02,45.8971,0.1385,,,0.1381,0.139,23.6925137569,-57.13246957511
117098739,19,3.07617994171399,0.24813774631958,5.95530591166993,0,Gaia DR2 3448119596292011008,86.3531479435371,0.247150761445392,32.1419237650925,0.230292778328222,26.7513061941484,1.3265285,86.35314794354,32.14192376509,,,611-024243,05452464+3208332,,J054524.70+320832.0,3.44811959629201E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,15.496,0.698,14.7097,0.00138,13.264,0.008,cdwrf,cdwrf,3044,157,5.0123,0.0163,,,0.232,0.007,0.201,0.02,,,,,,,86.35314794354,32.14192376509
44646061,4,2.60165624950905,0.248078765811858,5.9538903794846,1.39363,Gaia DR2 4890165929761090048,59.3294943538065,0.034535727856154,-27.1850030168353,0.043753803459966,27.8569430670368,1.2834749,59.32908174583,-27.18512610604,,,315-004283,03571897-2711065,,J035719.04-271106.1,4.89016592976109E+018,13187410,,STAR,tmgaia2,tmgaia2,85.245,0.088,28.589,0.108,gaia2,27.8569,0.0604,16,0.2,14.8201,0.000468,13.434,0.007,cdwrf,cdwrf,3142,157,5.0544,0.0242,,,0.205,0.006,0.174,0.02,35.8607,0.0782,,,0.0781,0.0783,59.32949435381,-27.18500301684
202491017,22,3.0516336811981,0.247265006271661,5.93436015051986,2.071306,Gaia DR2 1643898427602567808,229.766801068189,0.079818311547217,64.2139282448694,0.076557350274481,32.741078898236,1.3802166,229.76630597651,64.2133947125,,,,15190389+6412481,,J151903.99+641249.5,1.64389842760257E+018,,,STAR,tmgaia2,tmgaia2,50.023,0.154,123.917,0.143,gaia2,32.7411,0.0806,18.17,0.2,15.7032,0.000823,14.186,0.008,cdwrf,cdwrf,2955,157,5.1889,0.0491,,,0.144,0.004,0.117,0.02,30.516,0.0756,,,0.0754,0.0758,229.76680106819,64.21392824487
245219123,14,3.28740286740793,0.244425171636013,5.86620411926431,1.338289,Gaia DR2 1836582961303827072,302.78326714261,0.032681646689592,27.442619886033,0.040406847884019,21.9702902416713,1.321024,302.78302995073,27.44292629285,,,588-104821,20110791+2726346,,J201107.96+272633.7,1.83658296130383E+018,,,STAR,tmgaia2,tmgaia2,48.89,0.082,-71.165,0.077,gaia2,21.9703,0.0593,16.07,0.2,14.8759,0.000739,13.441,0.008,cdwrf,cdwrf,3075,157,4.9693,0.0113,,,0.263,0.008,0.235,0.02,45.4567,0.1235,,,0.1232,0.1238,302.78326714261,27.44261988603
356632694,14,3.39280842956485,0.241537117108349,5.79689081060037,2.184235,Gaia DR2 1640572714166158976,232.291169452777,0.100175830449158,63.2151642806616,0.116552927503201,37.6057848903532,1.5594606,232.29247838348,63.21502219131,,,,15291017+6312539,,J152909.98+631254.4,1.64057271416616E+018,,,STAR,tmgaia2,tmgaia2,-137,8,33,8,sblink,,,,,15.9757,0.000937,14.167,0.008,cdwrf,cdwrf,,,5.1072,0.0329,,,0.178,0.005,0.148,0.02,,,,,,,232.29116945278,63.21516428066
334519921,22,2.7280366109804,0.24136524258038,5.79276582192911,3.557772,Gaia DR2 3999976954857976064,181.646338437191,0.119125871102316,21.9188184855297,0.070725129286234,31.8973721446586,1.3677826,181.64740170809,21.91875790122,,,,12063536+2155074,1.23766773450749E+018,J120635.19+215507.6,3.99997695485798E+018,,,STAR,tmgaia2,tmgaia2,-229.102,0.222,14.07,0.147,gaia2,31.8974,0.1527,17.84,0.2,15.4967,0.001178,13.995,0.008,cdwrf,cdwrf,2969,157,5.1517,0.0413,,,0.158,0.005,0.13,0.02,31.3234,0.1509,,,0.1502,0.1517,181.64633843719,21.91881848553
139990632,1,4.17838070166688,0.24059579639202,5.77429911340847,2.173519,Gaia DR2 6558411182637756928,328.089057821427,0.045083116899587,-52.1564780192237,0.053964562177947,23.506230332347,1.3319073,328.08859794698,-52.15594424138,,,,21522126-5209212,,J215221.32-520922.5,6.55841118263776E+018,,,STAR,tmgaia2,tmgaia2,65.529,0.092,-123.974,0.123,gaia2,23.5062,0.0752,17.85,0.2,15.7195,0.000599,14.267,0.007,cdwrf,cdwrf,3037,157,5.1043,0.0326,,,0.179,0.005,0.149,0.02,42.4903,0.1367,,,0.1363,0.1372,328.08905782143,-52.15647801922
117817258,7,3.40963459024672,0.240558731570834,5.77340955770003,1.467839,Gaia DR2 2894711926334634880,96.7575630668741,0.034994382817331,-31.0339242828036,0.041952848934971,35.6921596027811,1.301878,96.75771257096,-31.03353719691,,,295-011276,06270184-3102006,,J062701.82-310201.6,2.89471192633463E+018,,,STAR,tmgaia2,tmgaia2,-29.753,0.075,-89.904,0.089,gaia2,35.6922,0.0492,16.68,0.2,14.5281,0.000839,13.117,0.007,cdwrf,cdwrf,3105,157,5.0787,0.0283,,,0.192,0.006,0.161,0.02,27.9947,0.0388,,,0.0388,0.0389,96.75756306687,-31.0339242828
108946231,7,2.81162381820749,0.236835111414762,5.68404267395428,1.048226,Gaia DR2 5611541833580671488,112.750867561617,0.521887889163719,-29.2899268007341,0.601216590291621,25.5705934660887,1.6117334,112.7512,-29.2899,,,304-025162,07310028-2917236,,J073100.22-291723.6,,,,STAR,2mass,2mass,119.16,2,211.78,2,tic7,,,16.4,0.2,,,13.179,0.059,cdwrf,cdwrf,,,5.0925,0.5509,,,0.183,0.042,0.151,0.046,,,,,,,112.751184,-29.289898
138579249,14,2.64711576684173,0.234949092661483,5.6387782238756,1.054798,Gaia DR2 863023066240737152,175.783092080177,0.047536811463253,62.3435566064846,0.041222971210661,26.9956264615639,1.3235149,175.78248552539,62.34347548032,,,,11430780+6220365,1.23765546484059E+018,J114307.89+622036.7,8.63023066240737E+017,58597571,,STAR,tmgaia2,tmgaia2,65.391,0.106,18.842,0.083,gaia2,26.9956,0.0559,17.07,0.101,15.2703,0.000745,13.83,0.008,cdwrf,cdwrf,3055,157,5.0891,0.0302,,,0.187,0.006,0.156,0.02,37.0036,0.0772,,,0.077,0.0773,175.78309208018,62.34355660648
34781149,18,2.69404029570922,0.228720130839678,5.48928314015227,3.661965,Gaia DR2 115851902384016128,46.2840551792456,0.460350519524412,27.7075048501943,0.406024841891542,31.1965745440381,1.4044628,46.28292715658,27.70769816507,,,,03050786+2742278,,J030508.08+274227.2,1.15851902384016E+017,,,STAR,tmgaia2,tmgaia2,231.95,2,-44.9,2,sblink,,,17.08,0.2,15.2342,0.001451,13.685,0.009,cdwrf,cdwrf,2920,157,5.0675,0.0237,,,0.198,0.007,0.167,0.02,,,,,,,46.28405517925,27.70750485019
53067214,6,4.56144706278802,0.224060480862519,5.37745154070045,2.368301,Gaia DR2 5607355546128350464,102.773545075896,0.056498659156763,-31.4336873568671,0.073564226124773,25.0706994157031,1.3807955,102.77392869986,-31.43425800602,,,,06510574-3126033,,J065105.67-312601.9,5.60735554612835E+018,,,STAR,tmgaia2,tmgaia2,-76.023,0.123,132.538,0.137,gaia2,25.0707,0.0725,18.74,0.2,16.0357,0.00143,14.516,0.008,cdwrf,cdwrf,2943,157,5.1414,0.0392,,,0.163,0.005,0.134,0.02,39.8418,0.116,,,0.1157,0.1163,102.7735450759,-31.43368735687
198236067,14,3.36319705836331,0.223413868315261,5.36193283956626,1.115015,Gaia DR2 1625739061060921088,248.831603044916,0.040903420618851,62.5827110369714,0.048370855599052,20.4517250399813,1.2934723,248.8318956881,62.58243216066,,,763-046797,16351967+6234567,1.23767193926579E+018,J163519.60+623457.4,1.62573906106092E+018,,,STAR,tmgaia2,tmgaia2,-31.298,0.087,64.771,0.103,gaia2,20.4517,0.0458,16.16,0.2,15.0706,0.000954,13.677,0.008,cdwrf,cdwrf,3154,157,4.9932,0.0147,,,0.245,0.007,0.215,0.02,48.8269,0.11,,,0.1098,0.1102,248.83160304492,62.58271103697
339607562,2,4.0033375009338,0.222431998255958,5.338367958143,1.42044,Gaia DR2 4734936122236789120,46.2737981648643,0.04836032077497,-53.2884599255981,0.055739838169923,22.5427381981087,1.3368597,46.27313938681,-53.28843548024,,,184-002707,03050556-5317182,,J030505.66-531718.4,4.73493612223679E+018,26131018,,STAR,tmgaia2,tmgaia2,91.465,0.091,-5.677,0.11,gaia2,22.5427,0.0589,16.645,0.08,14.4578,0.000728,13.001,0.008,cdwrf,cdwrf,3044,157,4.9177,0.0047,,,0.307,0.009,0.285,0.02,44.3038,0.1165,,,0.1163,0.1168,46.27379816486,-53.2884599256
320388380,25,4.91216500733927,0.221174045508762,5.3081770922103,2.018267,Gaia DR2 1300612927268682496,249.735325085068,0.032177586424299,24.5999561401791,0.045169683628748,35.6807667546125,1.297019,249.73474794587,24.59975881676,,,573-056215,16385633+2435591,1.23766233626011E+018,J163856.43+243559.6,1.30061292726868E+018,45584153,,STAR,tmgaia2,tmgaia2,121.879,0.08,45.83,0.102,gaia2,35.6808,0.0601,16.71,0.2,14.5494,0.000511,13.143,0.007,cdwrf,cdwrf,3104,157,5.079,0.0282,,,0.192,0.006,0.161,0.02,28.0037,0.0475,,,0.0474,0.0476,249.73532508507,24.59995614018
273536065,19,4.11570591314106,0.220120440490223,5.28289057176535,1.458022,Gaia DR2 272750974719257600,68.8884772027173,0.066047201440791,52.146713017003,0.048078939742194,20.6360022953848,1.3114967,68.88868501275,52.14709742371,,,,04353328+5208495,,J043533.24+520848.6,2.72750974719258E+017,,,STAR,tmgaia2,tmgaia2,-29.618,0.11,-89.282,0.086,gaia2,20.636,0.0773,17.08,0.2,15.2895,0.000865,13.867,0.008,cdwrf,cdwrf,3091,157,5.0086,0.0167,,,0.234,0.007,0.204,0.02,48.3923,0.1824,,,0.1817,0.1831,68.88847720272,52.146713017
165688184,16,2.73411332472,0.217228909258413,5.21349382220192,2.011893,Gaia DR2 1600624914108541824,230.115009191146,0.070264302277315,55.6469703175543,0.076089644513419,39.7139796338302,1.3815632,230.11418514255,55.64728031415,,,729-051746,15202740+5538502,1.23766860207083E+018,J152027.53+553849.4,1.60062491410854E+018,,,STAR,tmgaia2,tmgaia2,108,8,-72,8,sblink,,,16.7,0.2,14.5592,0.000593,13.035,0.007,cdwrf,cdwrf,2931,157,5.0695,0.0269,,,0.197,0.006,0.166,0.02,,,,,,,230.11500919115,55.64697031755
281461138,2,3.01557861239282,0.21713964567009,5.21135149608216,1.756343,Gaia DR2 4920061410401733632,5.98960955746499,0.049714703518833,-55.5290493121288,0.044466176210234,23.9957788001679,1.3320131,5.9888957018,-55.5287758612,,,173-000395,00235732-5531435,,J002357.44-553144.2,4.92006141040173E+018,,,STAR,tmgaia2,tmgaia2,93.841,0.092,-63.511,0.088,gaia2,23.9958,0.0697,17.064,0.378,14.4685,0.000532,13.015,0.007,cdwrf,cdwrf,3036,157,4.9327,0.0065,,,0.294,0.009,0.27,0.02,41.6244,0.1217,,,0.1214,0.122,5.98960955746,-55.52904931213
350332233,27,4.48562926997928,0.215289869895778,5.16695687749867,1.401589,Gaia DR2 4766929780301702144,83.9770704176659,0.043436683546632,-55.5713128154427,0.045966333524909,24.7722325344061,1.276123,83.97762328626,-55.57154491852,,,173-006363,05355461-5534175,,J053554.53-553416.9,4.7669297803017E+018,27259348,,STAR,tmgaia2,tmgaia2,-72.599,0.092,53.908,0.108,gaia2,24.7722,0.0462,16.145,0.137,14.6309,0.00081,13.257,0.007,cdwrf,cdwrf,3172,157,4.991,0.0141,,,0.247,0.007,0.217,0.02,40.3208,0.0756,,,0.0754,0.0758,83.97707041767,-55.57131281544
166088525,15,2.64713573963833,0.214621811830987,5.15092348394369,1.605315,Gaia DR2 1666436354387639936,215.059053481289,0.087324553810573,61.4421300568175,0.065742009259504,37.1133339187859,1.400754,215.05988592241,61.44233126796,,,,14201439+6126326,,J142014.23+612631.9,1.66643635438764E+018,58619478,,STAR,tmgaia2,tmgaia2,-92.425,0.173,-46.734,0.13,gaia2,37.1133,0.0823,17.57,0.2,15.0988,0.000824,13.552,0.008,cdwrf,cdwrf,2915,157,5.1023,0.0324,,,0.18,0.005,0.15,0.02,26.9237,0.0602,,,0.06,0.0603,215.05905348129,61.44213005682
229671667,21,2.77442114903495,0.213644846229359,5.12747630950461,3.74382,Gaia DR2 1654687316731163776,251.995737612412,0.046781405591886,73.6105083341745,0.057846032283842,22.9591307598658,1.3406534,251.99727712584,73.60956346148,,,819-020893,16475937+7336343,,J164759.10+733636.7,1.65468731673116E+018,,,STAR,tmgaia2,tmgaia2,-100.898,0.096,219.453,0.124,gaia2,22.9591,0.0556,17.2,0.2,15.5647,0.001022,14.106,0.009,cdwrf,cdwrf,3047,157,5.0708,0.027,,,0.196,0.006,0.165,0.02,43.5012,0.1059,,,0.1057,0.1062,251.99573761241,73.61050833417
150321663,13,2.9413323321198,0.213425923754364,5.12222217010473,2.507949,Gaia DR2 5481454386639298048,95.5412707176573,0.064396368909263,-61.602150085599,0.077805706628944,20.0040409922892,1.344286,95.54071831017,-61.60279530213,,,,06220976-6136102,,J062209.86-613608.4,5.4814543866393E+018,,,STAR,tmgaia2,tmgaia2,61.018,0.145,149.857,0.181,gaia2,20.004,0.071,17.95,0.2,16.195,0.001016,14.728,0.008,cdwrf,cdwrf,3022,157,5.1179,0.0345,,,0.173,0.005,0.143,0.02,49.9187,0.1784,,,0.1777,0.179,95.54127071766,-61.6021500856
258547069,25,3.48449650893928,0.210997661402571,5.06394387366171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93927394,12,2.5353751064741,0.210659397090128,5.05582553016306,3.887326,Gaia DR2 6036120928708232448,241.077856234773,0.113784293747371,-33.053281478377,0.054458823578348,40.689232009151,1.563612,241.0791,-33.053,,,,16041900-3303104,,,,,,STAR,2mass,2mass,-255,8,-149,8,tic7,,,17.73,0.2,,,13.995,0.059,cdwrf,cdwrf,,,5.1736,0.4114,,,0.137,0.024,0.102,0.022,,,,,,,241.079174,-33.052898
219755626,14,3.38118773197998,0.209681694580695,5.03236066993668,1.202343,Gaia DR2 1435884468443461888,261.600956994041,0.063561900987805,60.332066968103,0.052903557577523,26.2041769109222,1.3253546,261.60145381414,60.33184097674,,,752-052460,17262437+6019546,1.23765129818689E+018,J172624.27+601955.2,1.43588446844346E+018,,,STAR,tmgaia2,tmgaia2,-57.116,0.131,52.488,0.114,gaia2,26.2042,0.0552,16.49,0.2,14.8281,0.000571,13.385,0.007,cdwrf,cdwrf,3055,157,5.0112,0.0175,,,0.232,0.007,0.202,0.02,38.12,0.0808,,,0.0807,0.081,261.60095699404,60.3320669681
