TIC,Sector,snr,period_d,period_h,angDist,designation,ra,ra_error,dec,dec_error,parallax,g_rp,RAdeg,DEdeg,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,Vmag,e_Vmag,Gmag,e_Gmag,Tmag,e_Tmag,f_Tmag,Flag,Teff,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,Dist,s_Dist,E(B-V),s_E(B-V),e_Dist,E_Dist,RAOdeg,DEOdeg
271631224,27,3.90013982268224,0.208292193574857,4.99901264579657,2.764764,Gaia DR2 6368761644643848704,320.105912293564,0.056962819392612,-75.8585271013414,0.062672848157821,33.0651815284229,1.3413496,320.10382171029,-75.85795358799,,,071-039132,21202493-7551287,,J212025.25-755129.9,6.36876164464385E+018,,,STAR,tmgaia2,tmgaia2,118.634,0.112,-133.201,0.118,gaia2,33.0652,0.0759,16.53,0.2,14.9613,0.000717,13.497,0.008,cdwrf,cdwrf,3023,157,5.0942,0.0308,,,0.184,0.006,0.154,0.02,30.2171,0.0698,,,0.0697,0.07,320.10591229356,-75.85852710134
385445333,19,4.30844633892943,0.207810447814719,4.98745074755326,1.171352,Gaia DR2 572514746807299584,23.6794904049102,0.060959839977256,83.9624178053556,0.048445045802277,22.4562668370012,1.312068,23.67695644147,83.96260445007,,,,01344240+8357454,,J013442.86+835744.9,5.725147468073E+017,,,STAR,tmgaia2,tmgaia2,61.901,0.122,-43.351,0.097,gaia2,22.4563,0.0618,16.94,0.2,15.4092,0.001132,13.987,0.008,cdwrf,cdwrf,3094,157,5.0575,0.0244,,,0.204,0.006,0.173,0.02,44.4742,0.1231,,,0.1228,0.1235,23.67949040491,83.96241780536
233721941,19,3.91659682473397,0.207699615495058,4.9847907718814,1.601761,Gaia DR2 2256652272033971712,276.731846706026,0.07891597738888,65.1377921166981,0.07716223070918,23.7343596103487,1.3905544,276.73174702672,65.13823507222,,,,18265562+6508177,1.23767177390686E+018,J182655.63+650816.5,2.25665227203397E+018,,,STAR,tmgaia2,tmgaia2,9.734,0.171,-102.88,0.155,gaia2,23.7344,0.0721,18.69,0.2,16.3752,0.001182,14.841,0.01,cdwrf,cdwrf,2921,157,5.1678,0.0444,,,0.152,0.005,0.124,0.02,42.0823,0.1286,,,0.1282,0.129,276.73184670603,65.1377921167
298412511,20,4.60976457573227,0.206710182688433,4.96104438452239,0.537101,Gaia DR2 1147836576862989568,150.356447969823,0.073617818363146,85.3399919595307,0.072696525106224,22.1117225214865,1.3160076,150.35784080077,85.33989472709,,,877-003944,10012584+8520236,,J100125.62+852023.8,1.14783657686299E+018,,,STAR,tmgaia2,tmgaia2,-26.282,0.161,22.583,0.147,gaia2,22.1117,0.0823,16.876,0.549,15.0044,0.000487,13.574,0.008,cdwrf,cdwrf,3071,157,4.9924,0.014,,,0.246,0.008,0.216,0.02,45.1668,0.1691,,,0.1685,0.1698,150.35644796982,85.33999195953
109309750,7,3.76431032826175,0.20609642195272,4.94631412686527,2.364322,Gaia DR2 5613426740110194816,113.115905900855,0.029493621435917,-25.7176222352273,0.043057992419908,40.4668909735355,1.3127213,113.11657574247,-25.71788132955,,,322-026229,07322799-2543044,,J073227.87-254303.7,5.6134267401102E+018,13329945,,STAR,tmgaia2,tmgaia2,-140.165,0.071,60.177,0.083,gaia2,40.4669,0.0521,16.26,0.2,14.2436,0.000581,12.817,0.007,cdwrf,cdwrf,3077,157,5.0696,0.0266,,,0.197,0.006,0.166,0.02,24.6939,0.032,,,0.0319,0.0321,113.11590590086,-25.71762223523
347308021,18,3.18181974531296,0.205105623392949,4.92253496143077,2.9823,Gaia DR2 423259307520131328,1.60092131788788,0.048000056501478,59.7116681854758,0.046096988291376,38.625488655231,1.3325844,1.60190139734,59.71233297252,,,749-001297,00062445+5942444,,J000624.29+594242.7,4.23259307520131E+017,,,STAR,tmgaia2,tmgaia2,-114.804,0.094,-154.403,0.075,gaia2,38.6255,0.0712,16.6,0.2,14.7676,0.000473,13.314,0.007,cdwrf,cdwrf,3038,157,5.1234,0.0361,,,0.17,0.005,0.141,0.02,25.8704,0.048,,,0.0479,0.0481,1.60092131789,59.71166818548
67557432,12,2.9415921585521,0.203855337521691,4.89252810052058,2.460236,Gaia DR2 6042086088524464896,241.55635773908,0.069269335200964,-27.9466444739512,0.032966322934828,23.9840904363579,1.309227,241.55682659876,-27.94610088815,,,311-085667,16061364-2756457,,J160613.56-275647.2,6.04208608852447E+018,,,STAR,tmgaia2,tmgaia2,-96.198,0.153,-126.252,0.079,gaia2,23.9841,0.0746,16.77,0.2,15.1239,0.000427,13.705,0.007,cdwrf,cdwrf,3099,157,5.027,0.0194,,,0.222,0.007,0.191,0.02,41.6447,0.1303,,,0.1299,0.1308,241.55635773908,-27.94664447395
288404936,22,2.61406396109527,0.203776625170956,4.89063900410294,1.488696,Gaia DR2 1550137985861672832,202.041720556028,0.042780848931555,44.9414488597238,0.045131622178818,28.5086137802612,1.3594666,202.04185347136,44.94104617739,,,,13281005+4456275,1.2376618525484E+018,J132810.02+445628.7,1.55013798586167E+018,,,STAR,tmgaia2,tmgaia2,-21.851,0.078,93.526,0.085,gaia2,28.5086,0.069,17.03,0.2,15.4598,0.00132,13.976,0.008,cdwrf,cdwrf,3014,157,5.1146,0.0344,,,0.174,0.005,0.144,0.02,35.0419,0.0855,,,0.0853,0.0856,202.04172055603,44.94144885972
32433767,3,2.96067567765642,0.201313292520144,4.83151902048345,3.151701,Gaia DR2 5019038828658198528,27.4838978121897,0.090447936079749,-31.3774868542067,0.078816620975365,31.8766948373896,1.475318,27.48460052508,-31.3768492684,,,,01495631-3122365,,J014956.18-312238.2,5.0190388286582E+018,,,STAR,tmgaia2,tmgaia2,-139.343,0.214,-148.084,0.134,gaia2,31.8767,0.1349,19.17,0.2,16.6154,0.00141,14.961,0.008,cdwrf,cdwrf,2833,157,5.2288,0.0576,,,0.131,0.004,0.105,0.02,31.3434,0.1336,,,0.133,0.1342,27.48389781219,-31.37748685421
272705043,26,4.43140806149625,0.199142844914519,4.77942827794845,1.839795,Gaia DR2 1647754380521467264,235.381292799355,0.043878738730415,70.8775005498086,0.041649217448673,31.2462372789013,1.3001995,235.38270953844,70.87728659229,,,805-023778,15413187+7052381,,J154131.61+705238.7,1.64775438052147E+018,60073747,,STAR,tmgaia2,tmgaia2,-107.794,0.084,49.692,0.084,gaia2,31.2462,0.0453,15.254,0.093,13.7729,0.000801,12.364,0.008,cdwrf,cdwrf,3112,157,4.937,0.0074,,,0.29,0.009,0.265,0.02,31.9743,0.0466,,,0.0466,0.0467,235.38129279936,70.87750054981
7652962,5,4.28003846130892,0.198079969639624,4.75391927135098,0.915193,Gaia DR2 4841047206294554240,65.1558797672697,0.037058131408797,-40.033224860237,0.047482995002593,20.6313854496736,1.3343906,65.15560776945,-40.03307906864,,,,04203734-4001591,,J042037.38-400159.4,4.84104720629456E+018,19772925,,STAR,tmgaia2,tmgaia2,48.37,0.081,-33.861,0.134,gaia2,20.6314,0.048,16.987,0.06,15.2856,0.001757,13.834,0.009,cdwrf,cdwrf,3056,157,4.999,0.0155,,,0.241,0.007,0.211,0.02,48.4023,0.1133,,,0.1131,0.1136,65.15587976727,-40.03322486024
378527773,24,3.66240644390174,0.197816094191362,4.74758626059269,2.735025,Gaia DR2 530672591295849728,0.461039192281104,0.058327822486221,69.501969701235,0.044926646749493,25.4890120193271,1.334816,0.46298043833,69.50230896521,,,798-000053,00015110+6930084,,J000150.79+693007.4,5.3067259129585E+017,,,STAR,tmgaia2,tmgaia2,-157.881,0.114,-78.799,0.081,gaia2,25.489,0.0618,17,0.2,15.3854,0.000628,13.933,0.008,cdwrf,cdwrf,3051,157,5.0785,0.0281,,,0.192,0.006,0.161,0.02,39.1885,0.0956,,,0.0954,0.0957,0.46103919228,69.50196970124
174325402,17,2.78318457284162,0.197429054492928,4.73829730783027,1.632511,Gaia DR2 314129067602154240,15.6137796931052,0.17953088334103,31.5747982637764,0.129507992471631,29.2037522091855,1.4020348,15.61389087552,31.57524173595,,,,01022733+3134310,,J010227.31+313429.7,3.14129067602154E+017,,,STAR,tmgaia2,tmgaia2,-22,8,-103,8,sblink,,,18.55,0.2,15.982,0.001899,14.428,0.009,cdwrf,cdwrf,2892,157,5.1693,0.0446,,,0.152,0.005,0.124,0.02,,,,,,,15.61377969311,31.57479826378
101125235,4,3.24757922843817,0.196869995544706,4.72487989307295,1.635819,Gaia DR2 4834654130295047936,57.9536606499011,0.32839906564039,-47.6058093147246,0.348789549142511,23.046078369751,1.4077244,57.95300290002,-47.60590834062,,,,03514874-4736213,,J035148.83-473621.0,4.83465413029505E+018,,,STAR,tmgaia2,tmgaia2,103,8,23,8,sblink,,,17.39,0.2,15.5842,0.002402,14.036,0.008,cdwrf,cdwrf,2936,157,5.0307,0.018,,,0.22,0.007,0.189,0.02,,,,,,,57.9536606499,-47.60580931472
92878902,5,4.71942662108389,0.195417204920572,4.69001291809373,1.119838,Gaia DR2 2968452151119825792,83.1420354133874,0.073142059429866,-20.3387152696283,0.117045008120521,22.8363634075672,1.4401836,83.14199854101,-20.33840613073,,,,05323408-2020181,,J053234.08-202018.9,2.96845215111983E+018,,,STAR,tmgaia2,tmgaia2,8.03,2,-71.8,2,sblink,,,18.44,0.2,15.7213,0.001203,14.119,0.008,cdwrf,cdwrf,2863,157,5.0331,0.0203,,,0.218,0.007,0.187,0.02,,,,,,,83.14203541339,-20.33871526963
50311775,2,4.72484728155204,0.193251050788022,4.63802521891254,1.407921,Gaia DR2 4638630860832778240,30.7307796970644,0.141299185727162,-72.9876751622171,0.11747382324656,22.5474043774646,1.3689795,30.72944812806,-72.98764092054,,,086-006210,02025502-7259155,,J020255.26-725915.5,4.63863086083278E+018,33523239,,STAR,tmgaia2,tmgaia2,90.485,4.245,-7.952,4.245,hsoy,,,16.606,1.133,14.1673,0.001121,12.661,0.009,cdwrf,cdwrf,2957,157,4.8584,0.0014,,,0.366,0.011,0.353,0.02,,,,,,,30.73077969706,-72.98767516222
234295610,1,4.28068605350253,0.190596738665393,4.57432172796943,1.481324,Gaia DR2 6485423779719878016,357.983953663851,0.035114445502274,-64.793187914542,0.036314936736303,20.7292861968266,1.2810221,357.98319927784,-64.79293083264,,,127-178664,23515597-6447345,,J235156.09-644735.1,6.48542377971988E+018,31795698,,STAR,tmgaia2,tmgaia2,74.621,0.069,-59.709,0.072,gaia2,20.7293,0.045,15.618,0.092,13.8877,0.001294,12.507,0.008,cdwrf,cdwrf,3161,157,4.8471,0.0019,,,0.378,0.011,0.366,0.02,48.174,0.1051,,,0.105,0.1053,357.98395366385,-64.79318791454
400050194,17,2.57138212853595,0.190387706145607,4.56930494749456,3.669274,Gaia DR2 320067392465103872,19.0721243480223,0.087907771222856,34.0861279144004,0.100092705723445,25.2130216218675,1.3780565,19.07089391056,34.08614807962,,,,01161701+3405100,1.23767880745642E+018,J011617.21+340510.0,3.20067392465104E+017,,,STAR,tmgaia2,tmgaia2,236.681,0.2,-4.685,0.23,gaia2,25.213,0.1131,18.34,0.2,15.9415,0.001571,14.422,0.008,cdwrf,cdwrf,2930,157,5.118,0.0347,,,0.173,0.005,0.143,0.02,39.618,0.1788,,,0.178,0.1796,19.07212434802,34.0861279144
234495456,1,4.9468184677466,0.190337840196141,4.56810816470739,1.886125,Gaia DR2 4902468056125369856,9.92043782111136,0.049350290629793,-62.4037193561411,0.046148917107009,26.5778681834163,1.3646164,9.91944566355,-62.40346784703,,,138-000635,00394063-6224125,,J003940.81-622413.0,4.90246805612537E+018,,,STAR,tmgaia2,tmgaia2,106.748,0.092,-58.414,0.087,gaia2,26.5779,0.0618,17.168,1.133,14.7128,0.000801,13.215,0.008,cdwrf,cdwrf,2974,157,4.9778,0.0123,,,0.256,0.008,0.228,0.02,37.5847,0.088,,,0.0878,0.0882,9.92043782111,-62.40371935614
68069,11,2.71374256290343,0.189782157007372,4.55477176817693,4.214066,Gaia DR2 6222517561538662016,221.061157340189,0.05430549104101,-27.2906583755598,0.042556246583869,32.8815147756333,1.2894058,221.06245280952,-27.29044668997,,,314-075618,14441501-2717254,,,6.22251756153866E+018,13608488,,STAR,tmgaia2,tmgaia2,-267.393,0.112,-49.164,0.102,gaia2,32.8815,0.0577,15.629,0.006,14.0958,0.001822,12.703,0.009,cdwrf,cdwrf,3140,157,4.9938,0.0145,,,0.244,0.007,0.215,0.02,30.3856,0.0537,,,0.0536,0.0538,221.06115734019,-27.29065837556
365968454,22,2.69770026743377,0.189139585345082,4.53935004828197,0.339273,Gaia DR2 1575207641247796096,182.852252395358,0.059508526433173,56.4102087594193,0.050320941618607,24.0177618911388,1.359395,182.85215898738,56.41012994877,,,,12112453+5624365,1.23766135163303E+018,J121124.53+562436.6,1.5752076412478E+018,,,STAR,tmgaia2,tmgaia2,12.002,0.127,18.304,0.102,gaia2,24.0178,0.0763,,,15.8677,0.000793,14.381,0.008,cdwrf,cdwrf,2998,157,5.1139,0.0339,,,0.175,0.005,0.145,0.02,41.5864,0.1329,,,0.1324,0.1333,182.85225239536,56.41020875942
25153167,1,4.12605885822172,0.186766633698577,4.48239920876584,1.256652,Gaia DR2 4666339584644332160,63.0753503459956,0.046382680286517,-70.1659674951162,0.046215770852787,31.8695309882515,1.3367147,63.07510636577,-70.1663066074,,,100-003861,04121800-7009590,,J041218.05-700957.8,4.66633958464433E+018,33562191,,STAR,tmgaia2,tmgaia2,19.226,0.088,78.762,0.092,gaia2,31.8695,0.0459,16.907,1.133,15.0251,0.000553,13.568,0.008,cdwrf,cdwrf,3036,157,5.0972,0.0312,,,0.183,0.006,0.152,0.02,31.3495,0.0455,,,0.0454,0.0456,63.075350346,-70.16596749512
397431902,10,3.27774355804061,0.184153042077502,4.41967300986006,0.823554,Gaia DR2 3471807234282978304,187.905081663125,0.074498826754169,-29.2663726851432,0.056053325556306,21.6055283063909,1.2829447,187.90488952258,-29.26621699784,,,304-069236,12313717-2915584,,J123137.20-291558.7,3.47180723428298E+018,,,STAR,tmgaia2,tmgaia2,38.93,0.126,-36.16,0.083,gaia2,21.6055,0.1036,17.17,0.2,15.1467,0.000497,13.764,0.007,cdwrf,cdwrf,3156,157,5.0165,0.018,,,0.229,0.007,0.198,0.02,46.2245,0.223,,,0.222,0.224,187.90508166313,-29.26637268514
406776177,13,4.04118825745987,0.184125701088068,4.41901682611364,0,Gaia DR2 5771915981123227904,223.8177190752,0.110040792872219,-81.5240291058187,0.103448398061701,23.8167228350618,1.414279,223.8177190752,-81.52402910582,,,,14551689-8131253,,J145516.46-813126.1,5.77191598112323E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,15.9951,0.000785,14.425,0.008,cdwrf,cdwrf,2879,157,5.0896,0.0296,,,0.186,0.006,0.156,0.02,,,,,,,223.8177190752,-81.52402910582
379097589,23,2.66182518078797,0.184045168631132,4.41708404714718,4.153962,Gaia DR2 3724596914697213056,205.386064850082,0.1712082785474,8.08463096696692,0.120138354873339,40.3608137645051,1.464922,205.38722894807,8.08468676403,,,491-059546,13413291+0805048,1.2376622476677E+018,J134132.74+080504.8,3.72459691469721E+018,,,STAR,tmgaia2,tmgaia2,-267.684,0.366,-12.96,0.213,gaia2,40.3608,0.1905,18.55,0.2,16.021099,0.001295,14.372,0.009,cdwrf,cdwrf,2828,157,5.2106,0.0535,,,0.137,0.004,0.111,0.02,24.7598,0.1177,,,,,205.38606485008,8.08463096697
143209292,6,2.51695730811806,0.183929459605733,4.41430703053759,2.270764,Gaia DR2 2890783233848205952,90.3565747014388,0.034061609563819,-32.4193047301423,0.04229715141818,36.3676124849755,1.2718801,90.35636518206,-32.41991019442,,,288-009213,06012552-3225117,,J060125.56-322509.7,2.89078323384821E+018,15167133,,STAR,tmgaia2,tmgaia2,41.078,0.073,140.624,0.083,gaia2,36.3676,0.0482,13.091,0.061,13.1794,0.0004,11.809,0.007,cdwrf,cdwrf,3173,157,4.916,0.0042,,,0.309,0.009,0.287,0.02,27.4752,0.0366,,,0.0366,0.0367,90.35657470144,-32.41930473014
345176678,13,5.96842757464994,0.183414984827598,4.40195963586234,4.708341,Gaia DR2 6365300863077316992,281.746274747773,0.311257736850872,-77.8087874943151,0.436563698617373,34.6400596763845,1.3703852,281.74533024359,-77.80749492186,,,,18465889-7748271,,,6.36530086307732E+018,,,STAR,tmgaia2,tmgaia2,46.33,2,-300.21,2,sblink,,,16.67,0.2,15.0951,0.003306,13.622,0.008,cdwrf,cdwrf,3138,157,5.1146,0.0325,,,0.174,0.006,0.144,0.02,,,,,,,281.74627474777,-77.80878749432
298336896,25,2.67096400608384,0.183017068456333,4.39240964295199,1.876187,Gaia DR2 1312891585932617344,252.669587698026,0.042895760867786,30.7617438592637,0.054684552066335,47.8433245272423,1.3573389,252.66910683547,30.76206146328,,,604-055092,16504059+3045433,1.23766138708387E+018,J165040.66+304542.6,1.31289158593262E+018,48204389,,STAR,tmgaia2,tmgaia2,95.97,0.099,-73.766,0.164,gaia2,47.8433,0.0637,16.75,0.2,14.7073,0.000586,13.215,0.007,cdwrf,cdwrf,2966,157,5.1656,0.0443,,,0.153,0.005,0.125,0.02,20.889,0.028,,,0.028,0.028,252.66958769803,30.76174385926
429354344,10,3.51132552167004,0.1794193427894,4.30606422694561,1.476522,Gaia DR2 3489874340631095936,183.536365500498,0.070834689954647,-23.7543346884054,0.070274272704754,92.7951856843132,1.3023367,183.53615780441,-23.75469811763,,,332-064384,12140866-2345172,,J121408.70-234516.0,3.4898743406311E+018,11163615,,STAR,tmgaia2,tmgaia2,44.152,0.128,84.409,0.115,gaia2,92.7952,0.0832,14.274,0.057,12.3034,0.001271,10.889,0.008,cdwrf,cdwrf,3097,157,5.0554,0.0239,,,0.205,0.006,0.174,0.02,10.7731,0.0097,,,0.0097,0.0097,183.5363655005,-23.75433468841
100100909,2,3.85397640500456,0.179343848771029,4.30425237050469,0,Gaia DR2 4931155036049677312,24.3666781504048,0.449484685612633,-45.9741009456594,0.486914649569838,26.5115947474041,1.4354153,24.3666781504,-45.97410094566,,,221-001543,01372781-4558261,,J013727.93-455826.6,4.93115503604968E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,16.901,1.133,14.7598,0.001063,13.167,0.008,cdwrf,cdwrf,2877,157,4.9526,0.0046,,,0.277,0.01,0.25,0.021,,,,,,,24.3666781504,-45.97410094566
155896947,2,3.62937559495579,0.1786387970444,4.2873311290656,1.589986,Gaia DR2 4924503128140880512,4.15787882585818,0.036343852870319,-52.6933070439319,0.039828800585793,43.8689395976937,1.3331432,4.15715575205,-52.69336191346,,,187-000239,00163769-5241361,,J001637.83-524135.9,4.92450312814088E+018,26105713,,STAR,tmgaia2,tmgaia2,101.785,0.068,12.744,0.077,gaia2,43.8689,0.0576,16.642,0.286,14.3745,0.000526,12.919,0.008,cdwrf,cdwrf,3029,157,5.105,0.0325,,,0.179,0.005,0.149,0.02,22.7802,0.0302,,,0.0301,0.0302,4.15787882586,-52.69330704393
348134933,18,2.76847406196939,0.178424809069028,4.28219541765667,1.968024,Gaia DR2 456802177468575616,34.2859350528323,0.048999281531921,56.0683597705478,0.072730481957537,20.9147854722905,1.3034286,34.28526595258,56.06875896392,,,731-022187,02170847+5604075,,J021708.56+560406.5,4.56802177468576E+017,,,STAR,tmgaia2,tmgaia2,86.746,0.172,-92.716,0.197,gaia2,20.9148,0.0921,16.83,0.2,14.9642,0.000884,13.554,0.008,cdwrf,cdwrf,3114,157,4.9784,0.0122,,,0.256,0.008,0.227,0.02,47.7487,0.2116,,,0.2107,0.2125,34.28593505283,56.06835977055
359158317,11,2.65749872054593,0.177733111638256,4.26559467931814,2.699513,Gaia DR2 5298606290146550016,140.056052168077,0.052357431471096,-62.2716400192077,0.05854081880519,29.130204709688,1.3554783,140.05716758075,-62.27218127905,,,,09201373-6216199,,J092013.53-621618.5,5.29860629014655E+018,,,STAR,tmgaia2,tmgaia2,-120.535,0.128,125.713,0.124,gaia2,29.1302,0.0599,,,14.9167,0.000689,13.437,0.007,cdwrf,cdwrf,3017,157,5.042,0.0222,,,0.213,0.006,0.182,0.02,34.2948,0.0709,,,0.0708,0.071,140.05605216808,-62.27164001921
370065236,18,4.09118559254634,0.177183750766048,4.25241001838515,1.932582,Gaia DR2 410852864983844096,20.683104038482,0.06446152949114,54.8814979748893,0.051469465322946,20.2690190416951,1.278759,20.68241239668,54.88185835998,,,725-011927,01224378+5452546,,J012243.89+545253.7,4.10852864983844E+017,,,STAR,tmgaia2,tmgaia2,92.41,0.139,-83.703,0.112,gaia2,20.269,0.0786,16.34,0.2,14.641,0.001269,13.263,0.008,cdwrf,cdwrf,3162,157,4.9365,0.0069,,,0.29,0.009,0.266,0.02,49.2673,0.1924,,,0.1916,0.1931,20.68310403848,54.88149797489
159461546,20,3.09764850748959,0.176252805124159,4.23006732297981,1.733451,Gaia DR2 992194692997024512,99.0204416441579,0.067806694941681,51.8854153601257,0.071039481352343,20.6863470805457,1.2836494,99.02039300906,51.88589593762,,,710-044292,06360488+5153093,,J063604.89+515308.0,9.92194692997025E+017,,,STAR,tmgaia2,tmgaia2,6.972,0.128,-111.618,0.131,gaia2,20.6863,0.0865,17.33,0.2,15.5966,0.000869,14.213,0.007,cdwrf,cdwrf,3156,157,5.0769,0.0277,,,0.193,0.006,0.162,0.02,48.275,0.203,,,0.2022,0.2038,99.02044164416,51.88541536013
286126698,25,5.10601051637585,0.175224473417275,4.20538736201459,3.160305,Gaia DR2 515471121494210688,32.2538910498401,0.036318499449318,64.8938660146847,0.040778905881442,26.7542525895334,1.3116751,32.25186700177,64.89404799377,,,,02090044+6453386,1.23767106685639E+018,J020900.77+645338.1,5.15471121494211E+017,,,STAR,tmgaia2,tmgaia2,199.461,0.062,-42.269,0.083,gaia2,26.7543,0.0554,17.74,0.2,15.3432,0.000471,13.919,0.007,cdwrf,cdwrf,3083,157,5.1094,0.0332,,,0.177,0.005,0.147,0.02,37.3371,0.0777,,,0.0776,0.0779,32.25389104984,64.89386601468
93995252,8,2.61767983757193,0.174219448552808,4.18126676526738,2.6322,Gaia DR2 5328953734480210560,130.498623456917,0.059786612511034,-48.6260116542998,0.072368822612291,24.6780046321099,1.3581257,130.49899300869,-48.62670081385,,,,08415976-4837362,,J084159.69-483734.4,5.32895373448021E+018,,,STAR,tmgaia2,tmgaia2,-56.731,0.132,160.063,0.136,gaia2,24.678,0.076,17.47,0.2,15.7792,0.000947,14.293,0.008,cdwrf,cdwrf,2994,157,5.1132,0.034,,,0.175,0.005,0.145,0.02,40.4751,0.1255,,,0.1251,0.1259,130.49862345692,-48.6260116543
309150857,10,2.89227075141714,0.174202687666492,4.18086450399581,1.056678,Gaia DR2 5290482995153619712,123.687906402137,0.073605109664115,-60.1233359933037,0.080112311095538,25.8309592748092,1.3983784,123.68818254835,-60.12359528649,,,,08144516-6007249,,J081445.12-600724.3,5.29048299515362E+018,,,STAR,tmgaia2,tmgaia2,-31.949,0.159,60.223,0.134,gaia2,25.831,0.0861,,,15.1711,0.000692,13.623,0.007,cdwrf,cdwrf,2901,157,5.0109,0.0168,,,0.233,0.007,0.202,0.02,38.6707,0.1297,,,0.1293,0.1301,123.68790640214,-60.1233359933
421558642,15,4.46617614530362,0.173811852784037,4.17148446681689,1.146268,Gaia DR2 2190453116470608256,315.128237503151,0.065184697905758,57.7986702565983,0.065184355690505,21.547182909857,1.3532114,315.12848995535,57.79895884827,,,,21003082+5747561,,J210030.78+574755.5,2.19045311647061E+018,,,STAR,tmgaia2,tmgaia2,-31.246,0.149,-67.028,0.134,gaia2,21.5472,0.0734,18.3,0.2,16.041,0.000841,14.561,0.007,cdwrf,cdwrf,3001,157,5.1069,0.0331,,,0.178,0.005,0.148,0.02,46.3485,0.159,,,0.1585,0.1594,315.12823750315,57.7986702566
302298728,1,5.04045469535883,0.173659786748652,4.16783488196766,1.501051,Gaia DR2 6803442674646843008,320.390956672721,0.071176606272141,-24.5563823975516,0.056831598250356,34.4665120770815,1.3500652,320.39140414682,-24.55629181963,,,328-204184,21213394-2433226,,J212133.86-243322.8,6.80344267464684E+018,12404186,,STAR,tmgaia2,tmgaia2,-94.529,0.136,-21.037,0.096,gaia2,34.4665,0.1022,16.83,0.2,14.4341,0.00085,12.954,0.008,cdwrf,cdwrf,2988,157,5.0275,0.0195,,,0.222,0.007,0.191,0.02,28.9898,0.0865,,,0.0863,0.0868,320.39095667272,-24.55638239755
130513139,6,3.86056615277249,0.172835701625093,4.14805683900224,0,Gaia DR2 5559134436466111360,105.142817026623,0.116521173611607,-44.7871000127699,0.123812807248529,45.2187437337122,1.4540472,105.14281702662,-44.78710001277,,,,07003434-4447132,,J070034.29-444713.4,5.55913443646611E+018,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,14.4808,0.000833,12.85,0.008,cdwrf,cdwrf,2836,157,5.0544,0.024,,,0.205,0.006,0.174,0.02,,,,,,,105.14281702662,-44.78710001277
159398282,26,3.75826671383997,0.16526232095995,3.96629570303881,3.768531,Gaia DR2 1708693055848054912,237.474461855456,0.32319237242481,79.6648654879644,0.325201967063467,48.4232605096346,1.3270807,237.47966676617,79.66439239484,,,849-011770,15495517+7939517,,J154954.28+793952.8,1.70869305584805E+018,60713250,,STAR,tmgaia2,tmgaia2,-216.89,2,109.87,2,sblink,,,14.97,0.2,13.0275,0.000735,11.581,0.007,cdwrf,cdwrf,3052,157,4.9507,0.0088,,,0.278,0.008,0.252,0.02,,,,,,,237.47446185546,79.66486548796
462637035,15,3.66871622313726,0.164488591409865,3.94772619383676,1.593814,Gaia DR2 1433225333931519360,259.933762963775,0.058447848296339,58.2575397552979,0.067605012540863,29.5556333036542,1.342268,259.93327706306,58.25790122256,,,,17194399+5815284,,J171944.06+581527.6,1.43322533393152E+018,,,STAR,tmgaia2,tmgaia2,59.372,0.12,-83.954,0.134,gaia2,29.5556,0.0607,17.09,0.2,15.3922,0.000716,13.927,0.008,cdwrf,cdwrf,3024,157,5.122,0.036,,,0.171,0.005,0.141,0.02,33.8016,0.0698,,,0.0697,0.07,259.93376296378,58.2575397553
353732913,23,2.58274819381482,0.164132560293387,3.9391814470413,1.148861,Gaia DR2 2157571087366902272,275.66822794249,0.069355708653451,59.1534935219918,0.055797363942643,24.0304307702202,1.330164,275.66798645,59.15319939549,,,,18224031+5909115,,J182240.35+590912.2,2.1575710873669E+018,,,STAR,tmgaia2,tmgaia2,28.759,0.141,68.313,0.109,gaia2,24.0304,0.054,17.38,0.2,15.515,0.000851,14.066,0.008,cdwrf,cdwrf,3044,157,5.0807,0.0281,,,0.191,0.006,0.16,0.02,41.5641,0.094,,,0.0937,0.0942,275.66822794249,59.15349352199
38820496,1,5.42490173974033,0.163925835272197,3.93422004653272,1.59236,Gaia DR2 4703815338965472768,7.19627675976779,0.052717959777184,-67.8626273830697,0.044886717976061,22.6668574365026,1.3423767,7.19525709607,-67.86240827491,,,111-000421,00284683-6751446,,J002847.01-675145.2,4.70381533896547E+018,31998837,,STAR,tmgaia2,tmgaia2,89.243,0.104,-50.889,0.094,gaia2,22.6669,0.0596,16.677,0.48,14.7649,0.001691,13.297,0.008,cdwrf,cdwrf,3013,157,4.9493,0.0086,,,0.279,0.008,0.253,0.02,44.0615,0.1165,,,0.1162,0.1168,7.19627675977,-67.86262738307
