designation,ra,ra_error,dec,dec_error,parallax,g_rp
Gaia DR2 4254812345395250432,282.951577078667,1.32696708426738,-5.60751273609375,1.29970300615747,24.6717548093439,1.3891621
Gaia DR2 6079374650981962368,190.467508956054,1.22046119602775,-50.6017662194236,1.10084769461127,20.8829239769488,1.3891926
Gaia DR2 6440046419446617344,287.516941553691,0.06442054630189,-61.4299092439183,0.074514313171481,20.9330865896463,1.3891983
Gaia DR2 6894256184707538944,320.763777429101,2.05374655692129,-9.64304295843657,1.74739515523482,20.4842754903803,1.3892117
Gaia DR2 1834282370648742016,300.768727250397,0.768608696234,24.6578871304804,1.24457493568268,25.2404901183355,1.3892326
Gaia DR2 4661227748948696576,76.8884653883593,0.685987902233118,-69.261697955644,1.17120291720807,180.411650814993,1.3892422
Gaia DR2 4323168364820697472,293.358115716862,0.854962851816533,18.6886562972503,1.33847484637412,24.9814439018103,1.3892441
Gaia DR2 429477698613645824,0.667157293115753,0.060210517937947,61.3376422702107,0.061523913536368,22.2012283819449,1.3892527
Gaia DR2 4253357622862416256,281.806526724366,0.388582683244954,-5.63033711940576,0.415551998066674,21.3734826882759,1.3892689
Gaia DR2 880422876401853440,115.391950302487,0.12267282422818,32.3276659655685,0.119372653067117,30.7223365997676,1.3892717
Gaia DR2 4833463874598026624,56.1596730842638,0.050640246254003,-47.0117863372131,0.059091404886806,31.9072129664686,1.3892975
Gaia DR2 3445864944622000640,83.6002079829196,0.102420727052538,29.3809146132134,0.089421848225429,22.8851636615746,1.3893328
Gaia DR2 1165479168642900992,232.625585140093,0.110591376123391,9.43452586019713,0.08579001754227,115.757561643388,1.389348
Gaia DR2 478830308810763648,71.6139950888588,0.081458405518668,63.3030159633379,0.062027416036098,21.135093877537,1.3893509
Gaia DR2 5236040264596834432,179.530786755596,1.06707884286096,-67.2715113009207,1.58734209302084,23.7048324238779,1.389368
Gaia DR2 5337536904522771200,170.061887658339,1.21699656471885,-60.2244545744956,1.57814342454359,24.1722839058636,1.38937
Gaia DR2 400721930483550080,21.7074930118615,0.070956104301456,50.3763826936828,0.074300730895923,20.6516330015589,1.3893957
Gaia DR2 1827503056872746752,297.399371031939,1.26933690420912,21.7620279581295,2.12214540014886,28.3392305388406,1.3894005
Gaia DR2 578585494100220544,135.079941630184,1.53571843160407,3.86189451131476,1.08533446225472,22.2463617796181,1.3894138
Gaia DR2 4401089585629102592,234.703472752265,0.10139261406179,-4.07066683588486,0.086539736112805,24.4851425602589,1.3894405
Gaia DR2 6895572437565417856,317.850711701595,0.07469478635804,-9.6774048309494,0.067334309269378,52.6691655607876,1.3894415
Gaia DR2 1820570739115212288,299.300005625027,1.59493303214118,17.9857861139319,1.4556212994441,23.8068819702777,1.3894482
Gaia DR2 832920881705374336,164.356976672735,0.145896470464131,49.3995502771532,0.212436602089508,24.9496442550652,1.3894682
Gaia DR2 3177222814794675584,64.3509717557249,0.061341966357784,-12.7930003564598,0.0572831491631,33.3583328669933,1.3894749
