phi,flux,t,flux_err
0.0,642.4481100929237,1331.760794219078,5.800927
0.02484506078771242,643.6044930771056,1331.7621831368283,5.800927
0.0496901215835594,647.2055837112094,1331.763572054579,5.800927
0.07453518239567547,647.2213646982523,1331.7649609723308,5.800927
0.0993802431833879,645.1455033031488,1331.766349890081,5.800927
0.12422530396703305,643.6262107183993,1331.7677388078312,5.800927
0.1490703606142578,635.4651434271509,1331.76912772535,5.800927
0.1739154214223066,645.0357381249647,1331.7705166431015,5.800927
0.19876048221001905,637.7956629156473,1331.7719055608518,5.800927
0.22360554299773144,644.7202889496203,1331.773294478602,5.800927
0.2484506038098475,641.9359911931627,1331.7746833963538,5.800927
0.2732956646056945,640.1196845415864,1331.7760723141046,5.800927
0.2981407253934069,642.9656206723956,1331.7774612318549,5.800927
0.32298578202436257,644.5663694795802,1331.7788501493728,5.800927
0.34783084283647864,643.6243668522736,1331.7802390671245,5.800927
0.3726759036363929,640.3261822971026,1331.7816279848755,5.800927
0.3975209644200381,619.6093645662834,1331.7830169026256,5.800927
0.4223660252199523,636.3794826546275,1331.7844058203766,5.800927
0.4720561426508222,635.5704423694488,1331.7871836556455,5.800927
0.4969012034507364,634.8051205466272,1331.7885725733966,5.800927
0.5217462642343816,630.0540658078229,1331.7899614911466,5.800927
0.5714363816815206,647.0039525288032,1331.7927393264165,5.800927
0.5962814424814348,640.7804691994415,1331.7941282441675,5.800927
0.6211265032650799,648.2302158289083,1331.7955171619176,5.800927
0.6459715640649942,645.873041590654,1331.7969060796686,5.800927
0.670816620712219,651.0010147543733,1331.7982949971874,5.800927
0.7205067422835766,650.1406970448509,1331.8010728326879,5.800927
0.7453518030916254,660.4665341168926,1331.8024617504393,5.800927
0.7701968597388501,675.2602665293415,1331.8038506679582,5.800927
0.7950419205265624,666.1897055634504,1331.8052395857085,5.800927
0.8198869813102077,678.3701743129499,1331.8066285034586,5.800927
0.8447320379574325,686.7775934986353,1331.8080174209774,5.800927
0.8695770987573466,700.7171092648649,1331.8094063387284,5.800927
0.8944221595409918,721.7394751089763,1331.8107952564785,5.800927
0.919267220340906,749.768004848018,1331.8121841742295,5.800927
0.9441122769718616,792.2399300341542,1331.8135730917475,5.800927
0.9689573377717758,810.9938509572843,1331.8149620094985,5.800927
0.9938023985716902,856.2610697541243,1331.8163509272495,5.800927
1.018647455202646,881.628847102764,1331.8177398447674,5.800927
1.04349251600256,893.4517790256955,1331.8191287625184,5.800927
1.0683375768024743,899.8380030506564,1331.8205176802694,5.800927
1.09318263343343,901.5934119294398,1331.8219065977873,5.800927
1.1180276942211422,882.9389386389785,1331.8232955155377,5.800927
1.1428727508520982,889.8702977319459,1331.8246844330556,5.800927
1.1677178116642142,878.9928238996015,1331.8260733508073,5.800927
1.1925628724641284,858.4494506290612,1331.8274622685583,5.800927
1.2174079290828823,861.2488350454513,1331.8288511860756,5.800927
1.2422529898827963,852.0792005227927,1331.8302401038266,5.800927
1.2670980465300212,856.3102899557733,1331.8316290213454,5.800927
1.2919431073136665,835.5230285276238,1331.8330179390955,5.800927
1.3167881681013789,841.4089379191728,1331.8344068568458,5.800927
1.3416332247486036,841.3142035283031,1331.8357957743647,5.800927
1.3664782855444504,840.2719008653837,1331.8371846921154,5.800927
1.3913233421672715,828.3975035156143,1331.838573609633,5.800927
1.4658585204102577,825.0214450325196,1331.8427403626536,5.800927
1.4907035811939031,821.3706280008946,1331.8441292804036,5.800927
1.5155486378289256,828.0729988212853,1331.8455181979218,5.800927
1.5403936986288402,812.9828018831172,1331.8469071156728,5.800927
1.5652387552597955,816.2938812925792,1331.8482960331908,5.800927
1.5900838160597095,815.4984207762822,1331.8496849509418,5.800927
1.6149288726947326,816.0575981629664,1331.85107386846,5.800927
1.6397739334905794,810.3593487253058,1331.8524627862107,5.800927
1.6646189901256028,792.6113096997881,1331.8538517037289,5.800927
1.6894640509255168,800.082885388129,1331.8552406214799,5.800927
1.714309107548338,787.3484114026812,1331.8566295389974,5.800927
1.7391541683441851,791.0780478947548,1331.8580184567481,5.800927
1.7639992249914096,796.9801625488242,1331.859407374267,5.800927
1.7888442857791218,794.9425656113954,1331.8607962920173,5.800927
1.813689342397876,782.3340237415863,1331.8621852095346,5.800927
1.8385344032059243,771.2137323486162,1331.863574127286,5.800927
1.8633794598531492,776.1425950663121,1331.8649630448049,5.800927
1.8882245164759703,774.2679402651321,1331.8663519623224,5.800927
1.9130695772636828,779.3118023263077,1331.8677408800727,5.800927
1.9379146339068405,758.0374743965942,1331.8691297975913,5.800927
1.9627596947067545,769.1523401446011,1331.8705187153423,5.800927
1.987604751329576,754.4604618200003,1331.8719076328598,5.800927
2.0124498121254226,773.3351141340437,1331.8732965506106,5.800927
2.037294868772648,752.8976174329634,1331.8746854681294,5.800927
2.0621399254036032,742.3117710274146,1331.8760743856474,5.800927
2.086984986191316,748.0450836843953,1331.8774633033977,5.800927
2.1118300428263383,739.9433586057678,1331.8788522209159,5.800927
2.1366751036262532,743.0960496227101,1331.8802411386669,5.800927
2.1615201602572083,734.8592105678018,1331.8816300561848,5.800927
2.186365216888164,736.3049579206545,1331.8830189737027,5.800927
2.2112102776758764,737.0194444634815,1331.884407891453,5.800927
2.2360553343108998,733.8439481630901,1331.8857968089712,5.800927
2.2609003909540566,735.948114153054,1331.8871857264899,5.800927
2.2857454517539706,726.5297838571935,1331.8885746442409,5.800927
2.310590508376792,726.6528856279841,1331.8899635617583,5.800927
2.335435565011815,731.9462870930224,1331.8913524792765,5.800927
2.3602806258198643,721.7589465436772,1331.892741397028,5.800927
2.385125682442685,719.0881356032583,1331.8941303145455,5.800927
2.409970739061439,712.3434771343871,1331.8955192320627,5.800927
2.4348157998735553,713.2759003373752,1331.8969081498144,5.800927
2.45966085652078,710.2026163469054,1331.8982970673333,5.800927
2.4845059131436007,715.6327284202691,1331.8996859848507,5.800927
2.509350973927246,703.6311235577798,1331.9010749026008,5.800927
2.53419603057447,710.1166902849237,1331.9024638201197,5.800927
2.559041087209493,699.4284806154664,1331.9038527376379,5.800927
2.583886143828247,709.1206319588666,1331.9052416551551,5.800927
2.6087312046281617,699.7668104099922,1331.9066305729061,5.800927
2.6335762612591167,699.0517635074822,1331.908019490424,5.800927
2.6584213178941405,704.4151189376472,1331.9094084079422,5.800927
2.6832663745291634,695.2496267504422,1331.9107973254604,5.800927
2.70811143532501,697.6372432860827,1331.9121862432112,5.800927
2.7329564919600333,691.4604593185823,1331.9135751607294,5.800927
2.757801548595056,688.7194386277054,1331.9149640782475,5.800927
2.7826466052260117,683.6255238817622,1331.9163529957655,5.800927
2.8074916660137244,689.7633459674496,1331.9177419135158,5.800927
2.8323367226446794,695.4228552531044,1331.9191308310337,5.800927
2.8571817792919045,681.7624074512022,1331.9205197485526,5.800927
2.88202683592286,693.7421132461056,1331.9219086660705,5.800927
2.931716953345596,693.3663446714302,1331.924686501339,5.800927
2.9565620099887533,681.4496319681549,1331.9260754188576,5.800927
2.9814070666115735,679.8269633454335,1331.9274643363751,5.800927
3.03109717988162,687.6015035501563,1331.9302421714115,5.800927
3.055942236524777,695.0871089111497,1331.93163108893,5.800927
3.0807872973124897,691.4740934010797,1331.9330200066804,5.800927
3.1056323539312434,671.904792476745,1331.9344089241977,5.800927
3.1304774105784685,675.1654595515331,1331.9357978417165,5.800927
3.1553224672134914,685.8118763502756,1331.9371867592347,5.800927
3.1801675238322447,679.6173509580426,1331.938575676752,5.800927
3.2050125804672684,683.6280156762701,1331.9399645942701,5.800927
3.2298576371022905,675.9883885524563,1331.9413535117883,5.800927
3.2547026937332464,686.3019690914521,1331.9427424293062,5.800927
3.2795477503682693,674.4793827966666,1331.9441313468244,5.800927
3.304392811168184,672.2356956419982,1331.9455202645754,5.800927
3.3292378677991383,667.7513027294464,1331.9469091820933,5.800927
3.3540829244341626,662.9867476808778,1331.9482980996115,5.800927
3.378927981069185,674.9871659881466,1331.9496870171297,5.800927
3.4037730376879387,662.0190037882584,1331.951075934647,5.800927
3.4286180943229616,671.5200911262623,1331.9524648521651,5.800927
3.4534631509701867,666.7278158054218,1331.953853769684,5.800927
3.4783082076011427,670.2393040753058,1331.955242687202,5.800927
3.503153264223963,661.9057077669906,1331.9566316047194,5.800927
3.5279983208549197,658.3813986563673,1331.9580205222373,5.800927
3.5528433775021435,659.3565124383913,1331.9594094397562,5.800927
3.577688434124965,663.1500884061137,1331.9607983572737,5.800927
3.6025334907437188,663.3497179208988,1331.962187274791,5.800927
3.627378547390943,657.167257336791,1331.9635761923098,5.800927
3.6522236040259664,669.3046727623432,1331.964965109828,5.800927
3.67706866064472,662.715880918461,1331.9663540273452,5.800927
3.701913717279744,662.733946442608,1331.9677429448634,5.800927
3.726758773926968,656.0881717725997,1331.9691318623823,5.800927
3.751603830557923,658.9667192584277,1331.9705207799002,5.800927
3.8012939438117,657.6600141006395,1331.9732986149356,5.800927
3.826139000446723,655.7076419744077,1331.9746875324538,5.800927
3.850984057081746,658.9482339915772,1331.976076449972,5.800927
3.875829113712701,660.6584421932714,1331.97746536749,5.800927
3.900674170347724,649.3695551803082,1331.978854285008,5.800927
3.925519226982748,651.7216241411328,1331.9802432025263,5.800927
3.950364283613703,651.8073349747394,1331.9816321200442,5.800927
4.0000543968674815,646.9659434841801,1331.9844099550796,5.800927
4.024899453502503,650.5860198149321,1331.9857988725978,5.800927
4.049744505984836,651.550696977853,1331.9871877898838,5.800927
4.07458956260359,645.4145657784672,1331.988576707401,5.800927
4.099434619226411,653.8479379329377,1331.9899656249186,5.800927
4.124279675873636,654.0794731860876,1331.9913545424374,5.800927
4.1491247325208604,658.7958375499069,1331.9927434599563,5.800927
4.1739697891396155,648.52219653035,1331.9941323774735,5.800927
4.198814845762436,642.4271468319298,1331.995521294991,5.800927
4.223659902405593,650.3550650542545,1331.9969102125096,5.800927
4.248504959040616,636.4834563899252,1331.9982991300278,5.800927
4.273350011494478,638.8217339577677,1331.9996880473122,5.800927
4.298195068129502,641.0621711377926,1332.0010769648304,5.800927
4.3230401247767265,645.4873721622157,1332.0024658823493,5.800927
4.3478851814117485,652.3268396855204,1332.0038547998674,5.800927
4.372730238030503,651.6172043159354,1332.0052437173847,5.800927
4.42242034713159,644.7989495945277,1332.008021552188,5.800927
4.472110460401637,644.2707048812854,1332.0107993872243,5.800927
4.496955517032592,649.536372431244,1332.0121883047423,5.800927
4.5218005736676155,642.2404048463345,1332.0135772222604,5.800927
4.546645626137746,650.8854924559641,1332.0149661395458,5.800927
4.571490682768702,652.5694180739019,1332.0163550570637,5.800927
4.596335739391524,635.2774152769139,1332.0177439745812,5.800927
4.621180796026546,638.8360260275933,1332.0191328920994,5.800927
4.646025848504811,640.7904200183782,1332.0205218093852,5.800927
4.670870905127632,637.1407229984442,1332.0219107269027,5.800927
4.695715961750454,643.9142822788912,1332.0232996444201,5.800927
4.720561018393613,644.2269462309605,1332.0246885619388,5.800927
4.745406070875945,641.9554275757454,1332.0260774792248,5.800927
4.770251127494699,638.3203113982031,1332.027466396742,5.800927
4.7950961841175195,643.3493118635455,1332.0288553142595,5.800927
4.819941240764745,645.3067157771749,1332.0302442317784,5.800927
4.8447862932308094,644.3895495851579,1332.0316331490635,5.800927
4.86963134985363,650.3843178551426,1332.033022066581,5.800927
4.8944764064886535,645.7071642902124,1332.0344109840992,5.800927
4.919321458966919,643.9180320524831,1332.035799901385,5.800927
4.944166515601942,632.0928563097077,1332.0371888189031,5.800927
4.969011572220696,642.014360017347,1332.0385777364204,5.800927
5.01870168132585,636.8463439743603,1332.041355571224,5.800927
5.043546737956807,638.6026702242493,1332.0427444887418,5.800927
5.068391790426936,645.0809373093113,1332.0441334060272,5.800927
5.0932368470497575,636.8053282550746,1332.0455223235447,5.800927
5.118081903684782,638.609963706068,1332.0469112410628,5.800927
5.142926956163048,625.5025495430294,1332.0483001583486,5.800927
5.167772012798071,635.873117267616,1332.0496890758668,5.800927
5.192617069420892,640.2276664734964,1332.0510779933843,5.800927
5.217462121886956,635.6039364825308,1332.0524669106694,5.800927
5.2423071785341815,646.8399611758132,1332.0538558281883,5.800927
5.267152230992112,636.3533657393464,1332.055244745473,5.800927
5.291997287610863,638.3024997546968,1332.0566336629902,5.800927
5.316842344258089,638.1732290638058,1332.058022580509,5.800927
5.341687396736357,638.5109915736157,1332.0594114977948,5.800927
5.366532453359176,640.4710903568365,1332.0608004153123,5.800927
5.391377505817107,635.3472579871286,1332.062189332597,5.800927
5.416222562460264,644.3098159716865,1332.0635782501156,5.800927
5.441067614930396,640.6477400422067,1332.064967167401,5.800927
5.465912671553217,641.7254475068328,1332.0663560849184,5.800927
5.490757728184172,647.0023283896088,1332.0677450024364,5.800927
5.515602780654304,637.5018617637212,1332.0691339197217,5.800927
5.540447837289326,643.8779000422777,1332.0705228372399,5.800927
5.565292889755392,642.5833700507069,1332.071911754525,5.800927
5.5901379463904135,648.3093601533079,1332.0733006720432,5.800927
5.614982998860547,637.6200078332662,1332.0746895893285,5.800927
5.6398280554915035,641.5030370016697,1332.0760785068464,5.800927
5.664673107957566,631.3667061318599,1332.0774674241316,5.800927
5.689518164580387,643.2385389143335,1332.078856341649,5.800927
5.714363217050518,637.550724547307,1332.0802452589344,5.800927
5.7392082736936745,642.8384821666367,1332.081634176453,5.800927
5.7640533261638085,630.1846408317017,1332.0830230937383,5.800927
5.78889838278663,645.7198838242425,1332.0844120112558,5.800927
5.81374343525676,642.8667671187712,1332.0858009285412,5.800927
5.838588491899919,633.1083962837376,1332.0871898460598,5.800927
5.863433544357848,630.5669176164475,1332.0885787633445,5.800927
5.8882786009766015,647.6736842874805,1332.0899676808617,5.800927
5.913123653458934,642.6541195542022,1332.0913565981477,5.800927
5.937968705941267,635.4071113960516,1332.0927455154338,5.800927
5.962813762564089,650.1728591810737,1332.0941344329513,5.800927
5.987658815017952,643.9997926100834,1332.0955233502357,5.800927
6.012503871665176,643.869815936353,1332.0969122677545,5.800927
6.037348924135308,639.9581956150363,1332.0983011850399,5.800927
6.062193980754062,635.3586580335757,1332.0996901025571,5.800927
6.087039033224193,643.5926668185887,1332.1010790198425,5.800927
6.111884085690257,649.110277382134,1332.1024679371276,5.800927
6.161574194795412,640.5008857435207,1332.105245771931,5.800927
6.186419247261476,640.1250831643704,1332.1066346892162,5.800927
6.211264303896499,641.0625033086541,1332.1080236067344,5.800927
6.236109356366629,641.1142904333884,1332.1094125240197,5.800927
6.260954412997585,639.7322265030192,1332.1108014415377,5.800927
6.285799465455518,631.7896052124908,1332.1121903588223,5.800927
6.310644517921581,640.8585757324397,1332.1135792761074,5.800927
6.335489574568805,639.1055284465398,1332.1149681936263,5.800927
6.360334627038936,626.6031066780157,1332.1163571109116,5.800927
6.385179679492799,633.1107242418558,1332.117746028196,5.800927
6.410024736127823,639.6320605589303,1332.1191349457142,5.800927
6.43486978860609,649.4642550014207,1332.120523863,5.800927
6.459714841064018,640.1517642692219,1332.1219127802847,5.800927
6.48455989768684,637.4220313338806,1332.1233016978022,5.800927
6.509404950169173,636.9074092778568,1332.1246906150882,5.800927
6.534250002635236,637.3169141594839,1332.1260795323733,5.800927
6.559095055093168,639.7392035394681,1332.127468449658,5.800927
6.5839401117241225,639.9504377690911,1332.128857367176,5.800927
6.608785164206456,629.2634011054065,1332.130246284462,5.800927
6.633630216676588,637.2340445899348,1332.1316352017473,5.800927
6.6584752691304505,635.0388054009052,1332.1330241190317,5.800927
6.6833203257654725,642.5108616832089,1332.1344130365499,5.800927
6.708165378235606,627.8265339423297,1332.1358019538352,5.800927
6.733010430701669,628.8353630545217,1332.1371908711203,5.800927
6.7578554831718005,638.1112577495293,1332.1385797884057,5.800927
6.7827005398068225,634.1271771626945,1332.1399687059238,5.800927
6.807545592272887,631.4965859443332,1332.141357623209,5.800927
6.832390644743018,648.2523847858066,1332.1427465404943,5.800927
6.8572356972131505,633.8668079073659,1332.1441354577796,5.800927
6.882080749667013,630.8002511260072,1332.145524375064,5.800927
