ID,Prot_d,e_Prot_d
44984200,0.11298171361948967,5.087708301090602e-06
237880881,0.35148927175159206,2.1098875023656153e-05
277539431,0.19001263884004999,1.4432648594492337e-05
452922110,0.176416875351821,3.73347821425174e-05
