#
#
#
#
#
#
#
#
nm      response
500.035217	0.004863
533.764648	0.004863
565.076416	0.007879
580.145508	0.007879
600.501709	0.826957
609.767334	0.830108
612.314026	0.833010
622.225159	0.839053
626.274109	0.840946
635.082031	0.840946
642.909912	0.850140
651.260132	0.850140
663.324829	0.858212
674.286316	0.861239
685.705505	0.867281
697.576538	0.867281
708.473389	0.872564
718.196777	0.868540
724.399231	0.873460
732.684937	0.879015
745.142822	0.888084
756.561890	0.892245
765.498901	0.899296
777.041382	0.906234
786.436035	0.899296
796.288452	0.899296
813.047546	0.905475
829.683472	0.905475
849.388245	0.911279
864.392822	0.908377
873.723022	0.905350
889.836548	0.885307
903.867004	0.864254
916.846924	0.830221
935.636475	0.757882
958.533569	0.658833
979.341553	0.548175
1000.220093	0.395300
1018.023621	0.269644
1028.462891	0.207632
1038.632080	0.147139
1055.326660	0.094707
1068.834839	0.063463
1083.628174	0.038397
1093.545166	0.019238
1098.638672	0.005124
1106.272949	0.002222
1117.046631	0.005124
1125.854492	0.005124
