,wav,130,135,140,145
3778,7919.87,83563.17260838705,83601.71021503293,83676.80511325822,83721.35193888865
3779,7919.92,83474.01467067488,83559.79911967278,83692.57570425476,83785.89149892482
3780,7919.97,83435.06208588953,83526.77236020386,83684.48691318868,83796.29575851037
3781,7920.02,83377.64586050177,83500.23278941397,83673.49338071482,83826.42252277868
3782,7920.07,83328.71906817694,83503.87821573472,83701.15983617245,83916.11243090554
3783,7920.12,83330.27248090606,83504.5553404603,83634.20247264326,83980.7744049595
3784,7920.17,83358.71459343092,83502.06540719797,83687.52706059002,83984.37189014097
3785,7920.22,83396.0801773507,83493.1665229242,83779.4631895435,83971.57100294327
3786,7920.27,83451.40123761735,83511.73712795362,83838.95365725049,83938.66074544667
3787,7920.32,83513.30327167237,83618.14740442018,83815.74839280339,83918.70071559287
3788,7920.37,83481.5952545971,83742.23442432981,83812.19511855363,83925.6231043074
3789,7920.42,83477.06741550058,83828.54345859865,83828.02315704188,83929.94710983604
3790,7920.47,83536.25350336732,83845.94448971278,83844.87008490054,83927.31745338801
3791,7920.52,83612.92590360194,83817.85160208524,83885.57596159409,83940.46418710485
3792,7920.57,83570.36432381776,83765.00132017377,83960.45465129257,83976.23842617008
3793,7920.61,83501.79627165922,83744.70276098435,83974.81391106454,84000.59393212985
3794,7920.62,83508.647512949,83743.30189284157,83969.4225917805,84006.9611468438
3795,7920.67,83534.96494341652,83731.39824127173,83939.4595254883,84046.83367856873
3796,7920.72,83557.3873394621,83694.25592048309,83914.79407569881,84045.84863593758
3797,7920.77,83611.29048185561,83672.39525417204,83907.76891400617,84001.94294789605
3798,7920.8,83673.80197781466,83697.29474586637,83880.6085859557,83959.11718051661
3799,7920.82,83711.71400789429,83718.13739558132,83847.03083140064,83934.78924371654
3800,7920.87,83775.04384855535,83766.68488058682,83739.49458342356,83894.6258438622
3801,7920.9,83782.42250591701,83791.2206079653,83737.07537177086,83889.05309180777
3802,7920.92,83787.62819461078,83815.43586925461,83732.70323007087,83877.88628435307
3803,7920.97,83787.26604099847,83854.33788435208,83747.71644664898,83831.87897448844
3804,7921.02,83774.27263067967,83848.06923110476,83759.72842265166,83790.82062835491
3805,7921.07,83796.45284053868,83815.6927119706,83836.53084087696,83825.72233953676
3806,7921.12,83769.24997706761,83782.6742793188,83889.72058834806,83842.83636866452
3807,7921.17,83730.37444371599,83773.92293038775,83913.33949824923,83853.47757726777
3808,7921.22,83685.35269172981,83795.35137035184,83897.24709077262,83871.30676133432
3809,7921.22,83685.35269172981,83795.35137035184,83897.24709077262,83871.30676133432
3810,7921.27,83711.53074518476,83800.68947926494,83851.60554882951,83863.0977144888
3811,7921.32,83757.89862929216,83806.72959264914,83847.44251370097,83832.99262107257
3812,7921.37,83792.41671887465,83800.68798869631,83796.8577624787,83768.73493406104
3813,7921.42,83796.3435952685,83815.00179288613,83757.56579744465,83750.06975509321
3814,7921.47,83797.41360077125,83810.54084890512,83698.36035736508,83741.59935089608
3815,7921.52,83774.12948723265,83779.00995373345,83689.77489088097,83696.90818144333
3816,7921.57,83756.93070657122,83732.53867401076,83729.5273358852,83674.39607308415
3817,7921.62,83715.20408494833,83673.82275993362,83714.02266434404,83674.48617145275
3818,7921.67,83697.15210094662,83661.89367389113,83680.47764532713,83733.41848642954
3819,7921.72,83691.34387140635,83648.17105995645,83660.25667640053,83800.01787926865
3820,7921.77,83662.73829631605,83613.7075480273,83653.54443902764,83851.61120989108
3821,7921.82,83694.13006115805,83614.93382661078,83699.39178939998,83864.29276660453
3822,7921.87,83684.56924831607,83647.97633090532,83740.83678028555,83851.66878141828
3823,7921.92,83669.0589819747,83699.44259307883,83791.25668680218,83847.8684831345
3824,7921.97,83675.76421081458,83761.2069659866,83836.03194360452,83842.64396534
3825,7922.02,83682.63186135954,83823.02345893004,83861.74705625373,83862.8954703297
3826,7922.07,83729.11062910815,83875.54786140857,83884.79038955622,83921.46077946587
3827,7922.12,83792.65565536244,83895.321425352,83895.88846139867,83982.65489867468
3828,7922.17,83832.11596516125,83896.73982292408,83955.30240449231,84020.33741027591
3829,7922.22,83862.51142797805,83900.98838946463,84023.01283709714,84035.92490271611
3830,7922.27,83856.5049838124,83926.53979257519,84048.61415147013,84023.66205662483
3831,7922.32,83826.9634929753,83962.92583882093,84062.47216815331,83985.90065933419
3832,7922.37,83765.79152658122,84004.87715372749,84067.04643081505,83955.27006650496
3833,7922.4,83758.35174490095,84023.49478818873,84044.89275563422,83924.3338275021
3834,7922.42,83750.02320528401,84015.95495057323,84018.16481470304,83910.69781599767
3835,7922.46,83779.90269844685,83993.45764025007,83965.74568596394,83915.08750883542
3836,7922.47,83788.4099344414,83981.88524140582,83960.18773123641,83926.67085981785
3837,7922.49,83807.9128590353,83953.21919829187,83937.154487793,83954.39138045552
3838,7922.52,83833.98400359812,83913.38012242975,83914.38279983602,83981.4361819249
3839,7922.52,83833.98400359812,83913.38012242975,83914.38279983602,83981.4361819249
3840,7922.55,83851.45045122733,83860.39043300627,83873.45156410564,83982.2723330689
3841,7922.57,83864.00157273191,83827.26946489346,83850.10802881113,83986.62201596062
3842,7922.58,83869.165334382,83810.99721801397,83851.02937792151,83991.06409766809
3843,7922.62,83872.96953913919,83758.4435664102,83846.07589002249,84010.20721526108
3844,7922.64,83861.3414662146,83744.39189516033,83850.83931530283,84012.82961944884
3845,7922.67,83848.89198943376,83717.2503785438,83827.34825040755,84011.43876312405
3846,7922.72,83746.320579301,83714.30294622459,83831.45957259572,84010.09731483912
3847,7922.77,83655.10003019519,83781.25856587593,83854.58976243755,83996.66710551729
3848,7922.82,83556.69246785076,83794.6565125149,83866.3703372658,83984.10219681197
3849,7922.87,83494.22325363364,83786.73804961628,83920.63445954082,83982.79370344793
3850,7922.92,83486.00399031748,83760.19553393233,83957.71107576275,84001.01502449722
3851,7922.97,83445.90726059768,83726.57908723371,83955.76538273615,84024.25506396385
3852,7923.02,83422.19332853534,83692.13374211105,83939.70149654208,84065.62329151957
3853,7923.07,83452.29079886891,83666.3846023356,83913.47705353342,84077.50236449485
3854,7923.12,83519.05348646214,83629.94764994942,83859.7059753751,84042.62631801103
3855,7923.17,83603.41649578893,83621.96851265014,83825.27995676514,83988.15163188128
3856,7923.22,83690.02106901139,83659.95540783768,83775.16900271953,83916.32613088538
3857,7923.27,83725.93639667932,83727.91949340093,83716.20440322027,83832.04397578718
3858,7923.32,83778.76393020793,83790.24626664974,83699.56473660901,83782.50385055722
3859,7923.37,83820.69013463067,83825.99477497561,83698.33400010281,83731.72016516187
3860,7923.42,83851.8904710622,83832.62401776708,83726.2112996795,83679.04817533695
3861,7923.47,83831.79183377209,83833.00733898656,83777.65884282667,83693.23070679052
3862,7923.52,83788.07417306714,83826.19122169865,83798.06193245646,83769.81656922963
3863,7923.57,83754.7956645335,83810.0053722748,83811.53277503625,83844.58298880109
3864,7923.62,83749.13887938585,83775.15535774454,83861.41464177013,83893.77942460432
3865,7923.67,83736.02590322771,83741.10559679168,83904.97383296589,83925.41283284083
3866,7923.72,83775.01661023137,83738.1037175549,83897.40770332872,83971.12464674754
3867,7923.73,83778.56748361923,83742.82799344961,83893.89699202804,83976.7589810458
3868,7923.77,83791.12027003874,83799.77714247571,83877.16525604861,83999.47249238851
3869,7923.79,83798.60654146086,83806.7226432999,83878.40248048794,83996.87093250106
3870,7923.82,83807.70295568532,83855.94079926323,83877.42878966477,83992.45653390617
3871,7923.82,83807.70295568532,83855.94079926323,83877.42878966477,83992.45653390617
3872,7923.85,83828.86986416629,83885.27722674288,83900.87662658276,83996.89789689658
3873,7923.87,83845.43702916293,83896.67214964048,83918.30711793427,83998.04169024316
3874,7923.88,83881.64062851167,83902.0424451284,83923.629330095,83999.50300866597
3875,7923.91,83968.57234337363,83922.22100055467,83931.54607524749,84013.47809847606
3876,7923.92,83986.78759168542,83931.22208830755,83924.28467728254,84022.75270885283
3877,7923.97,84086.61769967941,83983.52936841127,83970.98214318637,84063.53425589947
3878,7923.97,84086.61769967941,83983.52936841127,83970.98214318637,84063.53425589947
3879,7924.02,84143.61714631223,84048.04844635612,84021.56739038996,84089.53328314357
3880,7924.06,84221.13577441708,84107.84292081151,84092.8509205225,84105.8431768975
3881,7924.11,84307.88892551452,84183.19467836773,84168.03866585826,84154.93466128399
3882,7924.16,84371.89171633618,84279.48886776189,84227.09975520117,84184.48830353496
3883,7924.22,84450.88509951699,84427.74200905001,84324.4882310521,84252.6927135286
3884,7924.27,84552.0014866962,84500.45445252629,84386.07704208436,84263.66957121127
3885,7924.31,84647.25581704782,84559.33879733866,84455.24004589373,84295.28311133476
3886,7924.36,84718.25502734749,84642.5101694755,84543.74507325205,84357.54856662282
3887,7924.41,84749.18198728577,84712.42062990121,84563.15567548087,84424.44229959561
3888,7924.47,84858.46565402267,84792.02579172372,84615.07854147867,84527.29232838466
3889,7924.52,84960.97391670993,84797.68442293622,84692.90975037913,84605.54262299628
3890,7924.56,85014.39850275079,84795.91636866808,84748.499144347,84639.28560029209
3891,7924.61,85073.45880834552,84864.94047596921,84800.39611979264,84686.38686703374
3892,7924.66,85097.87161573577,84961.64595769993,84842.11509223086,84753.90236427831
3893,7924.72,85107.87016778393,85037.0521703455,84888.73955444421,84859.20151155625
3894,7924.77,85169.09660380847,85095.35394460692,84967.5871828722,84923.63013975148
3895,7924.81,85198.4927608908,85136.26455016842,85025.03775681711,84957.3143324902
3896,7924.86,85229.84853482779,85169.23749863016,85114.52671682255,85019.27804778266
3897,7924.91,85268.23362218872,85206.36805128503,85195.92189422256,85076.90785124649
3898,7924.97,85258.38753103973,85266.77026894147,85268.5088966706,85121.29552771528
3899,7925.02,85235.4302215615,85327.59848220309,85294.8660066662,85167.8884683953
3900,7925.06,85251.42160287463,85359.27309005879,85294.13840632694,85203.30532200274
3901,7925.11,85332.13565005726,85362.68481408409,85301.21260802932,85223.06273408017
3902,7925.16,85411.82688915102,85345.14717451762,85328.82351999231,85235.67661662864
3903,7925.21,85431.65282577781,85337.69016690468,85326.0792963206,85224.820520723
3904,7925.22,85442.61846332402,85341.56997753374,85314.83667708663,85223.91587138434
3905,7925.27,85473.60714846865,85379.81203605057,85285.91469272142,85255.46013058888
3906,7925.31,85461.65323672887,85397.14254404316,85272.05764034645,85268.05809409256
3907,7925.36,85476.51620824696,85380.91093705532,85269.5948789779,85272.36001807956
3908,7925.41,85520.26688042497,85387.05337383304,85312.45019657722,85309.15268422745
3909,7925.47,85581.33848656256,85381.95172659076,85324.59601614492,85367.63301369235
3910,7925.52,85579.72634786539,85419.2264179455,85379.97429657406,85436.52054837233
3911,7925.56,85603.53356578971,85448.7647496537,85429.9617216832,85473.9864114602
3912,7925.61,85614.78141185589,85505.62969860082,85498.38354076816,85479.90482732217
3913,7925.66,85641.6951900652,85574.13004896275,85566.4855814967,85494.47636391409
3914,7925.72,85684.12720064806,85685.2693486011,85638.18231284038,85491.69359601366
3915,7925.77,85741.51158584827,85760.16521330386,85663.37162781342,85510.07607502419
3916,7925.81,85832.68652437012,85796.20561533162,85682.1479949994,85507.17721033718
3917,7925.86,85897.08214168546,85846.04622285125,85702.00422016637,85531.15504808979
3918,7925.91,85952.42770702808,85878.35483497028,85715.22110414217,85565.86233090043
3919,7925.97,86056.43752978851,85896.43824642885,85707.81298961812,85655.48312241035
3920,7926.02,86104.2839121832,85891.66152728458,85740.35607307864,85693.9873895728
3921,7926.06,86070.18073197885,85882.0261581312,85781.82820869477,85726.81405948897
3922,7926.07,86062.53308000957,85887.93502777097,85804.43637995826,85737.16629958115
3923,7926.11,86025.59305967385,85914.96875445715,85847.02876313312,85789.76233539854
3924,7926.13,86017.7117312215,85922.59887101268,85850.16771829884,85823.39709700363
3925,7926.15,86012.03126415581,85944.18708951304,85857.90715022637,85866.46645201131
3926,7926.16,86010.68970413889,85944.8703934025,85862.86000806936,85886.1142246496
3927,7926.18,85991.02762869722,85942.88807346496,85881.98529085612,85926.01155724666
3928,7926.21,85962.62600291864,85952.00962760528,85927.73798866807,85998.6405616105
3929,7926.22,85953.75109544289,85960.41802550822,85954.19015762875,86013.66817763397
3930,7926.23,85940.70787228238,85965.5975710545,85973.36994487757,86033.1646495194
3931,7926.27,85896.95683922875,85967.53238376376,86047.32547503417,86095.4790428453
3932,7926.29,85907.88644830616,85971.96285835878,86077.99790399137,86129.35674333981
3933,7926.31,85903.52066315651,85983.93535322078,86098.94429510031,86160.3108881683
3934,7926.36,85973.19981079918,86002.32958420322,86161.45890293214,86278.89900415778
3935,7926.41,86009.7240088966,86038.40414547421,86231.16631598005,86380.93099877423
3936,7926.47,86047.94128990136,86131.40939652365,86307.39323476424,86471.33522557224
3937,7926.52,86063.16524131632,86235.86862553687,86353.10148975936,86568.2321633963
3938,7926.56,86087.02998259036,86315.99734361636,86403.23780752614,86658.85860139939
3939,7926.61,86143.35793928198,86387.7213049195,86509.38948552021,86759.7221425273
3940,7926.66,86203.55265438661,86434.99216529948,86646.91277807765,86835.18303705638
3941,7926.72,86226.25804324976,86495.70219090916,86809.67604212835,86914.38110394937
3942,7926.77,86198.10921679337,86582.36926899364,86905.77180652085,86972.36765011221
3943,7926.8,86181.33392994195,86642.9402451288,86944.79419180569,86995.14009409545
3944,7926.81,86162.27872873565,86656.38899282664,86951.62981408305,87007.91072527232
3945,7926.86,86198.35590379694,86716.90014579217,86981.445661758,87072.93895249354
3946,7926.91,86261.87200951437,86736.47272172908,86989.02381233264,87109.72054675013
3947,7926.97,86356.12124767661,86727.92741946544,86986.40203731979,87111.68792136402
3948,7927.02,86434.75241165826,86714.33048487768,86965.83036864034,87116.50948991065
3949,7927.06,86481.67192369941,86692.09166804237,86933.67883250228,87109.01645111328
3950,7927.11,86532.1490841218,86697.07256303375,86891.54011196138,87086.46782655804
3951,7927.16,86553.30590502602,86706.60292548683,86863.39016112531,87011.59448989003
3952,7927.22,86604.05383171415,86715.33725689407,86824.86468159367,86915.12232748048
3953,7927.27,86622.38564306055,86725.75647361125,86792.4167794217,86875.97983974539
3954,7927.31,86630.53269504316,86727.50740082374,86765.19135616803,86893.70857736142
3955,7927.36,86698.94449447618,86768.5366558151,86740.57089577694,86918.26315567672
3956,7927.41,86838.59394742775,86718.41486876179,86742.18694487361,86960.92538409894
3957,7927.47,86930.73609855176,86706.54174880058,86841.61918987443,87033.35096755931
3958,7927.52,86993.78989054705,86777.40427724327,86883.83606005604,87107.19369030627
3959,7927.56,87004.49589401008,86888.59393605594,86929.94183442566,87181.40782045989
3960,7927.61,86997.49760574603,87033.82202978125,87036.13485241173,87313.39748220348
3961,7927.66,87015.03338249693,87139.38960051641,87205.23189351833,87364.97510951581
3962,7927.72,87156.19711092276,87284.63652777392,87438.58385139519,87454.02271132963
3963,7927.76,87255.89555765201,87368.66797215084,87559.10878534395,87532.24331405452
3964,7927.81,87383.87619657225,87494.70363926383,87680.79225009239,87690.81532279988
3965,7927.86,87530.20406658252,87659.49460882496,87776.59316258063,87808.18176117747
3966,7927.91,87684.88175635014,87806.57194925837,87852.93825010861,87913.43521651303
3967,7927.96,87871.06708615788,87941.70595296827,87944.26783080885,88063.37899865357
3968,7927.97,87898.07306282407,87970.13499347227,87963.33387809605,88085.36045064969
3969,7928.01,88035.4112567001,88063.30461172509,88049.44561435195,88177.28760973985
3970,7928.06,88150.676454282,88183.06248674929,88180.73728916381,88304.09611439645
3971,7928.07,88168.94395059752,88208.11960865268,88217.43943884977,88333.20003762301
3972,7928.11,88251.30745427273,88302.72004215293,88345.0729726428,88470.11283571835
3973,7928.16,88318.24669889023,88396.15805636534,88507.32655377379,88595.03394727151
3974,7928.21,88411.99314982432,88537.06006223348,88682.54570959524,88694.13520134838
3975,7928.26,88510.9603330846,88659.67922640935,88854.36373063337,88798.84118059947
3976,7928.31,88636.16381797823,88788.11315211936,88950.67952206373,88918.60926913566
3977,7928.36,88837.31755107285,88947.62099760286,89019.57046909882,89064.52606491951
3978,7928.41,89010.61694419403,89085.91313372417,89091.76588688625,89165.47928264081
3979,7928.46,89189.70530008808,89207.2805589633,89184.12256771112,89237.4489778118
3980,7928.51,89353.86970937742,89329.55387570843,89302.41982037819,89271.98101132557
3981,7928.56,89451.10187507552,89447.60740340686,89404.2162731908,89324.18612386726
3982,7928.61,89529.62194467614,89577.48899333019,89507.7916973395,89429.66425186362
3983,7928.66,89560.01668010151,89673.04740292716,89588.23723975128,89547.46814790643
3984,7928.71,89662.59770920282,89744.82259220924,89690.87753762926,89700.55399785018
3985,7928.76,89766.26443147597,89782.38202907621,89814.37294238748,89839.08480197786
3986,7928.81,89807.87496562811,89807.45635917253,89920.96152903447,89936.56498478148
3987,7928.86,89830.34768659019,89904.58846587062,90044.90370083618,90055.53405520336
3988,7928.91,89831.16211644451,89988.33552083655,90102.84461702306,90160.2623562179
3989,7928.96,89895.71492835645,90073.93720150311,90160.73007869345,90246.96820556854
3990,7929.01,90029.36210274455,90145.79115432697,90260.85199202326,90323.61519444529
3991,7929.06,90180.04488074621,90192.40332390662,90328.04560694634,90338.59715141212
3992,7929.11,90370.26320430027,90284.81399357526,90372.89757592771,90401.70653413975
3993,7929.16,90500.54793817725,90416.8430096204,90418.8505091165,90442.7966419233
3994,7929.21,90593.68835080689,90555.73627210746,90454.79968102247,90430.35929901875
3995,7929.26,90685.75334679485,90682.22878618317,90518.34890684224,90410.52503762161
3996,7929.31,90808.97492606589,90768.53684220999,90597.02448228191,90373.90680382043
3997,7929.36,90953.05960337032,90840.5606555981,90657.47854459504,90416.63867984773
3998,7929.41,91116.00392539773,90888.73519623569,90694.43624087982,90465.07019030239
3999,7929.46,91250.13945189594,90940.57573391855,90722.52662603732,90493.02831327078
4000,7929.51,91379.82514421165,91009.67063320898,90768.3502340345,90540.02926978114
4001,7929.56,91481.22165561622,91077.76193922972,90780.09680706974,90579.77937800124
4002,7929.61,91500.97412775713,91178.71242423123,90805.41632876689,90657.54731461998
4003,7929.66,91482.8218493239,91275.94103755146,90871.09729428674,90699.49246862893
4004,7929.71,91387.41220395574,91306.9408857469,90966.07442905557,90749.69852808648
4005,7929.76,91384.82626063957,91285.59767846268,91093.58271493913,90833.36190780909
4006,7929.78,91401.27695871201,91276.94668069578,91139.26449749236,90866.6887289531
4007,7929.81,91416.01882613622,91256.37132780418,91193.1836397217,90923.33238621267
4008,7929.86,91388.0791324835,91225.10282200041,91255.29869605771,90990.94006490047
4009,7929.91,91399.74174588671,91260.20439941809,91265.71554097802,91055.85981250476
4010,7929.96,91393.8095691688,91307.39464169803,91233.41603902966,91099.33738209357
4011,7930.01,91469.51188486589,91347.61519694005,91165.09922123386,91137.59071980075
4012,7930.06,91540.9693565779,91383.73523966453,91171.76346334763,91189.47594413358
4013,7930.11,91606.91808098268,91376.75979159183,91179.92300744276,91234.82101766742
4014,7930.16,91662.50166483116,91389.52641161287,91237.43118395674,91326.03698155089
4015,7930.21,91706.60044499289,91408.87824490874,91331.18351869326,91457.60565522718
4016,7930.26,91713.15792179601,91461.84133437756,91451.9581000808,91559.5887810969
4017,7930.31,91752.5629762613,91549.45860565499,91601.38858889541,91672.68199014303
4018,7930.36,91782.58934656963,91677.86646854153,91747.63794274269,91771.18973403232
4019,7930.41,91851.76158879083,91831.20503279648,91869.53833544247,91901.20904392467
4020,7930.46,91936.741055127,91999.86198544191,91996.58883632241,92021.27895547102
4021,7930.51,92037.82221061102,92147.29219782581,92129.28662266911,92131.15341742852
4022,7930.56,92147.73047048216,92278.99077916307,92281.32732598383,92247.28172982999
4023,7930.61,92264.36900208837,92390.35971103582,92415.30419846805,92386.5673137618
4024,7930.66,92364.43311172222,92489.89536527432,92525.81091065127,92528.58667173846
4025,7930.71,92431.40200426932,92573.730330589,92649.95474750656,92656.30572220606
4026,7930.76,92496.48752785687,92649.0401338871,92766.95152297283,92772.24401388691
4027,7930.81,92634.49799814989,92735.07370147743,92861.42988204477,92876.77100295364
4028,7930.86,92767.27784878215,92813.24817038245,92932.02947948562,92958.80888952929
4029,7930.91,92852.6242023312,92909.085689195,92996.63809592664,92985.7700233462
4030,7930.96,92955.25568851246,93024.37999433678,93053.90831570458,93003.47621004343
4031,7931.01,93093.79946792473,93127.9326309974,93075.68935424356,93039.80392454684
4032,7931.06,93232.54729972967,93209.2478882936,93108.22231764792,93087.08235614713
4033,7931.11,93292.59783988587,93289.5131549724,93172.18230244174,93119.91810793162
4034,7931.13,93322.29595438656,93325.66409611967,93197.33913936651,93132.50135589657
4035,7931.16,93359.95163972708,93348.2623701248,93227.0004664221,93146.68837683105
4036,7931.21,93470.39588528377,93380.39330195262,93285.63722047883,93204.08727774545
4037,7931.23,93522.29646884036,93381.93394308492,93314.31021230434,93230.13189329812
4038,7931.26,93607.82772701816,93400.41665918613,93359.3481265944,93272.77606350908
4039,7931.31,93661.68234903844,93449.85712596339,93427.86349195054,93321.75673036167
4040,7931.36,93720.78018370765,93550.3839939161,93452.52123879001,93338.08381779728
4041,7931.41,93792.1245303008,93661.2869689847,93484.244509745,93358.39377497572
4042,7931.46,93856.21078566497,93729.04686847725,93531.78382077157,93390.4953316669
4043,7931.51,93990.96206207614,93793.50676418436,93588.69247267759,93389.8229729035
4044,7931.56,94051.67884123776,93861.02171518783,93627.02671878476,93418.52258627673
4045,7931.61,94036.61839714719,93904.75888149164,93674.28286957153,93492.69124714157
4046,7931.66,94055.40634440015,93957.61445220074,93723.16391957253,93570.13551964913
4047,7931.71,94095.90656017442,93957.55648026233,93779.15710789473,93611.19530873065
4048,7931.74,94097.16417970553,93934.0404926547,93822.32572568004,93640.05982650787
4049,7931.76,94103.28270477348,93933.59500044261,93857.81746235855,93660.97394228478
4050,7931.81,94123.60193382653,93950.34985069263,93906.74720587273,93748.09839828854
4051,7931.86,94142.94974317648,93991.04923238367,93892.86756688509,93777.05441646955
4052,7931.91,94113.27416833279,94026.86044939289,93903.2850015887,93835.97214575211
4053,7931.96,94109.8472261256,94061.93801970703,93946.80646944528,93821.31487116012
4054,7932.01,94163.1190683349,94070.68527306335,93952.75768783048,93754.34289997
4055,7932.06,94227.04360617942,94083.8653848334,93962.46465825276,93709.07216775366
4056,7932.11,94285.92149929875,94087.00465810353,93950.77942504485,93672.45260366132
4057,7932.16,94326.222536592,94106.41898158107,93892.89249370272,93663.26800093145
4058,7932.21,94368.62155034796,94131.97329675053,93820.05726001851,93651.87418362772
4059,7932.26,94345.71615059386,94136.21650643933,93783.62785369184,93627.738276985
4060,7932.31,94345.65981347453,94104.68220390544,93793.33143206465,93602.5816341899
4061,7932.36,94329.29109922994,94038.27037679842,93798.0487326329,93599.67303580894
4062,7932.41,94259.41498382438,93996.37170891874,93808.04484727744,93637.32754946135
4063,7932.46,94161.87150738071,93968.57617758082,93815.84593248276,93718.5341908039
4064,7932.51,94031.09489684948,93930.00924726047,93816.7038874465,93834.54460932389
4065,7932.56,93975.20775004681,93890.90862969379,93845.85989098685,93946.37919274792
4066,7932.61,93878.95290426466,93855.57561425689,93910.66648087365,94032.52795964756
4067,7932.66,93780.1790294094,93818.26079981356,93982.7620980653,94107.73247698223
4068,7932.71,93758.7553722188,93822.77301993805,94046.31700597421,94190.61241826107
4069,7932.76,93772.20549495425,93847.9676853894,94090.1456887796,94241.03169447936
4070,7932.79,93796.17710589487,93857.70110015605,94119.13210925808,94247.65225047771
4071,7932.81,93813.366445557,93894.37527225233,94141.4193057609,94253.37070799553
4072,7932.86,93875.56924035934,93982.0114625516,94168.4025652986,94265.28354719836
4073,7932.91,93976.72854242894,94087.30826974096,94158.55122358173,94268.11840821995
4074,7932.93,94008.94184229322,94134.5119876888,94153.87897136452,94287.60841682443
4075,7932.96,94051.7225177086,94190.06039799492,94169.07315149672,94316.17278632143
4076,7933.01,94110.08794829727,94258.11303748302,94216.31317800125,94368.33252388008
4077,7933.06,94174.8780588122,94297.8834837881,94297.29575481395,94431.65094468606
4078,7933.11,94184.05824357737,94312.66588157626,94397.68547087366,94510.82872082987
4079,7933.15,94128.4964726062,94323.42967133023,94482.04759208889,94549.32106220364
4080,7933.16,94122.21162182651,94327.911323088,94515.19126669898,94561.73545548128
4081,7933.21,94070.53373203432,94358.79761001389,94615.41426474659,94609.23524680288
4082,7933.24,94066.84950905154,94370.70165358616,94653.37760405568,94625.22249622091
4083,7933.26,94067.1590759465,94378.8628072617,94659.98106964063,94640.59673880029
4084,7933.31,94046.63461711918,94400.18514219322,94665.08250894099,94652.65563467612
4085,7933.36,94050.97225898175,94431.36437692598,94635.44989170037,94620.36299333854
4086,7933.41,94068.96936397997,94439.07724722008,94560.961297625,94578.62056694992
4087,7933.46,94131.44602845873,94394.98944575644,94473.57723860192,94540.22586843275
4088,7933.51,94195.0134535948,94338.83603865851,94406.6554389944,94451.64376849486
4089,7933.56,94212.54082861537,94264.98566143401,94336.16560705473,94344.09126307614
4090,7933.61,94219.4053483595,94196.6696903771,94248.27277800198,94238.46609573782
4091,7933.66,94199.39185277575,94152.03606979827,94143.32510207673,94188.28148540435
4092,7933.71,94150.23753476064,94115.18345367227,94051.68858999191,94115.4564502216
4093,7933.76,94100.48357625536,94064.40782798988,93979.04005328703,94043.71123511069
4094,7933.81,94092.41432166264,94004.17830202809,93942.06312415998,93962.1180895278
4095,7933.86,94104.9658902628,93929.24940001528,93916.57922380883,93910.9579644417
4096,7933.91,94122.03675720103,93891.38689099305,93882.16652651588,93917.59597130265
4097,7933.96,94163.87177860033,93891.79470020617,93839.73335687962,93935.24137842051
4098,7934.01,94176.34959583322,93915.97965694832,93825.11269325484,93915.44146508818
4099,7934.06,94185.90083810821,93960.90218895172,93860.65027225639,93880.53068816772
4100,7934.11,94155.44181416175,94019.7296703434,93904.62856042068,93828.34416949087
4101,7934.16,94155.78107380707,94097.48924721387,93938.92671584868,93805.04288686506
4102,7934.21,94159.00718758725,94151.76838449365,93985.44581500915,93824.98675339937
4103,7934.26,94163.92308585238,94144.9230821442,94029.24190666155,93940.91426081046
4104,7934.31,94207.16217118714,94149.16237931077,94066.32594071153,94067.5712695989
4105,7934.36,94218.23708185084,94144.82031390088,94113.57491925545,94055.40271856115
4106,7934.41,94188.53804755442,94139.95734720926,94198.39742012546,94038.24899667742
4107,7934.46,94119.13009699185,94141.80845176746,94239.92399680475,93965.83743132786
4108,7934.51,94015.90231936713,94194.02604730937,94172.26733269775,93878.00538625708
4109,7934.56,93900.03847764707,94251.36467501087,94087.32008788604,93852.9718954363
4110,7934.61,93849.81348510682,94156.84681488003,93975.38653494552,93831.70397004794
4111,7934.66,93882.55839651305,94002.20558056135,93893.83030647425,93802.75443911296
4112,7934.71,93917.60525927789,93791.46611984551,93817.12570809429,93779.11555306449
4113,7934.76,93796.63788199027,93648.12569891916,93716.43756319089,93734.4196471412
4114,7934.81,93683.12024802124,93528.55891670217,93597.68466955637,93708.02608252942
4115,7934.86,93557.67263342807,93453.66254100902,93496.10764675308,93612.1172058494
4116,7934.91,93489.89304936856,93386.37570048093,93423.42771987357,93473.47442805217
4117,7934.96,93449.94012305996,93334.90982010214,93348.88257241243,93364.70098922237
4118,7935.01,93437.82495571906,93308.9490509108,93252.64677887579,93288.330793606
4119,7935.06,93396.07332107205,93307.37176669991,93164.17747020698,93200.7687725035
4120,7935.11,93360.0903644302,93277.90973125577,93138.28236013661,93164.61941009556
4121,7935.16,93297.03180107048,93218.64603886058,93119.98816516389,93164.9551685077
4122,7935.21,93226.76018823998,93174.27946740616,93107.72720825573,93173.60208802832
4123,7935.26,93175.09182999156,93144.0997861733,93139.54996456538,93215.27724187168
4124,7935.31,93106.32048670785,93063.12635460339,93178.22986756258,93268.48320951937
4125,7935.36,93117.91831133659,93030.99238142549,93213.92288507364,93327.17122279994
4126,7935.41,93168.26174618106,93064.5678636125,93237.7924669084,93424.40447651727
4127,7935.46,93169.35355233919,93118.39806148567,93231.36904369449,93464.60918652579
