wav,0,10,20,30,40,50
7695.000704699385,0.004308565519750118,0.0038867753955578364,0.003818037829026627,0.003935515156306082,0.004002906288468795,0.004004268645434122
7695.004342075289,0.0046736570075154305,0.003887923786633953,0.0038175544324445783,0.0039331010817775704,0.004000406825999893,0.004002682606038103
7695.026431826397,0.004598019644618034,0.0039024106946940673,0.0038127340099337417,0.00391968938506719,0.0039838772447100285,0.0039932616871489485
7695.0428616235595,0.00414177356287837,0.003902022296675332,0.0038146497539806893,0.003909942461323787,0.0039714810176298765,0.003984568628276038
7695.052155058068,0.003741211025044322,0.0039009118858460146,0.0038137002658082987,0.0039044168928490746,0.003964483612216953,0.003979742147407341
7695.0778744373265,0.003641144372522831,0.0039043143865002744,0.003818527744646516,0.0038883665204166758,0.003944393553460571,0.0039648097669713655
7695.081377786625,0.0034313220530748367,0.003908282261433838,0.00381926545145144,0.0038857139093393532,0.003941865798128556,0.003962620946992995
7695.119890515002,0.003492265474051237,0.003950839379389681,0.003831244007544765,0.003860690847805467,0.003913836278010226,0.0039386386908762195
7695.129301810183,0.0036612048279494047,0.0039632832240178864,0.0038361028116768625,0.0038541850712143387,0.00390710091939809,0.0039325965196543335
7695.155009889532,0.003481641411781311,0.003981791491389224,0.0038426214647055037,0.0038366494421654736,0.003887264622540113,0.003915581225945664
7695.158399759234,0.004021810833364725,0.003983079240652499,0.0038425271016266993,0.003833704962979221,0.003884732394416568,0.003913437358445041
7695.1807142879525,0.003850348060950637,0.003984863979111125,0.0038493817502328045,0.0038197895074798924,0.003867359927665135,0.003899326142708159
7695.196905469875,0.004057008307427168,0.003981229001407364,0.003852473428748321,0.003809713617257094,0.0038556726948355833,0.003888277145686055
7695.206415048267,0.0036357685457915068,0.003977618153464601,0.0038574111265460313,0.0038040913454646576,0.003848764365527649,0.00388184456136256
7695.232112213285,0.003939184360206127,0.003959376910873414,0.0038624853280895825,0.0037913778009674762,0.0038313055381106772,0.0038648624293273876
7695.235407597482,0.0031460991594940424,0.003959331914177141,0.003862965585885642,0.0037894203406216857,0.0038293946809021323,0.0038626768929032516
7695.257805825781,0.0038306850474327803,0.003959079419156378,0.003867569014069109,0.003780834427847767,0.003815450923196594,0.0038472268118259745
7695.273906092636,0.003997081890702248,0.0039605288153961105,0.003867296208132464,0.0037738358899713034,0.0038060166273222824,0.00383599880942009
7695.283495928478,0.003566580358892679,0.003961736923677265,0.0038680999424635094,0.003769137774556869,0.0038001045774114736,0.0038288555013708636
