wav,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105
7694.03,65379.36933637049,55917.99794066802,48289.93924494266,45722.53352762516,42437.137184110914,39744.329429760815,38763.95871983805,39048.9575858522,39372.0962684553,39297.52842371663,39338.566412800414,39212.6038301151,39226.60901997302,39444.973179257526,39697.01255637555,39770.27736391866,39887.316099518765,40019.764827329585,40001.339940708334,39906.043206974995,39898.67781210673
7694.08,67120.32127776834,54919.06474676806,48396.01043292133,44984.309562362134,41829.82489552371,39409.86374118466,38409.30455989223,38815.01937965964,39185.7889010728,39142.26760847304,39302.30175497253,39300.10288031905,38998.9331468727,39251.131227494436,39452.35975319718,39581.76185294214,39641.77638217618,39822.515095199604,39895.06833247777,39810.86729156054,39724.580410493996
7694.13,61406.78453393596,52136.00405604742,47710.45968339614,43665.72819422529,40916.198779297476,39060.610192780405,38237.4556567187,38538.33867432627,38891.24848503693,38999.687880598976,39218.123195256165,39200.85744819909,38869.00802583761,39027.89164712831,39189.428225776086,39413.53315446068,39443.12985327597,39603.15973759467,39768.576657155114,39705.53694190202,39588.116638779495
7694.18,51338.24473887857,49056.092939160044,46182.25827865977,42388.01615441291,40192.25101656834,38910.02200544982,38413.316363339305,38369.686008307704,38548.42195521427,38937.28012798119,39134.20493788569,39156.65533668995,38906.85335831491,38707.29664498818,38967.23350443065,39210.81107359569,39270.31701756299,39391.39745995734,39613.1057613369,39586.4334193454,39479.081332653375
7694.23,38664.82186996343,45112.739919828,44026.9054919402,40752.43369174983,39293.98654576809,38679.894456237766,38358.55463223061,38214.635561921554,38287.8403599779,38848.15728200141,39006.27372799535,39004.72223007406,38873.60173255814,38485.831384724035,38782.345719769015,38935.36481621008,39090.25486064579,39209.074443145604,39402.38092661721,39457.865208256604,39373.116640185384
7694.28,29994.013518470296,40142.008436592405,41535.79729407348,39366.263183334486,38511.48680576046,38493.50942014971,38502.56320888712,38075.505967988174,38157.788266308075,38665.8869255123,38859.05359982165,38852.539851932765,38745.2950997581,38503.34182074118,38536.37025726381,38682.01013287406,38938.186715799005,39054.87959375709,39161.06192748317,39309.25690207845,39237.78164742509
7694.33,29103.02137665945,36330.92755069719,38492.24831819233,38126.43859273193,37890.964478412156,38382.254276094085,38572.02271617063,38013.84025870982,38115.76281067564,38484.82749956603,38716.81047255879,38708.815721264284,38619.43586173977,38532.31921313136,38274.26219957003,38500.14778539982,38745.24564066709,38890.99531757526,38946.210640579935,39120.42514159529,39083.90802531089
7694.38,31294.626455760696,33083.71460913673,35198.82146328019,36952.4187565965,37358.959406699556,38153.15066065753,38385.45637042266,38030.18560888096,38129.04250189815,38248.96478710732,38511.81498931599,38516.97049503963,38482.449642500396,38414.349889363904,38099.92077920102,38306.08242053218,38519.95368162729,38716.298643450624,38774.39833584423,38885.897451180885,38905.73350134905
7694.43,35183.71778029063,31670.002921221807,33278.82163314079,35762.101837443,37044.4304298855,37927.35401350479,38051.787631941705,38189.026607087544,38150.66408271605,38118.9798014481,38272.57445432644,38346.40794229311,38361.845532638756,38332.959458153455,38114.98811434957,38061.80651726786,38323.163520613445,38526.73126957522,38615.00098173877,38638.608912379714,38699.46351539947
