,wav,10,30,50,70,90,110
761,8035.28,111632.99757641344,122766.82962889451,121895.16267214408,123866.85572835848,124120.23587426147,123974.08918006894
762,8035.34,117654.97547052495,122809.54610688383,122171.04879644177,123701.70431060562,124040.21040031071,124152.02391158156
763,8035.39,121542.15650441109,122711.30775912666,122702.21145564562,123583.95034971347,123998.15520483052,124276.34787372513
764,8035.44,125219.59097527691,122587.98882046014,123371.42317476803,123515.06272446612,123980.67821954061,124327.26352743582
765,8035.48,129409.80616295901,122515.02282572807,123959.00988647672,123499.00628122497,124009.87246768344,124356.54536594481
766,8035.53,133107.30524862473,122732.94176039904,124566.63188436757,123404.95302964139,124035.42299877707,124348.08995545864
767,8035.59,136086.2643800448,123454.76742287283,125069.38824884153,123316.2335592754,124099.91443217795,124359.44410068372
768,8035.64,138042.83972847706,124143.68648163753,125398.7526400392,123345.4417112431,124208.68919419711,124452.6379000622
769,8035.69,137294.32551875862,124610.20386600778,125547.55135768364,123353.18936245804,124227.6417782942,124566.66385114333
770,8035.73,135045.7892664775,124735.2701246673,125456.76826830959,123277.28738141166,124202.22175447812,124628.60500323688
771,8035.78,133467.08103723972,124858.20899094347,125188.00209381548,123209.39379975887,124184.2794172735,124701.24547145281
772,8035.84,133790.7106606562,125124.46779107003,125006.63478146409,123220.75794174308,124126.77817807958,124710.59347386776
773,8035.89,132482.94707417386,125802.07167687036,125004.56812715974,123314.21528214565,124057.43237171417,124714.23155827256
774,8035.94,129442.73241843985,126744.01999042304,124925.8791829932,123541.84207553268,124013.5031236646,124707.69110717424
775,8035.98,125366.9630369057,127537.84716439218,124866.30501142597,123754.9183068555,123999.01027189111,124720.02919286152
776,8036.03,121550.57305860765,128533.82784554288,124726.4941428591,124019.42632155686,124010.67314665396,124722.19867781323
777,8036.09,119921.64472522997,129409.58456744875,124728.77930796273,124364.22290262453,124000.66415205595,124608.17702786982
778,8036.13,119809.35050272905,129629.00840711434,124783.4800360268,124561.6204898082,124025.45310485872,124583.2771752892
779,8036.14,119960.97695469257,129655.13705609636,124805.76736147478,124603.82869248548,124036.81446761344,124577.1848788005
780,8036.19,121355.48035799638,129515.33828076348,125047.37521004907,124830.21104310412,124130.09596502151,124562.45647766849
781,8036.23,122719.99449556845,129144.50198355799,125112.62487580259,124932.05862202884,124186.03116317536,124518.63216539739
782,8036.28,122013.15572075309,128427.20696342841,124932.18653980804,124957.25237571936,124250.00388143846,124483.38449649194
783,8036.34,121157.4968506103,127608.93171399618,124898.90326272386,124965.29188059844,124320.96659248292,124357.06951932365
784,8036.39,122033.26209853104,127396.44920903884,124896.2299340327,124949.25505395203,124430.41850001964,124275.86956889956
785,8036.44,124439.00060042535,127121.34908301498,125048.87144480477,124956.21930768067,124571.01872557188,124215.3556641178
786,8036.48,127423.14367159733,126669.63193631817,125214.99785125362,124947.84028948548,124715.19261237745,124205.77541713743
787,8036.49,128250.43417253922,126504.85235447317,125236.88404356746,124953.14646030338,124753.75088771876,124197.95513336685
788,8036.53,131591.60445444196,125917.1557409101,125448.87557069416,124929.65147370353,124879.91804607555,124233.19236591541
789,8036.59,135497.3418484006,125023.92245029422,125642.44174224476,124929.06033053086,124994.2945872069,124302.32860174123
790,8036.64,138132.54943434685,124450.813542675,125910.57522413555,125020.24270930213,125041.08025413513,124363.81013348415
791,8036.69,140427.1530384462,124233.60424351534,126034.00790268814,125182.80361002973,125054.92341977173,124456.67229401
792,8036.73,141061.42859443312,124338.62014300926,126090.16853961466,125387.14245802148,125071.88895246005,124539.43836731296
793,8036.78,139986.6996178535,124351.0870329085,125925.79731812197,125513.68209222761,125091.99988595626,124673.2326103025
794,8036.84,134728.52965768045,123544.50251268825,125766.41574808014,125643.88295002024,125001.77539747508,124823.33894766172
795,8036.89,128363.05488065621,123228.18188619489,125803.32514631229,125717.05905393399,124914.997672346,124947.27878194058
796,8036.94,121408.88567204728,123077.71296961873,125798.10719910485,125883.99054527671,124868.81294003973,125060.32486243088
797,8036.98,116225.3691819123,122961.71684392965,125740.29204991698,126015.36245686488,124864.08580540912,125172.01515823753
798,8037.03,111458.35684020344,122986.17212458968,125535.38499510415,126158.29177797944,124869.94359800196,125322.06405810906
799,8037.09,108084.36216951837,123046.23094413176,125211.90953356268,126256.41641946854,124912.91581920683,125421.59441374695
800,8037.14,106738.28492694128,123278.2583820994,125057.24082975459,126196.80548110316,125012.82814553259,125484.84460925026
801,8037.19,107899.14130274447,123800.40929844578,124978.50557994594,126101.63133499539,125175.08631652691,125543.2386999803
802,8037.23,111445.38596722652,124239.79851562911,125042.25178713904,125976.62961082603,125325.11929258476,125591.56527141399
803,8037.28,115905.76351194036,124851.66424805262,125431.62333476335,125817.14641717066,125536.68375834916,125621.36755634275
804,8037.34,117548.7162198728,125043.91257021923,125513.54677349936,125628.71457345231,125770.5016049171,125665.76912071776
805,8037.39,116907.80022099613,125116.43284007182,125630.61151320033,125400.01260424311,125928.59634256785,125640.02904317944
806,8037.44,115730.19084184938,124807.06242735563,125648.28070440624,125295.69155116295,126088.45072409211,125594.2879314055
807,8037.48,116063.93243147299,124412.43481829084,125845.6353242994,125245.21757978701,126197.77521387585,125574.39497317077
808,8037.53,118643.84027042685,123916.53029038082,125890.26670874623,125188.99276528221,126332.70216945608,125544.345940475
809,8037.59,123045.59274671257,123605.35418984176,125989.46348348762,125056.49062939532,126428.01427426943,125477.61864464378
810,8037.64,127775.17807366147,123784.81499324727,125858.20068838402,125008.27158377397,126425.53460576363,125442.6681033872
811,8037.69,132575.49486594571,124195.1005654498,125613.8429471109,125052.85554752457,126414.50238263412,125471.22577310627
812,8037.73,135726.46967850445,124749.06379870215,125461.38453083228,125160.34827020556,126400.4735602065,125486.97039118547
813,8037.78,139944.92017078862,125869.2080330692,125306.69626140135,125332.09648804936,126351.72675245297,125556.32637111186
814,8037.84,144196.37119662497,127123.90444297898,125237.66159878272,125685.81234409238,126267.94468783707,125632.83310241668
815,8037.89,145272.37093949967,127716.1068955615,125184.55574540638,125924.72507241803,126197.7502665509,125658.70609220571
816,8037.94,144189.60588685982,127924.43021569801,124871.99594199995,126101.04467184376,126143.71713493433,125701.24868211306
817,8037.98,141486.5569839209,127991.37923443863,124572.98872478708,126243.76990058324,126095.9068587666,125740.65093451292
818,8038.03,135812.07147395884,128320.41475000241,124228.16310561674,126392.2586134327,126036.21499414199,125739.3028280299
819,8038.09,129100.22397456266,128672.34063524006,124062.69913602514,126495.00368142374,125901.74205870334,125719.98061360579
820,8038.14,123093.69155781501,128861.41879036893,124089.63962215751,126472.7547162729,125752.20111099709,125689.5280399975
821,8038.19,117681.78355474446,128691.18062237777,124329.26368346761,126334.02891158102,125654.90602268807,125601.96687150377
822,8038.23,114952.25029822945,128266.17457405732,124662.53147002243,126273.77654778675,125603.55315242345,125532.24211037303
823,8038.28,115598.2034093594,127559.89621296704,125243.07080316902,126268.72775115044,125575.90616211016,125434.25017151388
824,8038.33,119298.19939349976,127121.50871236721,125904.96931332895,126259.71175078774,125595.00337430247,125341.34022997516
825,8038.38,122988.65192831816,126939.37293322083,126557.09665501406,126295.77011753284,125662.16344241049,125252.66914904302
826,8038.43,124720.9833598967,126563.25959969744,127150.0074438695,126330.72035406194,125675.01589644302,125145.3877147783
827,8038.48,126110.37982819726,125597.99606747487,127446.1797703605,126272.12344559355,125683.694348564,125121.56912935471
828,8038.53,128148.17371103383,124688.54662969567,127691.64874039474,126046.2556563554,125673.68991701942,125156.48050997972
829,8038.58,129491.68672894409,123741.17129192039,127875.6773328601,125838.68597923577,125626.2499456515,125152.4807545821
830,8038.63,130484.18768178215,123128.34473084737,128061.07388740046,125651.94239127381,125526.31469642135,125123.29195565954
831,8038.68,130371.51207212689,122649.14225474716,128090.2313618912,125551.7827600387,125396.97884334254,125077.90603812186
832,8038.73,127577.95549151741,122448.46790676362,127915.66632677388,125545.96097407375,125228.75723933864,125040.2601294124
833,8038.78,123159.15650388753,122758.02238761986,127746.67772618306,125617.12093640641,125069.10900148588,125048.61808855041
834,8038.83,118608.33834196854,123651.97814448942,127633.52469668468,125779.79721777728,124964.78731463151,125062.82920051618
835,8038.88,116564.69996189504,124847.79954882739,127571.1883326629,125955.31498515129,124907.02733667468,125123.51822399175
836,8038.93,116972.39066107401,126107.33000294572,127652.83203310551,126111.61877015345,124873.00741747998,125200.76843219918
837,8038.98,116307.8318142396,127139.59267136359,127553.55604759027,126202.69131751456,124841.66541527136,125249.49894003058
838,8039.03,115506.26875887212,128038.40381332996,127309.21614098793,126189.19514866047,124818.61400418614,125290.61331877645
839,8039.08,114832.50090946842,128722.01730926454,126830.7188833177,126104.61656364017,124749.18296359366,125393.50238908145
840,8039.13,116185.23403452641,129084.46102337552,126373.04594301585,126010.37121270476,124679.3578489061,125460.82182032963
841,8039.18,118993.87990033369,129343.94989081704,125884.68340881995,125855.86276630167,124665.6192078849,125513.09400478908
842,8039.23,123268.1586318702,129108.12093057588,125478.03848583167,125708.89332673115,124687.90246561826,125559.34952300986
843,8039.28,127666.43474450291,128582.83948666292,125149.56965460979,125470.33079816536,124755.68222678738,125610.67985442546
844,8039.33,132502.81395057339,128189.30215842224,125038.89282551949,125204.77169370245,124879.3735155064,125676.9631592781
845,8039.38,137537.89911455975,127941.16806288717,125132.57695366186,125003.74683187854,125033.8897789102,125728.3867455755
846,8039.43,141936.22657859762,127968.84938409472,125329.53004891607,124914.9841785292,125202.28828253676,125774.55657516686
847,8039.48,146529.0134568825,128143.6193963967,125434.10855423329,124872.22882129716,125346.87672784434,125837.14210629318
848,8039.53,149109.51262397016,128433.8859159181,125479.47257286958,124745.5835007226,125442.61552322123,125823.0661213821
849,8039.58,148338.73372702656,128183.94869344585,125588.530803736,124678.6698565181,125509.94333885348,125818.2617867436
850,8039.63,145727.47239798526,127815.82624101151,125452.83767838604,124528.90571151323,125605.31624739454,125774.63050147204
851,8039.68,141869.09147650862,127446.11732559887,125241.02937999186,124381.2952092817,125693.54518178172,125748.50735760156
852,8039.68,141869.09147650862,127446.11732559887,125241.02937999186,124381.2952092817,125693.54518178172,125748.50735760156
853,8039.73,136740.30527247197,127093.4306299661,124932.55911567192,124282.31869946081,125788.63924040947,125771.2988054694
854,8039.78,129601.72760054482,126859.37566182963,124577.25142296088,124149.60190107512,125903.09062706052,125786.2226432532
855,8039.83,122732.79076520819,126466.4612523411,124072.15048216164,124098.2072321395,125991.44331854749,125871.32598890955
856,8039.88,117645.29738716363,126095.93984736643,123626.94281558605,124176.45867717091,126028.19334000595,125923.9210777623
857,8039.93,113435.67659934322,125799.45814764008,123331.90472844074,124307.28743799886,126064.77651424026,125974.9594879439
858,8039.98,111148.52529686733,125477.10649238827,123315.63366431322,124525.73414791888,126132.92668499146,126045.38372095545
859,8040.03,112748.31644954729,125400.00055917847,123244.81733927615,124655.7723189315,126173.54975137812,126058.69563840031
860,8040.08,115237.39835980628,124907.15525635566,123385.62786823818,124767.00015062901,126138.51741608235,126013.24954895285
861,8040.13,116096.53296354947,124158.37998224118,123452.08943540337,124970.55931574362,126095.83966909266,126003.49725440874
862,8040.18,116498.03338810259,123017.57621981234,123549.98551965435,125136.30143788584,126026.27874308535,126057.0020089619
863,8040.23,116391.53594914863,121789.2221609945,123618.58880484513,125248.9767992495,125982.19587379463,126142.43574318271
864,8040.28,116521.4321026897,120437.85386239972,123837.02483606586,125400.78152136557,125907.55985426434,126221.67954571558
865,8040.33,115334.83942143702,119128.69947172879,123903.17282632786,125531.68934038877,125844.76813840159,126280.22138290505
866,8040.38,113495.84066531033,117787.50809509393,123964.46214650759,125646.05307280463,125816.24477527541,126276.29341036144
867,8040.43,114417.27410315904,116908.16423478257,124018.47357995345,125702.85364777451,125803.81269340507,126253.20944771833
868,8040.48,116663.0466926527,116385.26758212045,124039.45839118124,125777.43262883725,125825.46474292569,126266.14301982435
869,8040.53,119205.75608104352,116379.77717427012,124138.17342878357,125949.07118959517,125868.2434612803,126284.7120721959
870,8040.58,122930.90381343693,116931.96188864786,124338.42615278068,126030.03822499227,125825.93394805839,126316.5680059886
871,8040.63,126895.87471617507,117824.01186991228,124242.2657030013,126165.20623122156,125810.78615269104,126337.9586450212
872,8040.68,128117.0363706419,118881.71673607166,124300.50998281804,126208.63249686612,125867.86389077237,126360.2760071126
873,8040.73,126838.95779792781,119707.06040597224,124281.69934236171,126318.82384017723,125954.71857397023,126368.20133705593
874,8040.78,123647.67402660227,120664.45307811107,124237.66877619855,126437.28267960335,126057.75831739743,126394.38347028743
875,8040.83,119138.09485655256,121518.39167979846,124309.16448626832,126497.87548317535,126145.55961539634,126431.00286520133
876,8040.88,114163.187847832,121817.71023149375,124426.02580410654,126581.01093670147,126175.57157217585,126471.88537097517
877,8040.93,109519.56586522717,122268.39895672383,124592.47604022692,126560.98917904471,126165.41540284696,126584.3541814566
878,8040.98,106922.82325148855,123000.48638164412,124784.7017310327,126458.19538705016,126148.05373548908,126727.69775917694
879,8041.03,107142.06231253369,123753.69634397308,124977.05151847049,126366.96090764443,126171.89128975426,126863.24798768165
880,8041.08,109648.98087989651,124663.42871440716,125355.8317443493,126274.94651596044,126248.32955951124,126937.64434206454
881,8041.13,114883.95107766507,125748.11705202256,125764.34367054432,126139.65029034906,126359.31901157057,127011.95704510158
882,8041.18,122371.33562188817,126796.40453241271,126226.79347839749,125962.60498089493,126492.67080922796,127103.40667845949
883,8041.23,129530.5160650682,127798.86563469082,126648.62244432299,125886.4999880398,126619.65184141725,127152.88859052726
884,8041.28,134763.22690043307,128633.66085328255,127045.75590478486,125863.22631478384,126762.12604316243,127189.4064296775
885,8041.33,138933.13871910248,129194.13194021599,127533.28819482775,125882.68998988208,126918.44308512687,127217.31124266506
886,8041.38,140514.28759642175,129872.76344147409,127694.53881098246,125894.78918965344,127087.64886191952,127258.63476436904
887,8041.43,140460.81284945484,130552.64845305894,127799.34631959115,125860.88818907212,127253.56656526787,127358.54548924985
888,8041.48,139242.66228719163,131116.09702426364,127808.76251042746,125837.70680052566,127414.62591711295,127367.42535660074
889,8041.53,138124.01544605131,131623.71272025604,127815.32114745,125855.95936663344,127536.46971132787,127112.57862621998
890,8041.58,137517.4532705398,132123.01074921392,127844.35371696466,125912.53627317898,127587.53021737421,126863.60984693935
891,8041.63,136957.47194203374,132797.24904226168,127876.3693922589,126106.31398303084,127637.87993790944,126687.6368404729
892,8041.68,135533.7130027216,133360.6497772772,127882.69506347842,126424.07867163626,127681.39252723407,126664.16050672748
893,8041.73,135814.8158285124,134097.6231879549,128007.89639851538,126774.58863654715,127657.82254078428,126626.22180874298
894,8041.78,137395.0901340911,134540.9789286525,128172.90564786215,127135.76292350283,127613.49143784976,126571.00983292375
895,8041.83,137616.37333143174,134897.44708216327,128465.77976696352,127461.15996030405,127553.22287993683,126521.74690617586
896,8041.88,138341.4260949444,134836.62852477693,128644.37734700661,127824.81454429723,127502.53354584643,126516.99303150135
897,8041.93,139474.18002004156,134344.68146964686,128794.99037292665,128101.76301210094,127523.54618287281,126522.08540602177
898,8041.98,139720.0362716041,133675.25564406603,128793.17309498979,128341.0178894874,127627.02416323713,126483.63714729802
899,8042.03,139152.05539553871,132560.93411265546,128751.99872765502,128631.22430350994,127562.79494740565,126446.90585581801
900,8042.08,137089.19269655188,131336.2455997794,128777.20557061881,128910.7638116442,127175.55738791203,126363.33879946926
901,8042.13,135279.5532612147,130309.89839770434,128804.55361253355,129051.8719752201,126837.05448371115,126255.65386134975
902,8042.18,133305.28774135964,129066.8552430369,129073.17101748145,129233.51350587238,126712.72198979506,126152.72962273685
903,8042.23,130835.38705246412,127761.93072205022,129428.58696055609,129463.04793026735,126756.76816452156,126012.35447790292
904,8042.28,128008.34632126724,127126.55017726017,129915.20599655095,129612.58921542192,126783.33906550358,125852.03418506355
905,8042.33,126282.72165679533,126900.91574468814,130263.45614600577,129686.9599112863,126782.42062953922,125678.15978839762
906,8042.38,124819.30791213742,126852.40134565641,130548.49475999379,129726.30606750515,126796.74493015448,125520.86431637565
907,8042.43,121598.75373126756,126959.29662651371,130718.92848269362,129711.16625758007,126831.91018178329,125422.06685243889
908,8042.48,119583.3282599134,126770.05795264355,130820.12211408459,129851.47916400696,126811.3840322251,125300.42761207481
909,8042.53,118584.00286357009,126361.82379458156,130864.0323594975,129971.91660333336,126759.39077453056,125134.25205693982
910,8042.58,117165.86508946792,125949.73861386297,130915.86956331678,129652.28821808525,126721.06263665708,124963.26909981131
911,8042.63,116101.62262751827,125474.11906299391,130855.66882335737,128997.62203221754,126657.75902689759,124856.82439918433
912,8042.68,115513.67948903279,125225.71535035946,130631.26158826506,128443.44802128828,126548.41797527365,124800.72801425538
913,8042.73,113674.69069875966,125383.24904840683,130427.59710223282,128218.40183917571,126455.00784822818,124801.68352541914
914,8042.78,111987.44362723896,125585.14211097833,130264.3898996429,128140.81707444812,126379.05367505287,124807.35955122554
915,8042.83,113450.88706553285,126051.31643404055,130149.4137336204,128029.3705732645,126252.9844481834,124816.268432115
916,8042.88,117359.92865080587,126634.63089232186,129990.59321251213,127865.50027648227,126104.5154081863,124798.55527172824
917,8042.93,123479.8864501325,127095.57681043584,129764.46461692166,127713.48307635263,125983.44599130384,124812.46161532731
918,8042.98,129323.10875285778,127681.46331053365,129694.71529156779,127536.7279256256,125870.49058679047,124814.16858290564
919,8043.03,133050.35933794998,128422.33227257007,129769.6144104332,127318.6792419408,125716.80412931682,124780.31022008795
920,8043.08,136508.1981913424,129597.30776674006,129731.24488082212,127055.77167181505,125483.26622947936,124705.23066838399
921,8043.13,137465.03374424367,130767.21342363533,128775.75176384274,126769.3715553863,125274.63886146052,124591.29615554576
922,8043.18,136728.58179021714,131520.36237090803,127511.45546891831,126449.3854871707,125131.40206409806,124466.48801386426
923,8043.23,137101.87928316684,132055.57691686138,126602.48970093175,126089.14067370519,125033.21508173195,124310.37827507251
924,8043.28,136996.41023283586,132453.65105247803,126206.63754627496,125733.4758794486,124973.1094239602,124149.64331813196
925,8043.33,135674.26945512733,132758.66029470062,125904.07806638129,125400.4218020775,124927.96596153907,123896.11525583286
926,8043.38,134990.3507943678,132837.36937377093,125592.11195757685,125111.43897435235,124866.68283568708,123618.56902542048
927,8043.43,135532.70425597654,132902.39603438764,125346.59340047197,124805.09610110479,124785.5230761371,123390.24246249648
928,8043.48,137750.60400410008,133067.80287220827,125108.530562637,124595.41015184189,124693.04448581871,123157.05732284814
929,8043.53,140511.86459308647,133195.98417430482,124990.31457512942,124416.91875649054,124589.42116633338,122972.93686755825
930,8043.58,143519.7132118111,133894.7762410429,124862.55100916809,124150.0999120198,124447.91492150299,122772.55891613106
931,8043.63,146076.2446373264,133678.97455455587,124862.35353863279,123784.11813025115,124210.09982710672,122549.48114094698
932,8043.68,146887.4446839505,131074.9964757188,124786.44364992573,123490.67592017935,123947.67883413378,122363.82853171347
933,8043.73,143842.58608269345,128357.00183506303,124607.19617523812,123260.26047693647,123674.32089298479,122187.69835129616
934,8043.78,138935.38412872737,126549.3539035582,124393.79663603638,123101.16971272866,123348.72876918392,122034.69829670846
935,8043.83,134390.42004275203,125427.2615635762,124112.4856150939,122971.41472055211,122963.23241999533,121887.3743118846
936,8043.88,129774.94999998792,124468.67833457323,123845.88998245721,122824.13129046236,122534.36640419238,121751.84352390716
937,8043.93,125677.67989178035,123538.63017033607,123545.10886672295,122697.67691197424,122162.32294377244,121611.2038277534
938,8043.98,121673.59290147049,122934.55706879667,123274.4991380032,122599.3638059388,121826.4480941747,121472.76138806596
939,8044.03,118658.50604104076,122617.65254531971,123246.71897896519,122491.18563013672,121548.85059770657,121293.51868676978
940,8044.08,119232.39560670315,122433.57083218226,123054.03763821584,122440.19330610713,121303.22388990925,121096.10123687428
941,8044.13,123009.18471376578,122153.6356196559,122866.05366382042,122372.21195968297,121030.52335329715,120879.81707966929
942,8044.18,122738.39082256779,121877.50333085483,122466.84205827212,122231.01112978824,120764.24951854713,120684.88146870199
943,8044.23,116299.39164334621,121446.18532254851,122100.64387769533,122080.6184388666,120514.02911827015,120487.35742179569
944,8044.27,113280.360741606,120991.87709556513,121900.57953097956,121921.47958128998,120325.36249986618,120334.12938153317
945,8044.28,112847.23801691808,120807.608746991,121848.29834949347,121884.78963949444,120281.47145632816,120294.11580353633
946,8044.31,112411.05059982363,120371.51444132061,121723.73626929334,121747.20761744273,120153.2091213635,120182.78849982336
947,8044.33,112941.51169889515,120091.77287870119,121640.8777761217,121620.97550370535,120069.92964626542,120099.36567495971
948,8044.35,113664.35929411116,119830.21128989504,121524.31677327558,121512.23908235306,119990.124127283,120017.74706991222
949,8044.38,114837.0988285462,119478.88650129606,121320.34765023114,121210.12320503454,119854.03314087608,119898.42075081324
950,8044.38,114837.0988285462,119478.88650129606,121320.34765023114,121210.12320503454,119854.03314087608,119898.42075081324
951,8044.4,115575.17293949306,119242.35456778841,121207.71249108565,121062.04458699781,119755.33209646531,119823.89319971467
952,8044.41,115795.94568820507,119147.90930903681,121143.79124248994,120947.93052675061,119717.27267596923,119790.73842710932
953,8044.43,116019.54936612198,118942.86859512614,121001.25119596014,120766.43656150675,119644.03832900067,119723.9979040416
954,8044.43,116019.54936612198,118942.86859512614,121001.25119596014,120766.43656150675,119644.03832900067,119723.9979040416
955,8044.45,116224.01363204826,118751.63176966374,120893.01546010563,120601.653490937,119567.25025570307,119654.9015189679
956,8044.45,116224.01363204826,118751.63176966374,120893.01546010563,120601.653490937,119567.25025570307,119654.9015189679
957,8044.46,116314.34612521825,118673.9564016466,120833.57729362887,120520.33336705412,119532.85208575106,119621.03529404779
958,8044.48,116553.80644575937,118494.1829611074,120705.5526676184,120381.00503964607,119471.54713348758,119550.24000793806
959,8044.48,116553.80644575937,118494.1829611074,120705.5526676184,120381.00503964607,119471.54713348758,119550.24000793806
960,8044.5,116745.92264061455,118334.05038240469,120650.65266508303,120250.56950880973,119407.30438563906,119478.18225720453
961,8044.5,116745.92264061455,118334.05038240469,120650.65266508303,120250.56950880973,119407.30438563906,119478.18225720453
962,8044.51,116785.92905177988,118266.4357318538,120618.33834268953,120178.06041359052,119373.55994979177,119443.63995725567
963,8044.52,116949.02636965582,118194.6267191278,120576.66509928713,120117.80458134678,119334.2232005833,119408.78761927775
964,8044.53,117043.42585861048,118191.32742465824,120543.97734969675,120059.96760662082,119294.74295429727,119370.49101981553
965,8044.53,117043.42585861048,118191.32742465824,120543.97734969675,120059.96760662082,119294.74295429727,119370.49101981553
966,8044.54,117092.65645794843,118172.80162790284,120526.0616956089,120007.49109356523,119253.92828468485,119333.61590353365
967,8044.55,117112.82323175405,118174.53978872433,120510.6247474398,119957.61516435823,119211.3989123539,119301.16367285496
968,8044.56,117206.00390230674,118168.47460484457,120491.13990446787,119938.97902857994,119179.33018896398,119269.26819821367
969,8044.57,117431.00465619602,118173.96118994341,120467.27362997347,119896.33381807171,119137.39407559832,119237.9470057579
970,8044.58,117514.96839974391,118176.2167546702,120447.00393642935,119847.48003501957,119096.64100780127,119203.05020087633
971,8044.59,117722.92881002772,118169.40106292929,120441.3168267021,119796.58977485525,119056.21961282073,119162.32468486829
972,8044.6,117811.59268131657,118161.56347288025,120444.06672099709,119743.79122697943,119015.07098109495,119122.32818199808
973,8044.63,118959.06953913484,118073.73641991738,120428.85594483462,119594.46414060138,118910.80114389009,118991.40554054022
974,8044.64,119588.65405677662,118011.74847241961,120402.69814767933,119551.81048814804,118874.47517485457,118933.34226362404
975,8044.68,123663.66505589029,117854.71948089352,120275.23324255006,119357.86802673545,118767.43051413221,118735.83438331027
976,8044.73,131042.10125352848,117684.22682060146,119946.70925185285,119099.7958151435,118653.50655447129,118453.11638809573
977,8044.78,133265.19084179142,117750.92889670475,119614.11262728227,118810.44180715998,118531.08533508009,118171.44323945808
978,8044.83,128419.90001733729,117817.14568790986,119157.8803116927,118547.76228997592,118408.75927080619,117910.31417423612
979,8044.88,120267.75170968793,117948.54899788648,118653.41451155722,118271.2934601492,118274.01127398931,117672.58903531866
980,8044.93,115591.56772476593,118161.66216153512,117961.86164304995,117928.1210006484,118117.67185238286,117427.90451252655
981,8044.98,112815.51902592281,118316.06942021297,117302.0122022656,117605.55675149732,117966.80719130291,117189.92534414007
982,8045.03,110087.04071311226,118416.25419938074,116822.98186565381,117342.73237513988,117811.61260934088,116957.53481723451
983,8045.08,110570.93700834217,118518.29389594261,116400.99517946865,117111.45288155794,117670.58270197477,116735.32078690414
984,8045.13,112899.71734362456,118634.68665153072,116180.63191258248,116881.51021801805,117510.36350947355,116515.11756491804
985,8045.18,114632.87984126214,119158.4183140499,115923.15295172718,116662.17514478689,117291.42955763714,116286.44079162089
986,8045.18,114632.87984126214,119158.4183140499,115923.15295172718,116662.17514478689,117291.42955763714,116286.44079162089
987,8045.2,114939.80083368496,119499.21834281064,115840.02701598551,116570.3317290477,117210.75211443205,116202.27894512661
988,8045.23,114525.28210176964,120110.09421810918,115702.55872118441,116463.1065561008,117033.73838092007,116086.75689002172
989,8045.27,114898.62661554475,120647.57819000803,115598.29044764377,116311.23139459173,116795.28208890856,115930.60778215715
990,8045.28,115107.51275638823,120596.57464273299,115573.28181136603,116270.76262768768,116725.30518448575,115897.7675645068
991,8045.3,115628.00679736905,120416.10124000172,115525.23089690522,116187.33562189275,116591.08606928114,115832.20315980604
992,8045.33,116439.33747722444,119842.84836832025,115466.56606458865,116055.33312330108,116400.41449281904,115721.72143587156
993,8045.33,116439.33747722444,119842.84836832025,115466.56606458865,116055.33312330108,116400.41449281904,115721.72143587156
994,8045.37,117691.57606264332,118593.0964513444,115316.75819769072,115862.78616003916,116155.6006533016,115578.26027265235
995,8045.38,117954.11177819749,118236.28501620778,115280.57166005272,115822.40717496393,116094.16139292436,115542.11234806952
996,8045.4,118475.69330259504,117533.73028539686,115211.57320896757,115734.86516026003,115980.42067747547,115461.13295504249
997,8045.43,119369.09762949287,116723.07202638482,115109.31183832436,115582.80859286604,115778.55844412679,115337.36330020586
998,8045.47,120789.16890830366,115516.82301636331,114974.3790351141,115392.81532327777,115502.34448987342,115187.05564452063
999,8045.48,121060.24338211262,115207.0696221615,114940.11358749354,115357.27938679993,115431.17488241753,115152.49872081527
1000,8045.53,121914.33489392807,113961.37535963583,114755.47073470514,115165.6704002099,115079.17706559745,114971.15322247468
1001,8045.58,122218.75064286988,113095.23215688128,114595.88545248794,114981.98979219439,114767.0809468412,114762.92237121494
1002,8045.63,123415.65242827927,112538.41756962931,114336.18001117626,114800.26838123266,114495.00886798967,114599.68678854812
1003,8045.68,127887.38032805856,112497.65213383792,114017.69144331804,114606.01489578809,114220.67431376621,114436.28245136519
1004,8045.73,131918.4081275996,112390.92432352855,113908.04707265699,114333.61108054369,113939.2120560906,114289.91320272826
1005,8045.78,129007.4813857718,112312.5810742725,114134.51727894608,114035.2929850285,113652.88475649961,114128.01191961905
1006,8045.83,122333.23877117879,112302.75785685242,114104.92422481414,113746.00500571406,113385.66444506988,113953.51246508204
1007,8045.88,116432.59528496403,112259.52699885078,113659.44850589788,113455.82044610401,113107.17547051181,113786.0048360136
1008,8045.93,110719.46690307085,112074.81256321163,113148.4286283416,113138.89830035648,112804.15256443586,113625.90779957589
1009,8045.98,105144.98428985792,111794.88907016114,112802.16440313138,112848.42713686578,112514.99317431323,113437.65939954712
1010,8046.03,100191.90658565484,111495.66403586295,112679.44001700144,112549.28746075521,112260.25581898342,113248.02537656731
1011,8046.03,100191.90658565484,111495.66403586295,112679.44001700144,112549.28746075521,112260.25581898342,113248.02537656731
1012,8046.08,98066.26421254668,111203.21028144614,112520.97050237442,112197.6988895801,112012.53048132261,113073.1756125361
1013,8046.09,97956.48202969706,111149.11162731599,112490.09103141974,112127.88436163176,111957.4158237391,113034.66182848945
1014,8046.11,97925.18698133204,111011.06006829574,112419.65073184547,111998.57506537654,111853.70264621743,112975.02560437591
