,istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,snr,period,period_h,TIC,Sector,note,dur_over_period,TPF,check period,
1101,4195,4199,155949,155953,1444.05686076903,1444.06241639261,78.5850598886428,4.42178961128861,0.372324347496033,0.005555623578857,17367,2.24160034583535,0.058912482407573,1.41389957778175,284704594,5,,0.094302995762794,,,
1526,16053,16057,168830,168834,1461.94709150938,1461.95264694855,85.558384000902,6.97641023723773,0.280673861503601,0.00555543917767,17367,2.24160034583535,0.058912482407573,1.41389957778175,284704594,5,,0.094299865675935,,,
1247,4416,4420,194789,194793,1497.99600649694,1498.00156214643,96.7671831322875,2.42779145906971,0.337147951126099,0.005555649487633,16063,2.28152580914986,0.05908971448012,1.41815314752288,350025862,7,,0.094020584403097,,,
1003,10653,10676,456010,456033,1860.80783513826,1860.83977898965,179.808725560239,3.12615180856709,0.40470278263092,0.031943851386586,16219,2.19525142781618,0.340384536162127,8.16922886789105,16532008,20,I,0.093846364898818,,,
1664,5532,5537,354154,354159,1719.33783843528,1719.34478293933,86.203776671358,7.20782637465433,0.258862376213074,0.006944504052854,16117,2.40065350394273,0.074065095012801,1.77756228030723,469430747,15,,0.093762170313206,,,
2115,10533,10537,360338,360342,1727.92472905937,1727.93028469623,42.3018303646957,1.77250621825507,0.210150122642517,0.005555636852705,16247,2.26735115892931,0.059402790382912,1.42566696918988,376870091,15,,0.093524846507937,,,
1580,1379,1387,407235,407243,1793.05982152331,1793.07093271693,142.016168181926,7.16290317375165,0.272790789604187,0.01111119361849,13157,2.26719072057353,0.119818109331935,2.87563462396643,329171124,18,,0.09273384199135,,,
209,10657,10679,341025,341047,1701.09944771828,1701.13000284672,1114.95510582765,7.29881400463919,1.30191683769226,0.030555128440028,15749,2.46064672634699,0.329646658096988,7.91151979432772,219011645,14,,0.092690545132231,,,
2010,9825,9829,360989,360993,1728.82699915516,1728.83255463938,58.4357864460692,3.83626369958007,0.221618175506592,0.005555484220395,14408,2.06789258510001,0.060230808191276,1.44553939659061,165599289,15,,0.092236587673743,,,
761,14308,14313,305060,305065,1651.15510429126,1651.16204860423,148.8105222115,6.249264811279,0.505118012428284,0.006944312968699,15414,2.06307594878701,0.075715501326079,1.8171720318259,351099931,12,,0.091715868574817,,,
1121,6828,6844,337295,337311,1695.92458201837,1695.94680452868,189.541852348082,3.95555982501221,0.367653727531433,0.022222510306619,14162,3.28740286740793,0.244425171636013,5.86620411926431,245219123,14,,0.090917437667638,,,
986,7011,7030,122293,122312,1397.31247988924,1397.33886831578,141.722293034651,1.99158035506874,0.408824920654297,0.026388426541871,13153,2.07344150487301,0.290891401354167,6.98139363250001,244161236,3,,0.090715732465885,,,
436,12756,12766,84525,84535,1344.85079001005,1344.86467896465,359.290449667085,9.96317529955093,0.784840106964111,0.013888954603317,17805,2.39843877420987,0.153628665066177,3.68708796158825,150321663,1,,0.090406009824626,,,
401,9532,9541,239497,239506,1560.09063501007,1560.10313480621,279.612469538045,7.75991771695116,0.828890919685364,0.012499796142947,15405,2.67886458274789,0.1393502931232,3.34440703495681,260655797,9,,0.089700537134112,,,
593,14974,14994,479509,479529,1893.43969495519,1893.46747324991,670.091166607967,12.333201926294,0.604008674621582,0.02777829471961,17930,3.25014235672393,0.31011208478441,7.44269003482585,229683574,21,,0.089575015236576,,,
1034,11917,11927,521231,521241,1951.38786286331,1951.40175156178,232.269392808722,8.5057220983899,0.391209959983826,0.013888698473238,14271,3.38719654115837,0.15507278709479,3.72174689027497,237104308,23,,0.089562448276295,,,
370,10431,10449,519234,519252,1948.61622313389,1948.64122346393,384.904405171546,3.63178383993456,0.88629937171936,0.025000330038665,14760,2.08663087559717,0.281076426828879,6.7458342438931,156004616,23,,0.088944954654221,,,
529,5520,5549,469269,469298,1879.21812013454,1879.25839738394,550.958257342244,3.10573518409783,0.657099843025208,0.040277249398969,16998,2.0318087745714,0.453195736436458,10.876697674475,424389265,21,,0.088873848892919,,,
997,3508,3513,117835,117840,1391.1163550702,1391.12329963902,114.452396856453,3.19094211065488,0.406445860862732,0.006944568819563,13153,2.04162588644264,0.078346780299421,1.8803227271861,259592354,3,,0.088638853990205,,,
1130,3515,3519,193880,193884,1496.73386814543,1496.7394237067,84.5091539980153,3.88777148344313,0.365031957626343,0.005555561273695,16062,2.10011876214571,0.062790799237671,1.50697918170409,150322322,7,,0.088477314210742,,,
1939,6238,6249,196611,196622,1500.52849786724,1500.54377563725,90.6278911953664,1.50080843912946,0.22994339466095,0.015277770015246,16063,3.18090948262886,0.172876787220195,4.14904289328467,130513139,7,,0.088373750235111,,,
1826,15714,15718,502692,502696,1925.63815262455,1925.64370820294,57.2854109659179,1.40023901644923,0.240123748779297,0.005555578393341,16181,2.29944751405513,0.063086365929885,1.51407278231724,233745344,22,,0.088063059449573,,,
1656,7010,7014,431149,431153,1826.27465207462,1826.28020761388,54.8843299236049,1.32981637277422,0.26019275188446,0.005555539254146,16382,2.16849859492396,0.063092215427538,1.5142131702609,235940812,19,,0.088054274469512,,,
1657,7010,7014,431149,431153,1826.27465207462,1826.28020761388,54.8843299236049,1.32981637277422,0.26019275188446,0.005555539254146,16382,2.16849859492396,0.063092215427538,1.5142131702609,235940812,19,,0.088054274469512,,,
396,2030,2043,407886,407899,1793.96710028937,1793.98515563825,414.580478248277,5.29432389695917,0.838569283485413,0.018055348870121,14908,3.18181974531296,0.205105623392949,4.92253496143077,347308021,18,,0.088029516555623,,,
1113,9730,9735,144803,144808,1428.57453378439,1428.581478212,102.84040791351,6.94284276739812,0.369039177894592,0.006944427610506,15493,2.08144235033585,0.079029180739732,1.89670033775356,143041454,4,,0.087871689235603,,,
982,12960,12969,226163,226172,1541.56992895007,1541.58242915664,138.410337312359,2.68874311383792,0.409304261207581,0.012500206569939,13121,2.39899681978675,0.142404916382194,3.41771799317265,260972843,8,,0.087779318913332,,,
307,6988,6994,98461,98467,1364.20948389979,1364.21781737077,237.080279766428,7.21271172799077,1.03317761421204,0.008333470988873,18018,2.11196786932798,0.095551336674151,2.29323208017963,166739932,2,,0.087214593525696,,,
1073,1246,1252,388258,388264,1766.70361469758,1766.71194805245,118.542700922175,2.75001226110246,0.378563404083252,0.008333354862771,13238,2.10182911201673,0.095569131015128,2.29365914436307,360020321,17,,0.087197139643887,,,
1985,7559,7565,397341,397347,1779.31891698921,1779.32725030857,109.219567688199,7.6183820247785,0.224344968795776,0.008333319357462,13238,2.10182911201673,0.095569131015128,2.29365914436307,360020321,17,,0.08719676812948,,,
2110,14410,14418,579083,579091,2031.73587536475,2031.74698660485,80.1006749254157,1.46108351234412,0.210861682891846,0.0111112401014,16643,2.06479223901833,0.127740621476614,3.06577491543873,235940812,26,,0.086982824828625,,,
2109,14410,14418,579083,579091,2031.73587536475,2031.74698660485,80.1006749254157,1.46108351234412,0.210861682891846,0.0111112401014,16643,2.06479223901833,0.127740621476614,3.06577491543873,235940812,26,,0.086982824828625,,,
1784,7303,7307,235584,235588,1554.66032500325,1554.66588066828,62.426004304285,4.21627585237979,0.243970990180969,0.005555665032261,15649,2.05744751095229,0.064025837792129,1.53662010701109,429152614,9,,0.086772234832732,,,
532,14568,14573,206163,206168,1513.79645665065,1513.80340098487,187.30679934666,7.09500597975796,0.650671601295471,0.006944334215405,16063,2.18114953656651,0.08005818998195,1.9213965595668,66425169,7,,0.086741084415857,,,
1273,1717,1722,388731,388736,1767.36467758228,1767.37162221369,61.7418681098645,1.1346190483569,0.331146478652954,0.006944631419401,11396,2.33697383598566,0.080172052676613,1.9241292642387,26824497,17,I,0.086621599267432,,,
2023,11143,11160,340394,340411,1700.22589267652,1700.24950392226,159.419753483484,1.80151196086129,0.219082832336426,0.023611245749635,18125,3.72595841236829,0.273284117191728,6.55881881260148,352239584,14,,0.086398163172688,,,
782,8160,8166,433433,433439,1829.44619246263,1829.45452572127,137.283970282022,5.09444468858686,0.491894721984863,0.008333258648236,16060,2.65191237307086,0.096715901077536,2.32118162586087,258804174,19,,0.086162239666829,,,
1129,4555,4562,232890,232897,1550.91838295765,1550.9281051987,111.553560695352,4.36672506293911,0.365158915519714,0.009722241045438,15467,2.16853002262861,0.112843478914843,2.70824349395623,168205635,9,,0.086156870905893,,,
1609,9725,9732,239184,239191,1559.65727042164,1559.66699266303,71.2657891441238,1.31746190842062,0.267132520675659,0.009722241393774,15902,4.74892413964836,0.112987937221424,2.71171049331418,44984200,9,,0.086046719967294,,,
1195,11139,11148,340390,340399,1700.22142931328,1700.23392931982,126.925602078683,3.06978175472938,0.349017739295959,0.012500006545224,18125,2.01178069237789,0.145410831289294,3.48985995094306,271357107,14,,0.08596337999303,,,
621,4919,4927,96342,96350,1361.26581672807,1361.27692781387,217.369159555999,4.47435947470087,0.580002546310425,0.011111085802895,18017,7.4140023875682,0.129261689272329,3.10228054253589,234334620,2,CANDIDATE,0.085958073621382,,,
849,13691,13708,384104,384121,1760.9293229956,1760.95293466164,284.614970860888,3.15491796387752,0.462670207023621,0.023611666032593,14380,2.35367508817306,0.276312993179738,6.6315118363137,136995130,16,,0.085452608510646,,,
549,7781,7790,236058,236067,1555.31785980609,1555.33035985637,266.81466337828,11.3620467031349,0.634577989578247,0.012500050278277,15652,2.06112223071477,0.146526188950751,3.51662853481802,106315632,9,,0.085309325027749,,,
249,3077,3082,310342,310347,1658.48592201209,1658.49286637793,240.359956976868,5.35839215252061,1.20149874687195,0.006944365838763,19283,2.35928467548982,0.081422815813229,1.9541475795175,300037002,13,,0.085287714130303,,,
2124,9312,9323,101862,101873,1368.93405204279,1368.9493300429,102.949330500934,2.74843261513004,0.20922863483429,0.015278000110811,18017,3.85397640500456,0.179343848771029,4.30425237050469,100100909,2,,0.085188314043135,,,
1209,9714,9722,162470,162478,1453.11280110977,1453.12391199324,141.053342634348,2.36298151755279,0.346233129501343,0.011110883477386,17574,3.07092927431112,0.130688311349268,3.13651947238243,279482950,5,,0.085018188410836,,,
2232,14523,14531,86312,86320,1347.33673938274,1347.34785044669,84.7524524422738,2.25443263543181,0.200454711914062,0.011111063947965,17804,3.64371984406454,0.130722838623239,3.13734812695773,350215424,1,,0.084997113472946,,,
2144,15870,15878,88407,88415,1350.24644538037,1350.25755641493,63.421105472781,1.9526800830964,0.207847237586975,0.011111034563783,17804,3.64371984406454,0.130722838623239,3.13734812695773,350215424,1,,0.084996888690633,,,
1510,8905,8911,518263,518273,1947.26484691461,1947.27873597646,197.173299379464,5.81537072011595,0.282958745956421,0.013889061848659,14179,2.58274819381482,0.164132560293387,3.9391814470413,353732913,23,,0.084621002827424,,,
1300,12950,12955,420658,420663,1811.70719843711,1811.71414274778,90.5320954115595,6.03367942666027,0.324625372886658,0.006944310664494,14540,2.24456729803162,0.082073062588403,1.96975350212168,301102220,18,,0.084611326121943,,,
1391,8111,8116,557444,557449,2001.68387231961,2001.69081673144,79.7096564214843,2.43760913639252,0.306663632392883,0.006944411829636,13361,2.52711727351258,0.082105641371494,1.97053539291586,462637035,25,,0.08457898523946,,,
2117,2339,2346,211235,211242,1520.8428118335,1520.85253409076,68.6563152679361,3.50131108969274,0.209894299507141,0.009722257257181,13121,3.42914619717615,0.115016735992409,2.76040166381782,71262585,8,,0.084529065907614,,,
826,1698,1715,526253,526270,1958.35990481905,1958.38351599602,253.516747650013,4.26503197789157,0.470690131187439,0.023611176971599,17918,3.58703619572499,0.279716984113845,6.71320761873227,408094501,24,,0.084410952185832,,,
2219,5062,5072,373326,373336,1745.96184949203,1745.97573851995,111.509856794083,5.28470549189443,0.201632380485535,0.013889027923597,13445,2.25726311389153,0.164713208256946,3.95311699816671,219011645,16,,0.084322490409699,,,
1180,2225,2237,153969,153981,1441.30412334839,1441.32078993415,200.114035908196,3.51510601649927,0.354014396667481,0.016666585753228,17576,4.28003846130892,0.198079969639624,4.75391927135098,7652962,5,I,0.08414069218382,,,
786,9014,9018,416718,416722,1806.23128345838,1806.23683895478,110.781219611618,4.97429384198414,0.490648150444031,0.005555496402394,14346,2.53294029274805,0.066051908021226,1.58524579250943,360020321,18,,0.084108038190339,,,
685,10307,10311,418018,418022,1808.03681955437,1808.04237504937,152.040784211542,3.88040208424518,0.543850183486939,0.005555495004273,14346,2.53294029274805,0.066051908021226,1.58524579250943,360020321,18,,0.084108017023335,,,
1836,16436,16443,441570,441577,1840.75148880292,1840.76121064667,100.29311604259,4.35135256200972,0.238735675811768,0.009721843749048,16576,2.20192806876406,0.116648087592906,2.79955410222973,428906379,19,,0.083343361641526,,,
1837,16436,16443,441570,441577,1840.75148880292,1840.76121064667,100.29311604259,4.35135256200972,0.238735675811768,0.009721843749048,16576,2.20192806876406,0.116648087592906,2.79955410222973,428906379,19,,0.083343361641526,,,
1478,11863,11884,437027,437048,1834.44111630489,1834.47028227293,277.368172043029,5.6577072603047,0.28796660900116,0.029165968040161,16351,2.59895559308667,0.349978777851786,8.39949066844286,82099975,19,,0.083336390335395,,,
1092,5159,5165,75966,75972,1332.9695214644,1332.977854834,128.046454741842,4.55549695391966,0.37475323677063,0.008333369601132,17795,9.45372317643655,0.099999288917518,2.39998293402042,289840926,1,cr,0.083334288586848,,,
1887,6690,6695,77531,77537,1335.14313169506,1335.15146501195,87.8346429580801,4.16185255440442,0.234646439552307,0.008333316895687,17795,9.45372317643655,0.099999288917518,2.39998293402042,289840926,1,cr,0.08333376152865,,,
2092,17284,17290,89849,89855,1352.25121043094,1352.2595435579,71.2602369566977,1.25191550682243,0.212570786476135,0.008333126960679,17795,9.19899964465618,0.099999289120548,2.39998293889315,289840928,1,cr,0.083331861995874,,,
1797,9939,9952,102489,102502,1369.80485882106,1369.82291413028,96.2289830845425,1.95433918901006,0.243030190467834,0.018055309218653,18017,3.01557861239282,0.21713964567009,5.21135149608216,281461138,2,,0.083150680120779,,,
1491,5013,5016,511942,511945,1938.48774019577,1938.4919068469,70.3770098556534,8.31515714678537,0.285462498664856,0.004166651125615,13501,2.15252561768828,0.050147237805585,1.20353370733404,165599289,23,,0.083088347592915,,,
1327,8937,8944,398770,398777,1781.30161197545,1781.3113340793,138.4299821752,5.25825367369875,0.319538593292236,0.009722103859076,13109,2.05813945512171,0.117044620978955,2.80907090349492,229683574,17,,0.083063226466632,,,
864,6116,6133,157871,157888,1446.71973969029,1446.74335046233,197.233199565034,2.39496173513409,0.455830216407776,0.023610772035227,17573,3.61046569282294,0.284776271416878,6.83463051400507,260972843,5,,0.08290989947215,,,
1123,15670,15687,88206,88223,1349.96474255035,1349.98835328692,279.376462677515,3.5582075039311,0.36710798740387,0.023610736574483,17805,2.27018612528331,0.284840080129938,6.8361619231185,260972843,1,,0.08289120184109,,,
812,13754,13760,438831,438837,1836.94773404741,1836.95606707457,121.195123930947,1.94514080740578,0.473155736923218,0.008333027156368,16597,2.2117165296172,0.10054964630885,2.4131915114124,187092382,19,,0.08287475353988,,,
1896,830,833,387835,387838,1766.11472337133,1766.11889009559,63.9804385692312,3.01075718428466,0.233685851097107,0.004166724258766,10168,2.46339564715206,0.050683196071527,1.21639670571666,229671667,17,,0.082211158366684,,,
2204,13135,13140,502006,502011,1924.68547332896,1924.69241766754,50.3536082649223,1.46915767336043,0.202651023864746,0.006944338575522,14288,2.1216278795285,0.084591631715489,2.03019916117173,376870091,22,,0.082092500578287,,,
451,2375,2399,154119,154143,1441.51460193528,1441.54793598409,644.90811419915,8.33265029230191,0.757291674613953,0.033334048812776,17365,2.66176881094669,0.407447376617765,9.77873703882637,176379866,5,,0.081811911735653,,,
758,6101,6112,179675,179686,1477.00345580999,1477.01873330888,166.766027986201,2.17833674172142,0.508289337158203,0.015277498892374,14525,2.13446853979071,0.186767990943777,4.48243178265066,25153167,6,I,0.08179934267737,,,
1399,8638,8656,339766,339784,1699.35658046659,1699.38158067852,205.014471787807,2.63055278039633,0.304633855819702,0.025000211929182,14238,2.75462077133564,0.305637644513345,7.33530346832027,243400994,14,,0.081796900277088,,,
1660,504,515,443533,443544,1843.47692125245,1843.49219918777,131.326971088293,1.68668424629372,0.259368062019348,0.015277935325003,16039,2.05449224671209,0.187026127891132,4.48862706938718,441606549,20,,0.081688775238379,,,
1010,6855,6882,98313,98340,1364.0038614656,1364.0413621812,291.887119791991,1.83481147667013,0.401145339012146,0.037500715608758,18018,2.27780552331112,0.461321429844329,11.0717143162639,166787846,2,,0.081289775810789,,,
660,11628,11641,362607,362620,1731.07526210156,1731.09331748977,252.709796406535,3.02427005288141,0.558280229568481,0.01805538820895,14762,2.79899281741204,0.223118763987393,5.35485033569744,198236067,15,,0.080922769050344,,,
790,4877,4890,333365,333378,1690.46191184181,1690.47996710652,162.411534291327,2.89479140796603,0.488173723220825,0.018055264707073,16549,3.36319705836331,0.223413868315261,5.36193283956626,198236067,14,,0.080815326475593,,,
534,8205,8220,159967,159982,1449.63627086847,1449.65710403419,306.463413718939,3.88473965045954,0.649111151695251,0.020833165719523,17574,3.68829781336167,0.257943236308552,6.19063767140525,117626744,5,,0.080766474119144,,,
2174,2472,2481,311556,311565,1660.17759314152,1660.19009341093,115.434594919961,6.31710351514785,0.2052081823349,0.012500269412612,17467,2.42155710995863,0.154962839219287,3.71910814126289,31792609,13,s,0.080666238922759,,,
1835,1587,1590,407443,407446,1793.34974589948,1793.35391250863,57.2941539657594,5.02908931258551,0.238778829574585,0.004166609146523,14940,2.06091323461328,0.051664084218311,1.23993802123946,387446084,18,,0.080648079019782,,,
663,1618,1621,407474,407477,1793.39280086003,1793.39696746906,144.189628192198,9.7828796834833,0.556798696517944,0.004166609030563,14940,2.06091323461328,0.051664084218311,1.23993802123946,387446084,18,,0.080648076775282,,,
1745,11515,11524,520829,520838,1950.82953718281,1950.84203701151,135.641427594111,6.75885141530818,0.248432278633118,0.01249982869399,14271,3.38719654115837,0.15507278709479,3.72174689027497,237104308,23,,0.080606203887658,,,
1233,306,309,368524,368527,1739.29753444015,1739.30170116851,93.5383101064042,6.94552095382366,0.339808464050293,0.004166728353766,13545,2.16346609184993,0.051754141915466,1.24209940597119,197709128,16,,0.080510046144168,,,
1262,6632,6637,140932,140937,1423.19928581295,1423.2062301607,137.028092130173,14.054730119332,0.333670616149902,0.00694434774914,15480,2.10984329061372,0.086281257387519,2.07075017730046,325681386,4,,0.080485008672863,,,
1519,2889,2892,351487,351490,1715.63456589908,1715.63873262912,89.5870283414067,12.4078975044121,0.281986117362976,0.004166730044972,12691,2.38986458579348,0.051835928219777,1.24406227727465,137858708,15,,0.080383050676852,,,
2022,11884,11887,364082,364085,1733.12778403556,1733.13195070879,77.0323203574725,12.1671603691139,0.219099879264832,0.004166673235659,12691,2.38986458579348,0.051835928219777,1.24406227727465,137858708,15,,0.08038195473211,,,
2133,595,598,329021,329024,1684.4332112987,1684.43737799153,61.667591124006,8.53332849090489,0.208755493164062,0.00416669283004,14042,2.2830601081527,0.052009429149036,1.24822629957686,391970568,14,,0.080114181182418,,,
1682,609,612,329035,329038,1684.45265586431,1684.45682255714,74.9660239798624,8.80718750914811,0.257108807563782,0.004166692829131,14042,2.2830601081527,0.052009429149036,1.24822629957686,391970568,14,,0.08011418116494,,,
1485,3193,3196,331637,331640,1688.06656339478,1688.07073007876,80.6897388117999,10.1625664382059,0.286311745643616,0.004166683982476,14042,2.2830601081527,0.052009429149036,1.24822629957686,391970568,14,,0.080114011067803,,,
1455,5691,5695,490617,490621,1908.87143969814,1908.8769952525,82.9516956583551,2.80546833147875,0.294002413749695,0.005555554353577,15338,2.30098245877558,0.06946476901263,1.66715445630311,224303753,22,,0.079976575644654,,,
1365,14854,14858,478990,478994,1892.72368877334,1892.72924432183,74.5293926773632,2.5965867703383,0.310787081718445,0.005555548489383,18327,2.23643098354851,0.069486430689442,1.66767433654661,53451503,21,,0.07995155938017,,,
617,16053,16058,365945,365950,1735.71469112792,1735.72163555607,250.709402945963,21.4555146745459,0.583033919334412,0.006944428150746,16234,2.81729764575449,0.086976149614902,2.08742759075765,416497536,15,,0.079842901548222,,,
448,13003,13020,128410,128428,1405.80602256039,1405.83102194937,613.563405373203,6.15815429911086,0.7590252161026,0.024999388981996,13146,2.30039729164638,0.314356608459093,7.54455860301822,401838575,3,,0.079525571625606,,,
754,3515,3523,371752,371760,1743.77949163698,1743.79060291795,203.438663666738,4.41808897397592,0.509431600570679,0.011111280965452,14828,4.17897561481097,0.139834065495313,3.35601757188752,408094501,16,,0.079460472854695,,,
727,12165,12180,382579,382594,1758.81271265486,1758.83354594925,282.932213639605,1.4625738770861,0.52392041683197,0.020833294389831,14350,2.59637279032254,0.262376192189865,6.29702861255677,309850275,16,,0.079402381046659,,,
1850,50,53,208933,208936,1517.63980352679,1517.64397017611,73.530429768976,12.4956062998181,0.237934470176697,0.004166649318222,13121,2.46003243957292,0.052536005302538,1.26086412726092,179234597,8,,0.079310356663542,,,
1465,6877,6880,532012,532015,1966.35700227047,1966.36116897556,94.7471110962861,16.1699113173324,0.290823698043823,0.004166705090483,16916,2.05803285370057,0.052708118995154,1.26499485588368,346081048,24,,0.079052433854945,,,
332,12688,12702,225891,225905,1541.19752942997,1541.21697377452,453.017190025686,5.38165525305898,0.971554279327393,0.019444344546628,13121,2.01508098729809,0.246810209587813,5.92344503010752,189586289,8,,0.078782577832178,,,
1600,6232,6237,196605,196610,1500.52337753434,1500.53032203922,98.8745083554424,3.5224792512166,0.269450426101685,0.006944504881176,16063,3.18866531799214,0.088201683486619,2.11684040367886,452922110,7,,0.078734380191616,,,
1239,6678,6681,140980,140983,1423.25995296236,1423.26411953662,84.6211442154837,8.51781979864163,0.338289141654968,0.004166574259671,15492,2.38220231930965,0.053145737241344,1.27549769379225,280866656,4,,0.078399030212901,,,
1897,2553,2556,527108,527111,1959.54693657985,1959.55110324117,59.5181559724852,6.59040623440088,0.233549356460571,0.004166661319914,17918,2.2144456937652,0.053152139856618,1.27565135655883,455959622,24,,0.078391224344944,,,
1532,8748,8756,416137,416147,1805.4274849477,1805.44137360861,181.853433326426,7.58992618653092,0.279622077941895,0.013888660910652,14908,4.09118559254634,0.177183750766048,4.25241001838515,370065236,18,,0.078385635537146,,,
1429,4897,4912,530578,530593,1964.37021083007,1964.39104448661,201.228394009096,2.44531287509314,0.29976749420166,0.020833656542891,15722,2.03360823901855,0.266221481787355,6.38931556289652,188819782,24,,0.078256857421941,,,
1223,1171,1174,407024,407027,1792.76892140436,1792.77308801083,97.3150608312495,8.86091822684831,0.341397523880005,0.004166606468971,14954,2.29489527284329,0.053470517982302,1.28329243157524,338720240,18,,0.077923435683756,,,
1377,16173,16176,561981,561984,2007.98201064882,2007.98617736202,60.9381070985786,3.99361113617385,0.308934211730957,0.004166713198174,16947,2.2319830080788,0.05349818289716,1.28395638953185,429003155,25,,0.077885135018206,,,
2116,14240,14250,421962,421972,1813.5179339788,1813.53182264716,113.098419373475,4.05875628579147,0.209994554519653,0.013888668361688,14574,2.76847406196939,0.178424809069028,4.28219541765667,348134933,18,,0.0778404552268,,,
956,2061,2066,565855,565860,2013.3657600228,2013.37270452269,149.562269089018,8.12525708346429,0.418724656105042,0.00694449988282,16643,6.63731437166388,0.089556366684114,2.14935280041873,298663983,26,I,0.077543341025824,,,
1812,11219,11223,455457,455461,1860.03641650397,1860.04197197409,48.9831182211821,1.85295504209657,0.241649866104126,0.005555470120498,17334,2.41188686729007,0.071648413531947,1.71956192476673,420267323,20,,0.077537936245035,,,
2220,6215,6218,140496,140499,1422.59320539581,1422.59737208753,52.0051245848413,2.97048154557453,0.201503396034241,0.00416669172273,15494,2.08978557444291,0.054375488173635,1.30501171616724,406479664,4,,0.076628125331485,,,
1720,5342,5356,392419,392434,1772.48106299669,1772.5018967154,141.277079168438,2.58267689133398,0.250766038894653,0.020833718708673,11850,2.10665146167466,0.272441502258816,6.53859605421158,272781325,17,,0.076470429563559,,,
1103,4338,4349,391408,391419,1771.08014830321,1771.09542624572,256.169317916384,7.01508676499431,0.371850371360779,0.015277942510693,14119,2.19688889163682,0.200106070149795,4.80254568359508,358899709,17,,0.07634922068709,,,
828,9951,9956,454913,454918,1859.28249350753,1859.28943783802,117.228401488228,6.07259225867216,0.47027325630188,0.006944330490114,16602,2.22310316193704,0.091027689886508,2.18466455727619,302396416,20,,0.076288110780051,,,
492,11053,11056,82795,82798,1342.44800415494,1342.45217079169,147.321439479518,6.77489287201067,0.701136589050293,0.004166636745822,17805,2.11032899893975,0.054744504780649,1.31386811473558,300037002,1,,0.076110593428819,,,
363,15454,15457,459724,459727,1865.96084890897,1865.96501549138,150.278171296122,6.83817073148678,0.892429828643799,0.004166582413518,17334,2.44894843231679,0.054791937753156,1.31500650607574,360020321,20,,0.076043713443553,,,
197,9311,9314,453531,453534,1857.3596416906,1857.36380826723,218.846790494266,6.86952542352711,1.37166118621826,0.004166576630041,17334,2.44894843231679,0.054791937753156,1.31500650607574,360020321,20,,0.076043607890123,,,
433,7596,7614,99071,99089,1365.05981805796,1365.08481820038,354.786382823832,4.91420334814385,0.78824782371521,0.025000142416502,18018,3.82903923277986,0.330153948201654,7.9236947568397,5725904,2,I,0.07572268195694,,,
816,3211,3214,193576,193579,1496.31613416847,1496.32030085948,133.410135411837,6.06615137320779,0.472213268280029,0.004166691007867,16063,2.31458574847389,0.0551195107431,1.3228682578344,65155744,7,,0.075593758937503,,,
1028,2054,2065,93426,93437,1357.21894132242,1357.23421906386,275.139021684696,4.95632526644371,0.392375111579895,0.015277741435057,18018,2.42585345430275,0.202385247802558,4.8572459472614,155776875,2,,0.075488414303604,,,
1972,2786,2789,310049,310052,1658.07901058762,1658.08317718844,59.855316229926,7.12408410052895,0.225566506385803,0.004166600818735,19283,2.0541050016264,0.05523244020011,1.32557856480263,350025862,13,,0.075437565380765,,,
708,10597,10604,240388,240395,1561.32970328217,1561.33942544428,242.501384013754,7.43171510913377,0.532147765159607,0.009722162114258,15579,2.31334154410924,0.12890907159827,3.09381771835847,118174633,9,,0.075418758305513,,,
1681,175,188,406019,406035,1791.37389122997,1791.39611363444,275.346622135459,11.9961345280332,0.257270693778992,0.022222404466902,14908,2.2776055422691,0.295769422950774,7.09846615081858,351687221,18,,0.07513421855849,,,
1607,1349,1371,444387,444409,1844.66395911096,1844.69451523772,143.723530167083,0.984131263668839,0.267543077468872,0.030556126763258,17334,2.02486479862873,0.409186469623939,9.82047527097453,53307637,20,,0.074675310724083,,,
825,2925,2928,445964,445967,1846.85113956931,1846.8553062595,103.818456261769,4.1265795012301,0.471411943435669,0.00416669019296,16891,2.12060392617112,0.05586307273032,1.34071374552767,159414594,20,I,0.074587558279774,,,
1404,12933,12939,204527,204533,1511.5238703564,1511.53220352863,127.444279465349,6.33373872220682,0.304304122924805,0.00833317223578,16063,3.57415524190507,0.111838358257976,2.68412059819144,53067214,7,,0.074510859830024,,,
1908,730,742,424816,424828,1817.47688352417,1817.49355038902,128.204850261465,3.01279077434125,0.233062744140625,0.016666864851914,15509,2.64169967107565,0.224055137863178,5.37732330871628,198236067,19,,0.074387336130144,,,
1741,8727,8730,295248,295255,1637.5269781969,1637.53670049415,180.408686338775,22.0146499044218,0.248735547065735,0.009722297250391,18805,3.02755689725208,0.130704176984039,3.13690024761694,26711126,12,fp?,0.074383982782572,,,
1520,12418,12431,343628,343641,1704.72041405343,1704.73846953563,137.878150113889,3.72310755238429,0.281854271888733,0.018055482200907,14162,3.28740286740793,0.244425171636013,5.86620411926431,245219123,14,,0.073869160365343,,,
160,6780,6791,449853,449864,1852.25087191099,1852.26614962978,604.519096623892,6.23825389817675,1.56791186332703,0.015277718792504,17334,3.31980017150945,0.207361823505913,4.97668376414191,233721941,20,,0.073676622505533,,,
785,1697,1701,290066,290070,1630.33020834738,1630.3357639653,111.861617140778,5.37361809296806,0.490784883499146,0.005555617919981,15414,2.06307594878701,0.075715501326079,1.8171720318259,351099931,12,,0.073374907683104,,,
