TIC,Sector,snr,period,period_h
362259204,20,3.95137966206555,0.262867921098839,6.30883010637213
233721941,19,3.91659682473397,0.207699615495058,4.9847907718814
271631224,27,3.90013982268224,0.208292193574857,4.99901264579657
278335977,16,3.88614933166605,0.091608999766405,2.19861599439371
130513139,6,3.86056615277249,0.172835701625093,4.14805683900224
352239584,24,3.85898274210234,0.273366877372469,6.56080505693926
100100909,2,3.85397640500456,0.179343848771029,4.30425237050469
192297306,18,3.85088118847527,0.104192572401074,2.50062173762579
5725904,2,3.82903923277986,0.330153948201654,7.9236947568397
288506050,16,3.79660160160411,0.100890387341212,2.42136929618909
362259204,24,3.7786665967494,0.263567956300506,6.32563095121215
109309750,7,3.76431032826175,0.20609642195272,4.94631412686527
159398282,26,3.75826671383997,0.16526232095995,3.96629570303881
206623351,2,3.75172446801536,0.249119402905652,5.97886566973564
260972843,4,3.73119452616004,0.142221378451368,3.41331308283284
352239584,14,3.72595841236829,0.273284117191728,6.55881881260148
117626744,5,3.68829781336167,0.257943236308552,6.19063767140525
139804696,1,3.67219356374757,0.385724262066464,9.25738228959514
462637035,15,3.66871622313726,0.164488591409865,3.94772619383676
378527773,24,3.66240644390174,0.197816094191362,4.74758626059269
160618342,25,3.66010951383964,0.272895836918905,6.54950008605373
160618342,24,3.65832733525227,0.27223551769604,6.53365242470497
273550465,1,3.65754650958681,0.362644574016548,8.70346977639716
350215424,1,3.64371984406454,0.130722838623239,3.13734812695773
155896947,2,3.62937559495579,0.1786387970444,4.2873311290656
409372963,23,3.62494285060422,0.143421792599155,3.44212302237973
272705043,22,3.611669519633,0.199110644563942,4.7786554695346
260972843,5,3.61046569282294,0.284776271416878,6.83463051400507
159731901,27,3.6097369133237,0.265498830570273,6.37197193368654
260655797,5,3.59181601353529,0.278277932710339,6.67867038504814
408094501,24,3.58703619572499,0.279716984113845,6.71320761873227
53067214,7,3.57415524190507,0.111838358257976,2.68412059819144
470768963,18,3.55927560645362,0.154730989211222,3.71354374106932
160618342,21,3.52673174210886,0.2731108636133,6.55466072671921
429354344,10,3.51132552167004,0.1794193427894,4.30606422694561
350332233,7,3.50330006204636,0.143462952412911,3.44311085790987
258547069,25,3.48449650893928,0.210997661402571,5.06394387366171
7652962,4,3.46379113579746,0.197789952397224,4.74695885753338
284867859,21,3.46336995845619,0.12276567260586,2.94637614254064
356838394,10,3.45369308519493,0.1308951182454,3.14148283788961
260655797,27,3.43406911327995,0.139403509521162,3.34568422850789
298160985,14,3.43405344516276,0.287316982213699,6.89560757312877
71262585,8,3.42914619717615,0.115016735992409,2.76040166381782
160618342,14,3.41952591917234,0.273282619324983,6.55878286379959
354572301,5,3.41329450942158,0.316454062846193,7.59489750830864
117817258,7,3.40963459024672,0.240558731570834,5.77340955770003
260655797,13,3.39380661396024,0.278140651635191,6.67537563924458
356632694,14,3.39280842956485,0.241537117108349,5.79689081060037
160603678,14,3.39165622152079,0.287320114952663,6.8956827588639
237104308,23,3.38719654115837,0.15507278709479,3.72174689027497
167812509,7,3.38678765396553,0.335660708893594,8.05585701344626
408094501,18,3.38531782826448,0.139883924295078,3.35721418308187
219755626,14,3.38118773197998,0.209681694580695,5.03236066993668
260127241,3,3.37424864276785,0.127084507656774,3.05002818376257
198236067,14,3.36319705836331,0.223413868315261,5.36193283956626
198557860,18,3.35263921122365,0.140406862414321,3.36976469794371
160618342,15,3.34990622143383,0.272877240970924,6.54905378330217
159398282,25,3.34252201660905,0.1878349589258,4.50803901421919
233721941,20,3.31980017150945,0.207361823505913,4.97668376414191
462637035,20,3.29248425061288,0.164368248499729,3.9448379639935
198236067,16,3.29012106235039,0.223308451226257,5.35940282943018
245219123,14,3.28740286740793,0.244425171636013,5.86620411926431
229683574,26,3.28332381234022,0.310572893160262,7.45374943584628
352239584,21,3.28153995731841,0.27334586511302,6.56030076271248
397431902,10,3.27774355804061,0.184153042077502,4.41967300986006
258804174,14,3.26803425738643,0.353060126533152,8.47344303679566
234495456,28,3.26718697541743,0.190281200307591,4.56674880738218
237880881,1,3.26444358886138,0.351672522090131,8.44014053016315
160618342,20,3.26224989111589,0.272676072034669,6.54422572883205
142442450,14,3.26052273902886,0.323301977990677,7.75924747177624
220617943,6,3.26047329667931,0.145756809672806,3.49816343214735
260972843,27,3.25305397452834,0.284331861622527,6.82396467894064
229683574,21,3.25014235672393,0.31011208478441,7.44269003482585
446157830,19,3.25008658992281,0.288712333870584,6.92909601289401
101125235,4,3.24757922843817,0.196869995544706,4.72487989307295
231910539,2,3.23912686150459,0.27512752755551,6.60306066133224
100100909,3,3.19970598856446,0.157746990258378,3.78592776620108
98615312,19,3.19870335582401,0.106921411151792,2.56611386764301
144282456,20,3.19149638344851,0.149942900786648,3.59862961887954
452922110,7,3.18866531799214,0.088201683486619,2.11684040367886
237104308,16,3.182696468039,0.155196117732765,3.72470682558635
347308021,18,3.18181974531296,0.205105623392949,4.92253496143077
130513139,7,3.18090948262886,0.172876787220195,4.14904289328467
299178185,3,3.17436953774619,0.132744158874682,3.18585981299237
402341182,2,3.17232402058773,0.290286768147034,6.96688243552882
165528645,21,3.17108342230743,0.260598373147141,6.25436095553138
93052282,4,3.16940962355481,0.251456042911487,6.03494502987568
219795029,21,3.14105302907011,0.307194704658341,7.37267291180018
50232454,13,3.14047923193564,0.272285551930237,6.5348532463257
248986951,3,3.12222157660426,0.066912757097217,1.60590617033321
192019601,20,3.11438346872989,0.120548185135249,2.89315644324597
233721941,24,3.10386570279467,0.207748896406636,4.98597351375926
165528645,16,3.10306270188657,0.260783419668725,6.25880207204941
101125235,3,3.09987612909802,0.196627971048327,4.71907130515984
159461546,20,3.09764850748959,0.176252805124159,4.23006732297981
399753595,5,3.0868932368451,0.328214583915158,7.87715001396378
308126348,18,3.08264991125285,0.148201809222747,3.55684342134592
117098739,19,3.07617994171399,0.24813774631958,5.95530591166993
99028324,10,3.07531373683949,0.276832673619132,6.64398416685918
167812509,12,3.07290894675187,0.335992288772254,8.06381493053409
279482950,5,3.07092927431112,0.130688311349268,3.13651947238243
43213934,23,3.06294174756729,0.143574477632755,3.44578746318611
100327960,27,3.05838730676744,0.142003665892375,3.40808798141699
202491017,22,3.0516336811981,0.247265006271661,5.93436015051986
167812509,13,3.04540949283019,0.336774264082372,8.08258233797692
98727246,4,3.03661551275356,0.262659265615115,6.30382237476275
26711126,12,3.02755689725208,0.130704176984039,3.13690024761694
167812509,1,3.01987994635689,0.336393598850092,8.0734463724022
281461138,2,3.01557861239282,0.21713964567009,5.21135149608216
316577292,11,2.98390131504677,0.28458008619392,6.82992206865408
260655797,1,2.98068348497131,0.279140423563176,6.69937016551624
32255963,3,2.98041885852874,0.149596438134956,3.59031451523894
260127241,7,2.97567662551839,0.254586001546202,6.11006403710884
32433767,3,2.96067567765642,0.201313292520144,4.83151902048345
251846450,2,2.95928966308761,0.260983756169487,6.2636101480677
229683574,20,2.94604730155281,0.310657032953816,7.45576879089159
219755626,16,2.941603830108,0.209505285424139,5.02812685017934
67557432,12,2.9415921585521,0.203855337521691,4.89252810052058
150321663,13,2.9413323321198,0.213425923754364,5.12222217010473
234997090,1,2.94129037954681,0.296979271687831,7.12750252050795
25153167,12,2.93477702008742,0.373730758452777,8.96953820286665
231926410,5,2.91824476126673,0.34466024888464,8.27184597323135
445862633,22,2.9082979349524,0.316401342672089,7.59363222413013
309150857,10,2.89227075141714,0.174202687666492,4.18086450399581
352239584,19,2.88012632145153,0.273782100515505,6.57077041237212
356851419,12,2.85538406007483,0.383020293934198,9.19248705442076
37907855,5,2.85005580059378,0.305813051838257,7.33951324411817
189613780,12,2.84766598986931,0.083957946970816,2.01499072729957
290551117,13,2.8476365679276,0.066309129584706,1.59141911003295
269829656,1,2.83641269629679,0.41426652936099,9.94239670466376
232083054,2,2.83335726937764,0.312816398128497,7.50759355508394
237880881,2,2.82386786157843,0.351314621864335,8.43155092474404
129764950,3,2.82226592894343,0.109032504376316,2.61678010503158
416497536,15,2.81729764575449,0.086976149614902,2.08742759075765
333289147,10,2.81587767704062,0.375603966810623,9.01449520345496
25153167,4,2.81565333314982,0.186943021286053,4.48663251086527
108946231,7,2.81162381820749,0.236835111414762,5.68404267395428
25837464,9,2.81139076183486,0.253044389373063,6.07306534495351
260127241,10,2.80301002999008,0.254289598947936,6.10295037475047
198236067,15,2.79899281741204,0.223118763987393,5.35485033569744
165453967,22,2.7855365986393,0.071044786722196,1.70507488133269
174325402,17,2.78318457284162,0.197429054492928,4.73829730783027
252875556,20,2.78091248048607,0.260267919606663,6.24643007055991
10583672,26,2.78012528577392,0.269508073661841,6.46819376788419
229671667,21,2.77442114903495,0.213644846229359,5.12747630950461
141209440,15,2.77316962209173,0.137280779623807,3.29473871097138
160299143,14,2.7701988733002,0.0771447658463,1.8514743803112
348134933,18,2.76847406196939,0.178424809069028,4.28219541765667
7690679,5,2.75539465507012,0.054135092583599,1.29924222200638
243400994,14,2.75462077133564,0.305637644513345,7.33530346832027
272705043,23,2.75255099146367,0.199350691146999,4.78441658752798
441154168,4,2.75160798335002,0.25691308866555,6.1659141279732
165688184,16,2.73411332472,0.217228909258413,5.21349382220192
72982250,7,2.73200331990384,0.261671220208604,6.2801092850065
334519921,22,2.7280366109804,0.24136524258038,5.79276582192911
468588152,15,2.72629422493317,0.076953395669876,1.84688149607702
293164461,4,2.72568116992396,0.154609875165671,3.7106370039761
173855784,17,2.72074645144653,0.157610135315222,3.78264324756533
68069,11,2.71374256290343,0.189782157007372,4.55477176817693
52256020,27,2.71166992508388,0.266015878235973,6.38438107766336
269048046,24,2.71110223179284,0.155898445572776,3.74156269374662
270147008,8,2.71076566405671,0.050161543286954,1.20387703888689
379190818,23,2.70883339029952,0.102994320623989,2.47186369497574
14715718,10,2.70849438103279,0.051245240049089,1.22988576117813
469379935,15,2.69946748340674,0.066602585137581,1.59846204330195
365968454,22,2.69770026743377,0.189139585345082,4.53935004828197
34781149,18,2.69404029570922,0.228720130839678,5.48928314015227
232073492,27,2.69080835170653,0.298956775647321,7.17496261553571
192204373,20,2.68861272961415,0.350354326059966,8.40850382543919
461579405,26,2.68783189182543,0.069759170839204,1.6742201001409
260655797,9,2.67886458274789,0.1393502931232,3.34440703495681
352949913,24,2.67880217519632,0.318771248799958,7.65050997119899
165941377,3,2.67698567152553,0.051243837606041,1.22985210254499
15231995,26,2.67667438980446,0.390579426761915,9.37390624228596
298336896,25,2.67096400608384,0.183017068456333,4.39240964295199
59025325,14,2.66642995074643,0.273282408155611,6.55877779573467
237104308,19,2.66374201929695,0.155303909746461,3.72729383391506
379097589,23,2.66182518078797,0.184045168631132,4.41708404714718
176379866,5,2.66176881094669,0.407447376617765,9.77873703882637
393895181,22,2.66088921162567,0.077583308143432,1.86199939544236
359158317,11,2.65749872054593,0.177733111638256,4.26559467931814
14493059,7,2.65510171212216,0.099061787495259,2.37748289988622
229683574,19,2.65404447373454,0.310691377418717,7.45659305804921
258804174,19,2.65191237307086,0.096715901077536,2.32118162586087
91193720,27,2.6506673101569,0.050381655218496,1.20915972524389
166088525,15,2.64713573963833,0.214621811830987,5.15092348394369
138579249,14,2.64711576684173,0.234949092661483,5.6387782238756
198236067,19,2.64169967107565,0.224055137863178,5.37732330871628
193604726,26,2.64140013627005,0.091668251689097,2.20003804053834
42992313,6,2.64002571195189,0.062930796391665,1.51033911339997
367681861,18,2.63399721787282,0.098633750970548,2.36721002329314
97348925,7,2.6264709146139,0.310117800762917,7.44282721831002
258547069,17,2.62542634247989,0.211274101110876,5.07057842666103
93995252,8,2.61767983757193,0.174219448552808,4.18126676526738
395130640,12,2.61595517372939,0.413645830660347,9.92749993584832
258804174,21,2.61419801448745,0.176326157778904,4.23182778669369
288404936,22,2.61406396109527,0.203776625170956,4.89063900410294
142442450,21,2.613420841194,0.322676326673913,7.7442318401739
265135482,7,2.61341647930375,0.264503311799378,6.34807948318508
308776238,9,2.61173861307613,0.065173275450137,1.56415861080329
426547985,12,2.61119039783937,0.075026359967381,1.80063263921714
401945166,5,2.61017667990078,0.395055651015442,9.48133562437062
161745243,15,2.60307450733586,0.08612908683625,2.06709808407
462637035,16,2.60275846015649,0.328965595437199,7.89517429049278
44646061,4,2.60165624950905,0.248078765811858,5.9538903794846
82099975,19,2.59895559308667,0.349978777851786,8.39949066844286
309850275,16,2.59637279032254,0.262376192189865,6.29702861255677
150321663,11,2.59308571125799,0.267525203556955,6.42060488536692
97486157,4,2.58490537656042,0.058337875565661,1.40010901357587
353732913,23,2.58274819381482,0.164132560293387,3.9391814470413
160618342,16,2.58060369032979,0.273154717918116,6.55571323003479
400050194,17,2.57138212853595,0.190387706145607,4.56930494749456
66198474,17,2.56745186088585,0.057268800553124,1.37445121327498
310634695,19,2.56426117853996,0.383201364429482,9.19683274630758
142442450,20,2.56342331631382,0.322851563987083,7.74843753569
167812509,11,2.56163282336403,0.336498427916713,8.07596227000111
300037002,27,2.55205100257794,0.056108455906114,1.34660294174672
348721657,5,2.54333121785824,0.280106626824608,6.7225590437906
93927394,12,2.5353751064741,0.210659397090128,5.05582553016306
470113419,25,2.53336505233025,0.058979431939522,1.41550636654852
360020321,18,2.53294029274805,0.066051908021226,1.58524579250943
232629531,15,2.53204287162985,0.073436927478072,1.76248625947372
232629531,25,2.52857248910783,0.116354146872415,2.79249952493796
462637035,25,2.52711727351258,0.082105641371494,1.97053539291586
351687221,24,2.52506930271034,0.295966765752985,7.10320237807165
166739932,3,2.51921166217344,0.125507633282374,3.01218319877698
143209292,6,2.51695730811806,0.183929459605733,4.41430703053759
420456160,20,2.51349456713494,0.322055414138303,7.72932993931928
258804174,18,2.50778328481912,0.176545627642125,4.23709506341099
68626638,26,2.50690968579143,0.065324867665502,1.56779682397206
77113678,22,2.50621533085685,0.274092252399778,6.57821405759468
279354493,18,2.50367032439861,0.120302115418664,2.88725077004793
156817806,21,2.49713648880245,0.053985082758183,1.29564198619639
343268431,24,2.49522888962104,0.077062029610413,1.8494887106499
20876306,18,2.49470178706847,0.053866281091294,1.29279074619106
260609189,1,2.4925556518444,0.080468329272202,1.93123990253284
260655797,12,2.48990692190729,0.278392738206577,6.68142571695785
401984769,28,2.48831150687454,0.052323532644682,1.25576478347237
247960117,6,2.48786987518876,0.057939297089567,1.3905431301496
389510633,23,2.4857384362419,0.181570786969047,4.35769888725714
360020321,25,2.48533130428835,0.24021612979612,5.76518711510688
408094501,17,2.48396041434144,0.139819830625208,3.355675935005
319739812,27,2.48359287143124,0.221195941576065,5.30870259782556
202550762,17,2.48327648142919,0.050516830085117,1.21240392204282
268336998,7,2.4820739971067,0.085131798322064,2.04316315972953
462637035,21,2.48165927784871,0.164320865009436,3.94370076022646
290658318,5,2.47944244815278,0.394266012246175,9.46238429390819
73493290,20,2.47839851114874,0.243872277333443,5.85293465600263
167812509,10,2.47639850092863,0.336551108350127,8.07722660040306
219246754,9,2.47093191129212,0.201008004929265,4.82419211830237
302376679,1,2.46864981662654,0.051809484816523,1.24342763559656
165688184,24,2.46519046041954,0.112946888709409,2.71072532902583
86273642,21,2.46437253607173,0.171367327824771,4.11281586779451
229671667,17,2.46339564715206,0.050683196071527,1.21639670571666
115384499,19,2.46331724360758,0.061276975623838,1.47064741497211
219011645,14,2.46064672634699,0.329646658096988,7.91151979432772
179234597,8,2.46003243957292,0.052536005302538,1.26086412726092
360020321,14,2.45645587074719,0.121467730665766,2.91522553597839
229618806,23,2.45339431992168,0.155099830533007,3.72239593279218
372732576,21,2.4527919996801,0.053673006828006,1.28815216387215
198557860,22,2.45097853842135,0.280139466230895,6.72334718954147
119718269,9,2.4492382834208,0.081449576884754,1.95478984523409
360020321,20,2.44894843231679,0.054791937753156,1.31500650607574
394356010,28,2.44857737342369,0.061849167649901,1.48438002359762
367006563,25,2.4426546804018,0.050950157566662,1.22280378159988
424389265,15,2.43999806688169,0.13661428517048,3.27874284409151
166832907,4,2.43755161892218,0.06464717700403,1.55153224809671
188777430,24,2.4357154248834,0.055007041420907,1.32016899410176
469952974,16,2.43241784914731,0.191124289024723,4.58698293659335
260655797,28,2.4314361456244,0.098114458889921,2.3547470133581
234523931,1,2.42953711640962,0.284844926687822,6.83627824050774
298263301,15,2.4268374226622,0.054119633851895,1.29887121244547
155776875,2,2.42585345430275,0.202385247802558,4.8572459472614
161729486,24,2.42466515968157,0.3983548454492,9.5605162907808
31792609,13,2.42155710995863,0.154962839219287,3.71910814126289
262818859,1,2.42048098997864,0.481693206262806,11.5606369503074
356062524,25,2.41375843026914,0.062662702760509,1.50390486625221
41168549,10,2.41284528452939,0.208699801158986,5.00879522781567
420267323,20,2.41188686729007,0.071648413531947,1.71956192476673
211414575,1,2.41136899232229,0.415505843522806,9.97214024454735
261264800,4,2.41013105180548,0.093503415112253,2.24408196269406
268336998,8,2.40889554860972,0.107211111683632,2.57306668040716
389360181,23,2.40856513861515,0.094285332038703,2.26284796892886
316627328,19,2.40376769772684,0.117097010821615,2.81032825971876
260655797,4,2.40370616738756,0.144941919391101,3.47860606538643
305863651,19,2.40310581362906,0.270480338226669,6.49152811744006
192933496,18,2.40188164737033,0.055536975182222,1.33288740437332
469430747,15,2.40065350394273,0.074065095012801,1.77756228030723
260972843,8,2.39899681978675,0.142404916382194,3.41771799317265
150321663,1,2.39843877420987,0.153628665066177,3.68708796158825
219795029,23,2.39673447517744,0.088360042174697,2.12064101219273
229683574,15,2.39423883744538,0.309885004502168,7.43724010805203
137858708,15,2.38986458579348,0.051835928219777,1.24406227727465
229404121,24,2.38701230080578,0.109494446726244,2.62786672142986
355935333,14,2.38377490685293,0.052663427344928,1.26392225627827
280866656,4,2.38220231930965,0.053145737241344,1.27549769379225
189619789,8,2.38070028076243,0.064164968274781,1.53995923859473
272781143,21,2.37905516532989,0.050871769808941,1.22092247541459
167812509,5,2.37840711319793,0.335855345143036,8.06052828343287
147250411,28,2.37534405337539,0.099077753036351,2.37786607287243
155719375,8,2.37036907776925,0.167580897432605,4.02194153838253
219855010,20,2.3670191337361,0.053327824913741,1.27986779792978
441323300,27,2.36694102677733,0.073345945524256,1.76030269258215
298229849,16,2.36411583294904,0.093291398851576,2.23899357243781
423236614,27,2.36157304403244,0.397183496981395,9.53240392755347
198104202,16,2.35952968981652,0.077156215307245,1.85174916737387
300037002,13,2.35928467548982,0.081422815813229,1.9541475795175
251135630,6,2.35823275606998,0.319370993885318,7.66490385324763
239456636,14,2.35807437789354,0.085713623194559,2.05712695666942
356975864,14,2.35762508761793,0.111295696509029,2.67109671621669
229683574,23,2.3557782108958,0.310458040565336,7.45099297356806
136995130,16,2.35367508817306,0.276312993179738,6.6315118363137
423786241,5,2.35133688647786,0.051702038642736,1.24084892742566
267362704,27,2.35081277836704,0.090044526042654,2.1610686250237
64940097,16,2.35029860649989,0.068332364082932,1.63997673799036
356975864,17,2.34794890845059,0.067141076037755,1.61138582490612
161746333,23,2.34681244850564,0.072617122424092,1.74281093817821
119286519,6,2.34433212420974,0.203532260963249,4.88477426311798
237104308,15,2.3409946976468,0.155188700925096,3.72452882220231
323493410,8,2.33977804306792,0.062093439339877,1.49024254415705
260655797,10,2.33902156511095,0.279064327213383,6.69754385312118
173336516,17,2.33807564009481,0.065555941686797,1.57334260048313
236903940,24,2.3377513606088,0.188525907955076,4.52462179092183
26824497,17,2.33697383598566,0.080172052676613,1.9241292642387
260655797,3,2.33681266235443,0.278889180645352,6.69334033548845
352949913,17,2.33545709885887,0.175145309490216,4.20348742776518
150321663,2,2.33512717950691,0.050117280699919,1.20281473679806
150322322,4,2.33401330554277,0.26056172780646,6.25348146735504
154561790,14,2.3301847244122,0.053651613689783,1.28763872855478
267362704,28,2.32833804967137,0.120604964778046,2.89451915467311
224303753,15,2.3257816842084,1,24
395130640,11,2.32549009586302,0.234218696349636,5.62124871239127
230795292,12,2.32513308759537,0.068445494247981,1.64269186195154
41700108,23,2.32282814339409,0.071305557595229,1.7113333822855
152938557,28,2.32222880867661,0.081399076052766,1.95357782526639
272758460,16,2.31758041144007,0.182589604089357,4.38215049814458
334810574,17,2.31640643166723,0.075338116692999,1.80811480063197
65155744,7,2.31458574847389,0.0551195107431,1.3228682578344
118174633,9,2.31334154410924,0.12890907159827,3.09381771835847
260655797,7,2.31184398025396,0.139376100132723,3.34502640318535
159330793,25,2.31025468119119,0.05873569627709,1.40965671065016
219010551,21,2.30799709256808,0.090685876753376,2.17646104208103
260972843,28,2.30481932652079,0.284858655936878,6.83660774248508
300037002,7,2.30341658512162,0.112251273884808,2.69403057323538
293164461,3,2.30306484460151,0.154620628905013,3.7108950937203
272781143,19,2.30278498087885,0.398527905698489,9.56466973676374
156152779,14,2.30161730665953,0.131072903895138,3.14574969348332
224303753,22,2.30098245877558,0.06946476901263,1.66715445630311
157552943,26,2.30060241831916,0.395547763010274,9.49314631224657
401838575,3,2.30039729164638,0.314356608459093,7.54455860301822
233745344,22,2.29944751405513,0.063086365929885,1.51407278231724
270101915,1,2.29726879925707,0.290078381042514,6.96188114502033
232064183,28,2.29573797628664,0.076064011870076,1.82553628488182
338720240,18,2.29489527284329,0.053470517982302,1.28329243157524
219855010,24,2.29447982445945,0.190420366515186,4.57008879636445
246896205,5,2.29275878086574,0.412681763094968,9.90436231427923
260609189,9,2.2905882004556,0.152782572776257,3.66678174663017
352239584,20,2.28989398163717,0.273806399884406,6.57135359722574
150322322,11,2.28966480912134,0.070437323969949,1.69049577527876
273647353,19,2.28963461633149,0.050873931622473,1.22097435893935
229618806,16,2.28953172589277,0.087381064717484,2.09714555321962
25153167,28,2.28497736471226,0.186707487196045,4.48097969270509
46099777,11,2.28441586440376,0.062350075484349,1.49640181162438
281193283,19,2.28309135932494,0.050775620591448,1.21861489419475
391970568,14,2.2830601081527,0.052009429149036,1.24822629957686
271975726,10,2.28180658979827,0.068106678450424,1.63456028281018
350025862,7,2.28152580914986,0.05908971448012,1.41815314752288
350734035,17,2.28009603854592,0.058563805637338,1.40553133529611
308358603,26,2.27987093274432,0.074884276275148,1.79722263060355
441606549,26,2.27977640049681,0.186871821953884,4.48492372689322
86231880,21,2.27878885483919,0.076368396354064,1.83284151249754
166787846,2,2.27780552331112,0.461321429844329,11.0717143162639
351687221,18,2.2776055422691,0.295769422950774,7.09846615081858
434109088,2,2.27601000545132,0.056878721805367,1.36508932332882
138291351,20,2.27446098833838,0.170320677437265,4.08769625849436
229683574,22,2.27142806194146,0.310791830290871,7.4590039269809
260972843,1,2.27018612528331,0.284840080129938,6.8361619231185
383553281,14,2.26901897088598,0.062261899284737,1.49428558283368
43607730,5,2.26857449053219,0.057696148057828,1.38470755338787
371220613,16,2.2678677652548,0.055672388433316,1.33613732239958
198236067,21,2.2674525079998,0.447245701904266,10.7338968457024
376870091,15,2.26735115892931,0.059402790382912,1.42566696918988
329171124,18,2.26719072057353,0.119818109331935,2.87563462396643
229683574,16,2.26616359454852,0.310726290594971,7.4574309742793
179234597,4,2.26531750224777,0.081167624939702,1.94802299855285
139357122,28,2.26468787248838,0.05763715788537,1.38329178924887
