sector,tic_id
1,381976770
2,381976770
3,381976770
4,381976770
5,381976770
6,381976770
7,381976770
8,381976770
9,381976770
10,381976770
11,381976770
12,381976770
13,381976770
27,381976770
24,24090627
25,24090627
5,373453516
5,673193151
24,115419899
25,115419899
16,390974411
17,390974411
18,390974411
19,390974411
24,390974411
25,390974411
26,255602781
26,320804300
14,376870091
15,376870091
16,376870091
17,376870091
18,376870091
19,376870091
20,376870091
21,376870091
22,376870091
23,376870091
24,376870091
25,376870091
26,376870091
2,152864732
4,176852837
1,234295610
28,234295610
8,185366471
6,25045994
19,127757943
24,8417111
25,8417111
24,158017206
20,318066970
19,141433914
20,141433914
26,141433914
23,171761041
22,180695497
23,180695497
4,89045132
7,366622067
8,389040132
17,435161126
18,435161126
24,435161126
17,194257942
20,67907992
14,41317489
15,41317489
16,198150180
23,198150180
11,412877136
8,231562073
6,53062654
7,53062654
6,772145732
7,772145732
4,279401333
6,302829745
1,99839068
5,78014053
6,78014053
24,229878188
3,41862482
9,147003482
10,147003482
4,308305105
27,290359051
20,286841549
16,387998188
17,387998188
18,387998188
24,387998188
16,371583681
17,371583681
16,154257960
22,154257960
23,154257960
7,66425169
4,206718544
20,86231433
21,86231433
14,142439770
20,142439770
21,142439770
17,186402519
1,139993199
28,139993199
17,26917107
2,316769993
1,231914260
2,231914260
28,231914260
28,231914260
1,231914259
2,231914259
28,231914259
28,231914259
9,423433668
17,269320242
18,269320242
24,269320242
6,157131148
7,157131148
11,120464677
5,607581
24,236313512
25,236313512
4,152475412
5,152475412
7,284743579
8,284743579
18,410553678
18,178277236
23,68073613
24,68073613
16,336389229
17,336389229
24,336389229
10,397431902
13,406240485
16,309809548
23,309809548
24,309809548
14,42810508
7,262603160
11,461303113
1,201292812
2,201292812
28,201292812
10,295565337
11,295565337
1,231826455
2,231826455
28,231826455
18,347565525
5,56096015
2,246857304
22,441706266
23,441706266
4,44646061
5,44646061
1,234333175
2,234333175
27,234333175
28,234333175
4,200322593
5,200322593
6,200322593
11,334234040
20,159461546
10,102215641
5,231926410
6,231926410
7,231926410
23,88217611
21,67587140
14,356975864
15,356975864
16,356975864
17,356975864
18,356975864
19,356975864
20,356975864
21,356975864
22,356975864
23,356975864
24,356975864
25,356975864
26,356975864
1,92981430
6,201467153
9,20447295
3,415974305
23,87548170
1,278667096
1,2027483723
16,154936689
17,154936689
14,48415693
15,48415693
19,48415693
22,48415693
26,48415693
4,422946847
6,287845616
14,288517585
18,288517585
19,288517585
20,288517585
25,288517585
26,288517585
3,259592354
11,316577292
15,283753430
19,286486887
17,437743529
17,189628392
2,229142295
3,229142295
5,283628967
14,154087398
15,154087398
15,154087398
16,154087398
21,154087398
21,154087398
22,154087398
22,154087398
14,154087400
15,154087400
15,154087400
16,154087400
21,154087400
21,154087400
22,154087400
22,154087400
6,238022708
7,238022708
8,238022708
14,358403392
26,358403392
18,436842568
7,107340922
16,336538915
17,336538915
18,336538915
24,336538915
24,237091773
5,373308741
5,373308740
28,206627058
19,127764580
2,144365035
4,166869904
9,441067400
10,441067400
4,256775537
11,335012582
19,260058315
22,141274727
8,143826813
20,441628564
26,441628564
21,24005688
20,441592534
26,441592534
2,149838027
2,201794109
3,201794109
5,284786882
14,138649216
15,138649216
21,138649216
12,96334057
21,66683429
22,165639381
23,165639381
17,455959622
18,455959622
24,455959622
12,67557432
7,207306050
5,365462119
3,164789350
19,261075502
5,401945166
4,71374255
16,128558673
19,367841537
6,235493978
4,26113064
18,117033109
20,27304131
21,117123283
6,61587960
7,61587960
1,206472487
14,123096698
26,123096698
16,197709128
9,219246754
19,367440157
16,199659635
23,199659635
24,199659635
4,347548361
14,64799884
15,64799884
3,129740457
23,232529313
24,255929720
25,255929720
25,157112877
23,105617738
7,278415881
11,278415881
13,278415881
1,149497924
3,149497924
4,149497924
5,149497924
6,149497924
7,149497924
8,149497924
9,149497924
10,149497924
11,149497924
13,149497924
27,149497924
28,149497924
2,149542119
3,149542119
5,149542119
6,149542119
7,149542119
8,149542119
9,149542119
10,149542119
12,149542119
13,149542119
27,149542119
5,245789619
10,467302128
11,467302128
23,390653171
4,120977721
3,248947548
14,313243960
20,313243960
21,313243960
26,313243960
2,180444967
21,149369278
27,128706893
26,349615012
28,197570145
1,143821245
28,143821245
3,152973393
14,1857554508
14,109964874
14,109964873
18,67996221
19,273536065
11,125986810
4,168873515
5,168873515
20,55486998
14,198557860
15,198557860
18,198557860
21,198557860
22,198557860
23,198557860
24,198557860
5,242985065
18,286126698
25,286126698
1,152863530
16,2021769097
17,2021769097
18,2021769097
24,2021769097
10,458034226
21,302601858
4,422917450
11,166145361
6,443052015
11,370085638
19,385445333
25,385445333
8,1144530
5,672165909
20,741081459
7,177122224
9,461157785
13,421999217
20,192202321
10,57651364
18,26397483
5,9161338
17,252188288
18,252188288
7,109309750
15,233158114
16,233158114
17,233158114
18,233158114
19,233158114
20,233158114
22,233158114
23,233158114
24,233158114
25,233158114
26,233158114
13,410058152
16,372215458
24,372215458
15,298263301
16,298263301
18,298263301
22,298263301
23,298263301
24,298263301
25,298263301
1,348839382
2,348839382
3,348839382
4,348839382
5,348839382
6,348839382
7,348839382
8,348839382
9,348839382
10,348839382
11,348839382
12,348839382
13,348839382
21,53430041
20,441606549
26,441606549
21,149396870
4,23139530
4,439913926
1,302296434
28,302296434
2,12994890
16,414874184
17,414874184
24,414874184
21,105379659
18,625585237
18,370943224
18,625585231
4,121076714
14,202300296
15,202300296
16,202300296
17,202300296
21,202300296
22,202300296
23,202300296
24,202300296
14,367169308
15,367169308
3,140478472
19,322400318
5,1250913
10,229184196
18,427515821
24,427515821
25,427515821
3,178170643
4,178170643
23,199499736
5,242937715
23,310395304
2,188573364
22,136952295
2,201898339
3,201898339
9,101110887
22,161043410
23,161043410
7,388083421
18,431870038
24,367006563
25,367006563
17,240776111
1,355704636
2,355704636
5,37992349
6,386273417
15,158534472
16,158534472
22,158534472
23,158534472
3,101058750
4,101058750
10,97905782
11,359572481
12,359572481
14,148969057
15,148969057
21,148969057
22,148969057
17,331807913
8,283582034
18,436936505
15,276907592
16,276907592
14,355935333
20,355935333
1,238813187
27,238813187
14,198512921
20,198512921
21,198512921
22,198512921
2,201898222
3,201898222
20,239192876
25,88780524
26,88780524
14,156152779
20,156152779
21,156152779
26,156152779
1,281779297
2,281779297
28,281779297
27,394580581
28,394580581
19,450248136
2,2052312662
2,441056236
2,2052312661
3,32557373
17,268626115
24,268626115
6,238030337
8,238030337
17,13822330
19,440378719
16,158035258
23,158035258
14,142945807
21,142945807
8,24690880
9,24690880
4,257602548
19,102678706
25,102678706
26,102678706
1,425937008
2,425937008
28,425937008
8,82365136
9,82365136
15,455520466
16,455520466
19,298412511
20,298412511
26,298412511
4,332743270
14,376701007
28,197682960
22,139116996
1,41358832
3,41358832
4,41358832
6,41358832
7,41358832
8,41358832
9,41358832
10,41358832
11,41358832
13,41358832
27,409697219
6,37662248
6,706004126
6,706004127
8,334656191
24,57103692
25,57103692
4,44647136
5,44647136
17,470915920
18,470915920
24,470915920
3,439488901
16,469952974
17,469952974
14,451748638
14,156152778
20,156152778
21,156152778
26,156152778
4,274134958
14,243400994
15,243400994
11,61391616
22,900297865
22,392402786
22,900297864
25,157446815
26,157446815
22,903769927
22,144352653
22,903769926
14,160491312
15,160491312
16,160491312
17,160491312
19,160491312
20,160491312
22,160491312
23,160491312
25,160491312
26,160491312
16,422305731
17,422305731
18,422305731
24,422305731
6,33943446
28,441195194
22,148683017
1,220512758
28,220512758
14,233170203
15,233170203
16,233170203
20,233170203
21,233170203
22,233170203
11,399187492
23,162493735
24,162493735
25,162493735
9,45605492
19,408772407
7,247170724
2,76946869
1,238868450
27,238868450
28,238868450
4,318840004
24,368923404
25,368923404
16,24792733
17,24792733
6,117817258
7,117817258
22,161725589
23,161725589
24,161725589
4,89240252
17,366556144
18,366556144
19,366556144
24,366556144
25,366556144
4,651556599
4,89237799
4,651556600
22,14744328
3,37763184
18,332494764
6,39584562
19,305863651
16,23836678
23,23836678
22,371566565
9,185240200
14,310980326
15,310980326
21,310980326
22,310980326
10,429354344
5,345412734
5,345412735
21,23971516
14,219877921
15,219877921
16,219877921
17,219877921
18,219877921
19,219877921
20,219877921
21,219877921
22,219877921
23,219877921
24,219877921
25,219877921
26,219877921
2,201898220
3,201898220
6,148490046
7,148490046
3,67649637
6,72426532
17,327188003
18,327188003
8,875557940
22,172571313
5,464779505
16,155916100
23,155916100
24,155916100
8,96033608
2,207211020
3,207211020
14,295893467
15,295893467
16,295893467
24,188777430
25,188777430
26,188777430
21,117409256
28,175286652
9,356838394
10,356838394
11,356838394
16,455816875
17,455816875
15,313425320
16,313425320
18,313425320
22,313425320
23,313425320
24,313425320
25,313425320
11,29983149
15,233165121
24,284170829
22,393883627
18,348134933
12,349240617
26,274236620
20,365949934
21,365949934
20,950768810
21,950768810
10,57830249
5,250131154
3,67649023
14,341705384
14,341705384
15,341705384
15,341705384
15,274393297
16,274393297
5,31050929
6,31050929
10,421190862
16,2041782616
17,2041782616
16,455793877
17,455793877
7,112409462
6,34931437
17,346565207
24,346565207
26,43789224
18,470113419
19,470113419
20,470113419
24,470113419
25,470113419
26,470113419
5,71090972
2,184689259
8,78152374
8,78152374
27,352437701
6,39542007
21,239199631
11,364747813
5,408158058
5,293696773
21,232563862
22,232563862
23,232563862
12,277204638
11,242534947
8,33281803
27,364424010
28,364424010
26,278188398
15,150385968
22,150385968
16,27490737
23,27490737
14,142878895
15,142878895
21,142878895
7,750970278
7,31929686
7,750970285
5,423810900
10,14717691
7,280529760
5,139683549
14,120576257
26,120576257
2,152088075
1,290777240
4,290777240
5,290777240
6,290777240
7,290777240
10,290777240
11,290777240
27,290777240
2,166787846
3,166787846
6,247960117
5,245822014
15,441664609
16,441664609
22,441664609
23,441664609
6,94991161
1,389426731
27,389426731
27,389426731
1,1990657313
27,1990657313
27,1990657313
14,236780858
15,236780858
16,236780858
25,236780858
26,236780858
6,25506601
2,206604031
11,7549525
10,275360150
20,86231880
21,86231880
26,235613022
23,418021130
24,29290709
16,249744004
17,249744004
23,417179449
12,381285216
17,306426602
14,142940412
15,142940412
21,142940412
5,77893078
6,77893078
9,188173172
17,14007881
5,59127215
1,370283173
18,436877992
15,148914672
21,148914672
22,148914672
15,165599289
22,165599289
23,165599289
3,54017957
18,641882518
18,90670716
18,641882517
18,280320042
19,280320042
14,122604247
17,269048046
18,269048046
24,269048046
25,313610499
26,313610499
20,355058979
21,386908715
5,146804493
21,117409112
27,166464026
23,241270205
18,28779006
13,355130708
27,355130708
9,192941085
18,116762346
16,445871218
1,350025862
2,350025862
3,350025862
4,350025862
5,350025862
7,350025862
8,350025862
9,350025862
10,350025862
11,350025862
12,350025862
13,350025862
27,350025862
28,350025862
11,464681766
11,471012657
6,385813116
27,277069888
16,148781504
23,148781504
15,286201103
16,286201103
5,373053873
14,383826109
13,360912453
28,214428203
15,161746333
16,161746333
22,161746333
23,161746333
24,161746333
3,200790342
4,200790342
5,139725285
15,159210154
22,159210154
10,844331971
11,844331971
23,22819180
1,271975726
2,271975726
3,271975726
4,271975726
5,271975726
6,271975726
7,271975726
9,271975726
10,271975726
11,271975726
12,271975726
13,271975726
27,271975726
28,271975726
10,204669366
6,231147228
23,88221846
22,144283048
8,186755237
14,950598292
15,950598292
21,950598292
22,950598292
14,147671540
15,147671540
21,147671540
22,147671540
27,320915249
3,38381574
23,157838356
11,958177323
11,338035809
11,958177356
1,79301672
27,79301672
6,20297123
7,339956143
8,339956143
9,339956143
13,339956143
16,309850275
22,309850275
24,309850275
20,420267323
25,420267323
26,420267323
7,14612845
5,146539195
5,448939025
5,448939025
14,391772943
14,258804174
15,258804174
16,258804174
17,258804174
18,258804174
19,258804174
20,258804174
21,258804174
22,258804174
23,258804174
24,258804174
25,258804174
26,258804174
4,640074066
4,299496195
7,155275387
8,155275387
21,159289603
14,332476224
15,332476224
16,332476224
17,332476224
18,332476224
19,332476224
20,332476224
21,332476224
23,332476224
24,332476224
25,332476224
26,332476224
9,55223193
12,27117515
10,97971639
14,391970568
13,407925682
1,150321663
2,150321663
3,150321663
4,150321663
5,150321663
6,150321663
8,150321663
9,150321663
10,150321663
11,150321663
12,150321663
13,150321663
11,395130640
12,395130640
13,403995704
27,403995704
15,150387899
16,150387899
22,150387899
17,312461969
18,312461969
24,312461969
1,150065151
2,150065151
4,150065151
5,150065151
6,150065151
7,150065151
8,150065151
9,150065151
10,150065151
11,150065151
12,150065151
27,150065151
28,150065151
13,118278380
3,268863327
9,391898935
13,277911470
15,207435614
16,207435614
23,207435614
24,207435614
25,207435614
10,1001730020
10,357413295
10,1001730019
21,99903585
14,40089361
15,40089361
13,300282484
27,300282484
2,207171025
3,207171025
19,356212274
18,302554247
24,302554247
25,302554247
1,234338669
2,234338669
27,234338669
28,234338669
3,43451426
5,455032060
19,456258179
20,456258179
15,352949913
16,352949913
17,352949913
24,352949913
16,310394188
6,301186784
6,120837947
14,165528645
15,165528645
16,165528645
17,165528645
18,165528645
20,165528645
21,165528645
22,165528645
23,165528645
24,165528645
25,165528645
26,165528645
4,12574159
6,288158896
10,124203608
26,84794909
8,774835568
6,279580178
19,440338188
1,197987557
27,197987557
28,197987557
19,310965973
10,390586370
14,59525277
18,186971331
8,2017181
1,269829656
27,269829656
27,271521461
7,452845635
4,332819165
14,243353202
15,243353202
16,243353202
26,243353202
22,77113678
15,224303753
22,224303753
7,455213748
6,748186984
14,371882145
2,609913005
2,120488589
14,219773818
15,219773818
16,219773818
17,219773818
18,219773818
19,219773818
20,219773818
22,219773818
23,219773818
24,219773818
25,219773818
26,219773818
15,330094198
4,280866656
12,280866656
13,280866656
27,280866656
4,308243553
19,27521121
16,197356224
2,2055882032
5,14220865
6,14220865
7,187458132
19,28180663
3,268765670
13,341076768
12,41943710
1,412050326
20,85145408
14,198211921
15,198211921
16,198211921
17,198211921
18,198211921
19,198211921
20,198211921
21,198211921
22,198211921
23,198211921
24,198211921
26,198211921
9,305567403
20,11669592
11,405617415
1,167651836
2,167651836
3,167651836
4,167651836
6,167651836
7,167651836
8,167651836
9,167651836
10,167651836
11,167651836
12,167651836
13,167651836
27,167651836
28,167651836
25,1309002623
25,345727464
28,155940811
2,66437435
3,248986951
1,29670036
1,302298728
28,302298728
24,459255955
13,319739812
27,319739812
19,321157037
6,156735150
1,214516789
14,160603678
15,160603678
18,160603678
19,160603678
23,160603678
25,160603678
26,160603678
20,252875556
22,365967778
21,16220023
14,160299143
21,160299143
26,160299143
2,201800026
3,201800026
12,230795292
14,294080926
18,289269327
19,289269327
7,751158103
7,93849626
18,288600628
19,288600628
20,288600628
24,288600628
4,685958594
5,685958594
4,321125325
5,321125325
8,189407134
8,144060554
10,1735555
22,144379672
19,459014766
5,179016072
18,461579405
20,461579405
25,461579405
26,461579405
10,372151525
11,372151525
23,27227180
8,1813768
1,2055493175
1,121471739
1,2055493174
21,392365135
5,139651630
6,234265071
8,189293251
22,290949039
5,408114334
20,73493290
4,209463384
2,332519883
13,343648067
22,18906783
17,15518198
20,88211854
6,280542221
9,185247279
9,185247277
17,177175753
8,143534628
3,42071226
12,290408720
13,290408720
27,290408720
23,88190352
23,953601928
14,232564158
16,232564158
21,232564158
22,232564158
23,232564158
20,71332110
23,199496203
23,954015836
12,410366850
13,410366850
27,410366850
10,163190353
5,117626744
7,750914535
7,750914537
7,36332877
4,372801661
19,408198718
7,155719375
8,155719375
20,144282456
15,99329966
21,99329966
22,99329966
6,172193329
7,172193329
17,378527773
18,378527773
24,378527773
25,378527773
2,251846450
18,415957794
12,351099931
4,98728106
23,165987639
5,167453276
6,170105622
2,120609299
27,80091347
21,148654862
13,273270325
27,273270325
1,52242947
2,301866976
5,301866976
9,301866976
10,301866976
11,301866976
12,301866976
14,383553281
18,383553281
19,383553281
20,383553281
25,383553281
26,383553281
3,651037119
3,160008311
6,232140354
7,108655743
5,453856042
6,453856042
10,6080339
14,277996753
10,99142114
8,26262671
2,207172859
3,207172859
4,207172859
23,158016876
24,158016876
4,63958788
14,230090756
15,230090756
17,230090756
18,230090756
19,230090756
20,230090756
21,230090756
22,230090756
23,230090756
24,230090756
25,230090756
26,230090756
16,330944793
17,330944793
24,330944793
1,25153167
2,25153167
3,25153167
4,25153167
5,25153167
6,25153167
7,25153167
9,25153167
10,25153167
11,25153167
12,25153167
13,25153167
27,25153167
28,25153167
5,37816624
2,339607562
4,339607562
15,165469193
16,165469193
22,165469193
23,165469193
17,188816237
24,188816237
25,188816237
26,188816237
6,39217420
23,87603808
21,136945631
22,136945631
7,332389955
26,135618283
18,399738642
19,399738642
22,159526552
3,146711335
4,146711335
5,38050278
1,29430569
24,445889890
25,445889890
19,265765541
6,302271696
7,32004874
18,126063942
15,403335239
16,403335239
17,403335239
18,403335239
19,403335239
21,403335239
22,403335239
24,403335239
25,403335239
9,902714957
9,148576168
19,459837153
20,459837153
25,459837153
26,459837153
3,651069895
4,651069895
3,160004049
4,160004049
3,651069894
4,651069894
15,233080541
16,233080541
18,233080541
19,233080541
20,233080541
21,233080541
22,233080541
23,233080541
24,233080541
25,233080541
26,233080541
23,416022121
23,219028752
5,442898238
18,400891204
19,400891204
1,262818859
5,432699513
15,13725513
24,310562496
7,14444062
7,761911887
7,14768025
1,350215424
8,265402021
14,316451175
15,316451175
16,316451175
21,316451175
22,316451175
23,316451175
4,439874904
14,272781143
15,272781143
17,272781143
19,272781143
21,272781143
22,272781143
23,272781143
25,272781143
15,445862633
16,445862633
22,445862633
23,445862633
15,243260396
26,243260396
23,307789889
20,444897453
16,370337899
17,370337899
6,237515636
18,250724292
25,356316460
26,356316460
19,269464388
1,161174284
1,161174284
12,311179900
13,311179900
14,441765151
15,441765151
16,441765151
17,441765151
18,441765151
19,441765151
20,441765151
21,441765151
22,441765151
23,441765151
24,441765151
25,441765151
26,441765151
5,442958692
6,442958692
20,88658497
5,117645279
11,7555343
11,7555343
1,25153635
2,25153635
3,25153635
4,25153635
6,25153635
7,25153635
8,25153635
9,25153635
10,25153635
11,25153635
12,25153635
13,25153635
27,25153635
28,25153635
27,98117251
20,71432847
14,404141259
5,408000559
1,370282727
27,370282727
28,370282727
1,2026581258
27,2026581258
28,2026581258
17,267873368
7,770502943
8,770502943
14,229671667
15,229671667
16,229671667
17,229671667
18,229671667
19,229671667
20,229671667
21,229671667
22,229671667
23,229671667
24,229671667
25,229671667
26,229671667
24,362064899
25,362064899
26,362064899
23,22896295
19,265579763
23,390629427
27,403995493
5,442897934
6,442897934
2,149021251
14,219855010
15,219855010
16,219855010
17,219855010
18,219855010
20,219855010
21,219855010
23,219855010
24,219855010
