,phi,flux,t,flux_err,median_,modelflux,modelflux_err
0,0.0,1697.8704718334484,1587.8014959436885,9.429317731830086,1687.2745598824135,1694.6463976192776,1.094429806421663
1,0.07723840816788734,1692.3748538323416,1587.8028848137094,9.387310594045113,1687.2745598824135,1694.2008535110094,1.0978938660110726
2,0.1544768228352008,1689.3875182199408,1587.804273683848,9.425525435722363,1687.2745598824135,1693.7284723265354,1.101593368670348
3,0.2317152310283777,1691.5103908664166,1587.8056625538695,9.379579266032467,1687.2745598824135,1693.2314541722467,1.105505854400746
4,0.30895363914568585,1683.972631714234,1587.8070514238905,9.387927201168596,1687.2745598824135,1692.712206488492,1.1096046519199103
5,0.3861920472503492,1687.468160696706,1587.8084402939105,9.390356798131624,1687.2745598824135,1692.1733425450825,1.1138594234730828
6,0.4634304618797282,1681.2651595386124,1587.8098291640479,9.454549160067828,1687.2745598824135,1691.6176767109887,1.1182368065355484
7,0.540668870022326,1680.8097171276606,1587.8112180340688,9.380344232745426,1687.2745598824135,1691.0482167781906,1.1227011353655734
8,0.6179072782155028,1696.869884012223,1587.812606904091,9.411580626036457,1687.2745598824135,1690.4681524326902,1.1272152246183111
9,0.6951456864086799,1685.1052670157517,1587.8139957741128,9.390014427456396,1687.2745598824135,1689.8808407182246,1.1317411585208024
10,0.7723841010507038,1689.2071842650187,1587.8153846442506,9.390574912467473,1687.2745598824135,1689.28978772677,1.1362411073992773
11,0.8496225091933014,1697.6350147505582,1587.8167735142715,9.392117294200633,1687.2745598824135,1688.6986271631054,1.140678062744832
12,0.9268609173611888,1690.0509159184296,1587.818162384293,9.45662530976001,1687.2745598824135,1688.1110951358594,1.1450166070601857
13,1.0040993255543658,1689.2605252561482,1587.8195512543148,9.390120342034903,1687.2745598824135,1687.531002399703,1.1492235262083188
14,1.0813377337475425,1692.669045732051,1587.8209401243366,9.402938281826943,1687.2745598824135,1686.9622036034875,1.1532683967457908
15,1.1585761483642771,1688.3844283269427,1587.8223289944738,9.407535515417472,1687.2745598824135,1686.4085641726583,1.1571240567578491
16,1.2358145565321643,1685.9931636876718,1587.8237178644956,9.39177689269834,1687.2745598824135,1685.8739254916168,1.1607669621865289
17,1.313052964674762,1693.7053383730674,1587.8251067345166,9.460595207333878,1687.2745598824135,1685.3620681890338,1.164177472207021
18,1.3902913728426491,1687.8849454355075,1587.8264956045373,9.390714183001464,1687.2745598824135,1684.8766749937809,1.1673399961577402
19,1.4675297810358263,1688.1568557082644,1587.8278844745596,9.430149884815627,1687.2745598824135,1684.4212930413364,1.170243048878136
20,1.5447681892290033,1690.7385202095466,1587.8292733445817,9.397088087156645,1687.2745598824135,1683.9992965088047,1.1728792275132618
21,1.622006597371601,1689.2068523165362,1587.8306622146024,9.38481573348941,1687.2745598824135,1683.6138501440023,1.1752450735476443
22,1.6992450054889092,1684.8190635159845,1587.8320510846231,9.3890995183294,1687.2745598824135,1683.2678742961166,1.1773408756831305
23,1.7764834136062169,1688.729249011929,1587.8334399546436,9.468235569266966,1687.2745598824135,1682.9640120423596,1.179170413460176
24,1.8537218217993943,1691.2342675477555,1587.8348288246652,9.391442214749658,1687.2745598824135,1682.7045989752828,1.1807406238600908
25,1.930960236466708,1699.7463026279438,1587.8362176948035,9.415009359942728,1687.2745598824135,1682.4916361607195,1.1820612511710689
26,2.0081986446093048,1677.0677881613226,1587.8376065648245,9.383394931793164,1687.2745598824135,1682.3267668382782,1.1831444513166234
27,2.0854370527771926,1676.1189669250452,1587.8389954348459,9.380843894954856,1687.2745598824135,1682.2112570198685,1.1840043909633162
28,2.1626754609197905,1697.3448877905319,1587.8403843048666,9.385043445251199,1687.2745598824135,1682.1459806856315,1.1846568309612406
