,phi,flux,t,flux_err,median_,modelflux,modelflux_err
0,0.0,311.83208204944464,1493.5010330375728,6.523543516889597,312.1579330675633,311.1280360767125,0.8696728480868782
1,0.04945686934044145,315.96127243777664,1493.5024219622048,6.475172930878371,312.1579330675633,311.15759812978666,0.869763881821842
2,0.09891375522977848,312.0190974361649,1493.5038108873016,6.452817832216928,312.1579330675633,311.1860463247578,0.8698289611053165
3,0.1483706411515008,319.54841205194685,1493.5051998123986,6.460313081234973,312.1579330675633,311.2135859570228,0.8698687940740357
4,0.19782751050813488,308.74776449149067,1493.506588737031,6.427542973902344,312.1579330675633,311.2404603241195,0.8698842301935944
5,0.2472843964298572,309.9861397382556,1493.5079776621285,6.4821412751544685,312.1579330675633,311.2669471379015,0.8698762649845442
6,0.29674126576220233,316.90550269905,1493.50936658676,6.4505262948497375,312.1579330675633,311.2933544407789,0.8698460567437505
7,0.34619815167582835,302.5765032015952,1493.5107555118573,6.434228532262355,312.1579330675633,311.32001629174937,0.8697949208317799
8,0.39565503759755066,313.81058403235875,1493.5121444369547,6.449556212822793,312.1579330675633,311.3472880000483,0.8697243373204389
9,0.4451119069541848,310.792188032221,1493.513533361587,6.454936520710263,312.1579330675633,311.37554117792035,0.869635943451777
10,0.4945687928759072,310.44393659662086,1493.5149222866846,6.473904139210119,312.1579330675633,311.4051585803174,0.8695315245789547
11,0.5440256621839632,314.3218987661385,1493.5163112113153,6.448824546641434,312.1579330675633,311.4365286861905,0.8694130134492636
12,0.5934825481299746,315.2943990936365,1493.5177001364136,6.460414256803412,312.1579330675633,311.47004032158316,0.8692824716424995
13,0.6429394174947051,312.90033011829286,1493.519089061046,6.461383745497191,312.1579330675633,311.5060770703641,0.8691420747645748
14,0.6923963033840419,306.62692876564324,1493.5204779861426,6.43495031016759,312.1579330675633,311.54501187027944,0.8689940971652185
15,0.7418531727244835,315.59325355000686,1493.5218669107742,6.454484903736694,312.1579330675633,311.58720149021264,0.8688408929837184
16,0.7913100586623985,312.8046758532837,1493.5232558358719,6.454789841108451,312.1579330675633,311.63298133537336,0.8686848718314036
17,0.8407669280028399,302.3185345694692,1493.524644760504,6.446797933842121,312.1579330675633,311.6826602168441,0.8685284810238729
18,0.8902237973351851,311.73773218804854,1493.5260336851354,6.446359379316884,312.1579330675633,311.73651557678033,0.8683741834050732
19,0.9396806832488109,314.67115812424527,1493.5274226102326,6.455978605545423,312.1579330675633,311.79478885933366,0.8682244268659471
20,0.9891375525649636,310.941578775728,1493.5288115348635,6.448382534722433,312.1579330675633,311.8576811961322,0.8680816320341316
21,1.0385944385109749,305.3310025731116,1493.5302004599619,6.4405474790017125,312.1579330675633,311.9253496839048,0.8679481662038977
22,1.0880513078676088,312.6134899799908,1493.531589384594,6.44258303684947,312.1579330675633,311.99790378093184,0.8678263216745403
23,1.1375081771756652,305.12678106048764,1493.5329783092247,6.440052721357062,312.1579330675633,312.07540249535685,0.8677183066628572
24,1.1869650630973874,311.92915835654634,1493.5343672343224,6.44732642409628,312.1579330675633,312.1578518594544,0.8676262164758168
25,1.2364219324540215,312.00232977286583,1493.5357561589549,6.449281677292207,312.1579330675633,312.24520290407247,0.8675520371079686
26,1.2858788183757441,314.32238312894697,1493.537145084052,6.44607802761792,312.1579330675633,312.33735047572566,0.8674976231245994
27,1.3353356877161853,319.99946615608496,1493.538534008684,6.461723913368478,312.1579330675633,312.4341321946815,0.8674647037129894
28,1.3847925570485304,306.89598108814243,1493.5399229333154,6.448898026543998,312.1579330675633,312.5353284442646,0.8674548728724175
29,1.4342494429621564,311.722318020722,1493.5413118584129,6.4475701185786685,312.1579330675633,312.64066265426317,0.8674696032725492
30,1.483706312326887,312.4373362390834,1493.5427007830453,6.445702155442658,312.1579330675633,312.74980215074555,0.8675102410792308
