phi,flux,t,flux_err,median_,modelflux,modelflux_err
0.0,1697.8704718334484,1587.8014959436882,9.429317731830086,1687.2745598824135,1694.6463976192776,1.0944298064216633
0.07723840816788734,1692.3748538323416,1587.8028848137096,9.387310594045113,1687.2745598824135,1694.2008535110094,1.0978938660110726
0.1544768228352008,1689.3875182199408,1587.804273683848,9.425525435722365,1687.2745598824135,1693.7284723265352,1.1015933686703479
0.2317152310283777,1691.5103908664169,1587.8056625538698,9.379579266032469,1687.2745598824135,1693.2314541722467,1.1055058544007461
0.30895363914568585,1683.972631714234,1587.8070514238902,9.387927201168596,1687.2745598824135,1692.712206488492,1.1096046519199105
0.38619204725034917,1687.468160696706,1587.8084402939105,9.390356798131625,1687.2745598824135,1692.1733425450825,1.1138594234730828
0.46343046187972825,1681.2651595386124,1587.809829164048,9.454549160067828,1687.2745598824135,1691.6176767109887,1.1182368065355484
0.540668870022326,1680.8097171276604,1587.811218034069,9.380344232745426,1687.2745598824135,1691.0482167781906,1.1227011353655734
0.6179072782155028,1696.8698840122233,1587.812606904091,9.411580626036455,1687.2745598824135,1690.4681524326902,1.1272152246183111
0.6951456864086799,1685.1052670157515,1587.8139957741128,9.390014427456395,1687.2745598824135,1689.8808407182246,1.1317411585208024
0.7723841010507038,1689.2071842650184,1587.8153846442506,9.390574912467471,1687.2745598824135,1689.28978772677,1.1362411073992773
0.8496225091933014,1697.6350147505582,1587.8167735142715,9.392117294200633,1687.2745598824135,1688.6986271631054,1.140678062744832
0.9268609173611888,1690.0509159184294,1587.818162384293,9.45662530976001,1687.2745598824135,1688.1110951358592,1.1450166070601857
1.0040993255543658,1689.260525256148,1587.8195512543148,9.390120342034905,1687.2745598824135,1687.531002399703,1.1492235262083188
1.0813377337475425,1692.669045732051,1587.8209401243366,9.402938281826945,1687.2745598824135,1686.9622036034875,1.1532683967457908
1.158576148364277,1688.3844283269427,1587.822328994474,9.40753551541747,1687.2745598824135,1686.4085641726583,1.157124056757849
1.2358145565321643,1685.9931636876718,1587.8237178644954,9.39177689269834,1687.2745598824135,1685.8739254916168,1.1607669621865289
1.313052964674762,1693.7053383730672,1587.8251067345163,9.460595207333876,1687.2745598824135,1685.3620681890338,1.164177472207021
1.3902913728426491,1687.8849454355077,1587.8264956045377,9.390714183001464,1687.2745598824135,1684.8766749937809,1.1673399961577402
1.4675297810358263,1688.1568557082646,1587.8278844745596,9.430149884815629,1687.2745598824135,1684.4212930413364,1.170243048878136
1.5447681892290033,1690.7385202095466,1587.8292733445815,9.397088087156645,1687.2745598824135,1683.9992965088045,1.1728792275132618
1.622006597371601,1689.2068523165362,1587.8306622146024,9.38481573348941,1687.2745598824135,1683.6138501440023,1.1752450735476443
1.699245005488909,1684.8190635159845,1587.832051084623,9.3890995183294,1687.2745598824135,1683.2678742961166,1.1773408756831303
1.776483413606217,1688.729249011929,1587.8334399546434,9.468235569266968,1687.2745598824135,1682.9640120423596,1.1791704134601761
1.853721821799394,1691.2342675477557,1587.8348288246652,9.391442214749658,1687.2745598824135,1682.7045989752828,1.180740623860091
1.9309602364667076,1699.7463026279438,1587.8362176948035,9.415009359942728,1687.2745598824135,1682.4916361607197,1.1820612511710689
2.008198644609305,1677.0677881613228,1587.8376065648245,9.383394931793163,1687.2745598824135,1682.3267668382782,1.1831444513166234
2.0854370527771926,1676.1189669250452,1587.8389954348459,9.380843894954857,1687.2745598824135,1682.2112570198683,1.1840043909633162
2.1626754609197905,1697.344887790532,1587.8403843048668,9.385043445251199,1687.2745598824135,1682.1459806856315,1.1846568309612406
2.239913869087678,1698.400474540249,1587.8417731748882,9.424691897355997,1687.2745598824135,1682.1314095609146,1.1851187223087272
2.317152277280855,1684.2258485963976,1587.84316204491,9.460563835046552,1687.2745598824135,1682.167607770391,1.1854078036587687
2.394390678999895,1667.22626106815,1587.8445509148155,9.37975915017654,1687.2745598824135,1682.254231431451,1.185542229289995
2.471629087142493,1681.5651789856493,1587.8459397848364,9.4022587238436,1687.2745598824135,1682.3905332405143,1.1855402182619184
2.5488674953103803,1687.608489793609,1587.8473286548578,9.386068901805642,1687.2745598824135,1682.5753718466171,1.1854197448309796
2.626105903452978,1683.9303465978883,1587.8487175248788,9.388602666777585,1687.2745598824135,1682.8072259798378,1.1851982422744183
2.703344311646155,1686.686562722607,1587.8501063949006,9.451996295816976,1687.2745598824135,1683.084212980119,1.1848923740373583
2.7805827198393316,1691.77474533669,1587.8514952649225,9.420752543418352,1687.2745598824135,1683.4041114207234,1.1845178139684087
2.8578211279819294,1693.5979410194996,1587.8528841349435,9.400611063692415,1687.2745598824135,1683.7643874176015,1.1840890946619993
2.935059536149817,1682.928986120678,1587.8542730049649,9.388589995037513,1687.2745598824135,1684.1622241523605,1.1836194665921358
3.0122979442924147,1677.48920989607,1587.8556618749858,9.386674571875274,1687.2745598824135,1684.594554087906,1.183120820007474
3.0895363524097226,1682.7903191032092,1587.8570507450063,9.426812359851157,1687.2745598824135,1685.0580933182669,1.1826036270210325
3.166774754103473,1696.4685906650266,1587.8584396149113,9.393698261493602,1687.2745598824135,1685.549377420512,1.1820769258192627
3.24401316229665,1687.8268268579122,1587.8598284849331,9.403256534038636,1687.2745598824135,1686.0647984541888,1.1815483244400855
3.321251570439248,1697.6302168285329,1587.861217354954,9.397043810964895,1687.2745598824135,1686.6006418820057,1.1810240565735182
