phi,flux,t,flux_err,median_,modelflux,modelflux_err
0.0,624.5399209159696,1331.552456543643,6.058210183722545,617.0278863637117,621.7019547055546,2.2788191379494647
0.024828152009872644,622.8094247876688,1331.553845461627,6.050899925625676,617.0278863637117,621.7885299354178,2.2793976959868187
0.04965630401974529,612.4591866639676,1331.5552343796107,6.048834085583031,617.0278863637117,621.8708847583379,2.2799966816904575
0.14896890788092168,616.027080813441,1331.5607900513123,6.04502356228904,617.0278863637117,622.1571776205832,2.282613918810076
0.1737970598867298,613.2578783190402,1331.562178969296,6.054708893951085,617.0278863637117,622.2177619509215,2.2833279387050465
0.19862520773454634,609.0987356598598,1331.563567887047,6.041915421406848,617.0278863637117,622.2738772663519,2.28406764619886
0.2482815117502271,621.0777957626124,1331.5663457230144,6.058408018866245,617.0278863637117,622.3725759526618,2.285627825736204
0.2979378115916582,612.7165583950555,1331.5691235587483,6.047811410468444,617.0278863637117,622.4530516014687,2.287301957124797
0.3227659636137244,620.3789510821844,1331.5705124767328,6.066904430111489,617.0278863637117,622.4863986604336,2.2881841325029426
0.3475941156195325,623.7547637045609,1331.5719013947164,6.062521141087596,617.0278863637117,622.515127053682,2.289097660129129
0.37242226761721164,619.7350025354026,1331.5732903126996,6.060461140023605,617.0278863637117,622.5392217189341,2.2900435029940724
0.39725041546502815,620.5282369156921,1331.5746792304506,6.062998771395592,617.0278863637117,622.5586704441133,2.291022625019384
0.4220785674830298,619.9939732580715,1331.5760681484348,6.062857355295174,617.0278863637117,622.5734638868902,2.2920359895527027
0.4469067194807089,605.901810334286,1331.577457066418,6.046605532170784,617.0278863637117,622.5835955606757,2.2930845571551206
0.471734871478388,607.2405212888334,1331.5788459844011,6.0480011688782245,617.0278863637117,622.589061852222,2.2941692833180256
0.4965630193383981,613.4736688747616,1331.5802349021528,6.063544525817331,617.0278863637117,622.5898620202,2.295291116522457
0.5213911713563997,606.9631284028874,1331.581623820137,6.048159898684188,617.0278863637117,622.5859981951993,2.296450996741987
