ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,total_n_valid_data_points,tstart,tstop,obst
0.09134345359329199,,,32.66751021638717,2.343163336068138,5837,5842,18104.0,1333.7024978149134,1333.7094423638591,1214.0
0.15699467856156746,,,53.0855038599758,2.3032957972387735,6056,6061,18104.0,1334.0080579285036,1334.0150024758204,1214.0
0.19605921075979715,,,84.39102513780004,3.04383027929223,9585,9595,18104.0,1340.166475808454,1340.1803648679256,1214.0
0.1686404126403913,,,204.14162965752834,3.8178864599906093,13710,13726,18316.0,1374.919217283881,1374.941439180281,1214.0
0.0822259671014931,,,23.45238302157579,1.8058759405836708,16793,16796,18316.0,1379.3358112949063,1379.3399778853475,1214.0
0.231296725292653,,,205.88074300334222,4.417267728481384,17820,17839,18316.0,1380.7968947273268,1380.8232830982186,1214.0
